block_id,total_gas,total_mev_captured,validator_type,validator_id
1,61799000,671300,attack,6805
2,20877000,457000,normal,6846
3,31713000,570000,attack,6822
4,45266000,209680,attack,6815
5,87784000,937500,normal,6842
6,28251000,154300,attack,6813
7,79469000,249260,attack,6814
8,55393000,1091400,attack,6825
9,26065000,709000,attack,6827
10,24824000,54600,attack,6831
11,42760000,62300,attack,6816
12,156784000,2133000,attack,6805
13,76376000,66200,attack,6822
14,31264000,8774300,attack,6827
15,27245000,0,attack,6810
16,51075000,27600,attack,6838
17,69525000,8711100,attack,6805
18,72560000,162400,attack,6802
19,17092000,1020000,attack,6811
20,25636000,14551100,attack,6835
21,28451000,442000,normal,6845
22,51161000,13800,normal,6845
23,71187000,84540,attack,6823
24,174775000,1565840,attack,6836
25,110059000,486360,attack,6826
26,100487000,190400,attack,6838
27,125951000,154940,attack,6809
28,76368000,247300,attack,6833
29,56939000,90400,normal,6845
30,88878000,886000,attack,6820
31,39938000,87600,attack,6827
32,33474000,124710,normal,6841
33,203563000,1188000,attack,6827
34,17907000,484200,attack,6819
35,49037000,43600,normal,6848
36,121135000,0,attack,6814
37,119452001,848000,attack,6833
38,27830000,310000,attack,6835
39,85220000,598900,attack,6825
40,65835000,245600,normal,6847
41,47992000,9179730,attack,6823
42,86016000,32800,attack,6828
43,84682000,120900,normal,6844
44,47606000,1753000,attack,6818
45,52894000,1188000,attack,6815
46,130507000,713000,attack,6833
47,54071000,65800,attack,6833
48,25093000,5630,normal,6841
49,25742000,4565700,normal,6845
50,126589000,9215340,attack,6832
