block_num,builder_id,proposer_id,winning_bid,total_gas_fee,total_mev
0,builder_15,proposer_10,15324155.489590907,31032000,17865780
1,builder_15,proposer_17,17153870.88222123,61278998,18131220
2,builder_15,proposer_13,19124021.641715586,238849998,55333890
3,builder_15,proposer_3,21115748.163976565,251910000,89686660
4,builder_15,proposer_11,22820487.112420194,350499997,55149550
5,builder_15,proposer_5,24904168.81506082,498899999,37775840
6,builder_15,proposer_11,26944448.40836355,551199995,71219220
7,builder_19,proposer_10,30210701.4624442,573299998,37486220
8,builder_19,proposer_12,33515688.528872114,664500000,37811320
9,builder_19,proposer_14,36998047.66417152,655599999,18896620
10,builder_19,proposer_9,41037884.03149675,906200000,1450100
11,builder_19,proposer_15,44304680.27932808,998900000,18899900
12,builder_19,proposer_15,48558576.33094785,899299999,1150700
13,builder_19,proposer_1,52672254.163365886,1244999999,1611600
14,builder_15,proposer_14,57415298.5210474,1368000000,1635790
15,builder_19,proposer_0,62570623.882044375,1260199999,2178990
16,builder_19,proposer_10,69740052.08639103,1455000000,1668130
17,builder_19,proposer_2,77812236.83859856,1227299999,2629330
18,builder_19,proposer_13,84226549.1368539,1548400001,1872430
19,builder_19,proposer_11,93989050.31416266,1518200001,5144830
20,builder_19,proposer_1,101870777.12714528,1810000002,2038030
21,builder_19,proposer_3,111695593.81154042,1749300001,1764240
22,builder_19,proposer_8,123171458.60677503,2116200001,2346240
23,builder_15,proposer_11,135789963.46843016,2328400001,2611720
24,builder_15,proposer_19,147535092.17218974,2439500001,1608540
25,builder_19,proposer_12,162757556.38482153,2614900001,1185040
26,builder_19,proposer_7,180427881.84572762,2366600001,2908760
27,builder_19,proposer_5,199591505.93660408,2400000001,3315360
28,builder_19,proposer_13,221018781.43256828,2223500001,2719760
29,builder_15,proposer_19,246069090.1928032,2913000000,1666220
30,builder_15,proposer_3,274546416.3400791,2890200000,2131120
31,builder_15,proposer_1,300496158.16761965,2962000000,1500620
32,builder_15,proposer_12,336951396.206552,3036000000,1364180
33,builder_15,proposer_13,366498090.620419,3126000000,863820
34,builder_15,proposer_15,404000478.8285771,3110000000,1145460
35,builder_15,proposer_1,445469803.06146294,3038000000,1634420
36,builder_15,proposer_10,15324155.489590907,31032000,17865780
37,builder_15,proposer_17,17153870.88222123,61278998,18131220
38,builder_15,proposer_13,19124021.641715586,238849998,55333890
39,builder_15,proposer_3,21115748.163976565,251910000,89686660
40,builder_15,proposer_11,22820487.112420194,350499997,55149550
41,builder_15,proposer_5,24904168.81506082,498899999,37775840
42,builder_15,proposer_11,26944448.40836355,551199995,71219220
43,builder_19,proposer_10,30210701.4624442,573299998,37486220
44,builder_19,proposer_12,33515688.528872114,664500000,37811320
45,builder_19,proposer_14,36998047.66417152,655599999,18896620
46,builder_19,proposer_9,41037884.03149675,906200000,1450100
47,builder_19,proposer_15,44304680.27932808,998900000,18899900
48,builder_19,proposer_15,48558576.33094785,899299999,1150700
49,builder_19,proposer_1,52672254.163365886,1244999999,1611600
50,builder_15,proposer_14,57415298.5210474,1368000000,1635790
51,builder_19,proposer_0,62570623.882044375,1260199999,2178990
52,builder_19,proposer_10,69740052.08639103,1455000000,1668130
53,builder_19,proposer_2,77812236.83859856,1227299999,2629330
54,builder_19,proposer_13,84226549.1368539,1548400001,1872430
55,builder_19,proposer_11,93989050.31416266,1518200001,5144830
56,builder_19,proposer_1,101870777.12714528,1810000002,2038030
57,builder_19,proposer_3,111695593.81154042,1749300001,1764240
58,builder_19,proposer_8,123171458.60677503,2116200001,2346240
59,builder_15,proposer_11,135789963.46843016,2328400001,2611720
60,builder_15,proposer_19,147535092.17218974,2439500001,1608540
61,builder_19,proposer_12,162757556.38482153,2614900001,1185040
62,builder_19,proposer_7,180427881.84572762,2366600001,2908760
63,builder_19,proposer_5,199591505.93660408,2400000001,3315360
64,builder_19,proposer_13,221018781.43256828,2223500001,2719760
65,builder_15,proposer_19,246069090.1928032,2913000000,1666220
66,builder_15,proposer_3,274546416.3400791,2890200000,2131120
67,builder_15,proposer_1,300496158.16761965,2962000000,1500620
68,builder_15,proposer_12,336951396.206552,3036000000,1364180
69,builder_15,proposer_13,366498090.620419,3126000000,863820
70,builder_15,proposer_15,404000478.8285771,3110000000,1145460
71,builder_15,proposer_1,445469803.06146294,3038000000,1634420
72,builder_15,proposer_10,15324155.489590907,31032000,17865780
73,builder_15,proposer_17,17153870.88222123,61278998,18131220
74,builder_15,proposer_13,19124021.641715586,238849998,55333890
75,builder_15,proposer_3,21115748.163976565,251910000,89686660
76,builder_15,proposer_11,22820487.112420194,350499997,55149550
77,builder_15,proposer_5,24904168.81506082,498899999,37775840
78,builder_15,proposer_11,26944448.40836355,551199995,71219220
79,builder_19,proposer_10,30210701.4624442,573299998,37486220
80,builder_19,proposer_12,33515688.528872114,664500000,37811320
81,builder_19,proposer_14,36998047.66417152,655599999,18896620
82,builder_19,proposer_9,41037884.03149675,906200000,1450100
83,builder_19,proposer_15,44304680.27932808,998900000,18899900
84,builder_19,proposer_15,48558576.33094785,899299999,1150700
85,builder_19,proposer_1,52672254.163365886,1244999999,1611600
86,builder_15,proposer_14,57415298.5210474,1368000000,1635790
87,builder_19,proposer_0,62570623.882044375,1260199999,2178990
88,builder_19,proposer_10,69740052.08639103,1455000000,1668130
89,builder_19,proposer_2,77812236.83859856,1227299999,2629330
90,builder_19,proposer_13,84226549.1368539,1548400001,1872430
91,builder_19,proposer_11,93989050.31416266,1518200001,5144830
92,builder_19,proposer_1,101870777.12714528,1810000002,2038030
93,builder_19,proposer_3,111695593.81154042,1749300001,1764240
94,builder_19,proposer_8,123171458.60677503,2116200001,2346240
95,builder_15,proposer_11,135789963.46843016,2328400001,2611720
96,builder_15,proposer_19,147535092.17218974,2439500001,1608540
97,builder_19,proposer_12,162757556.38482153,2614900001,1185040
98,builder_19,proposer_7,180427881.84572762,2366600001,2908760
99,builder_19,proposer_5,199591505.93660408,2400000001,3315360
100,builder_19,proposer_13,221018781.43256828,2223500001,2719760
101,builder_15,proposer_19,246069090.1928032,2913000000,1666220
102,builder_15,proposer_3,274546416.3400791,2890200000,2131120
103,builder_15,proposer_1,300496158.16761965,2962000000,1500620
104,builder_15,proposer_12,336951396.206552,3036000000,1364180
105,builder_15,proposer_13,366498090.620419,3126000000,863820
