block_id,total_gas,total_mev_captured,block_bid,validator_type
1,256000,0,,normal
2,32030000,84200,,normal
3,36910000,945280,,attack
4,28227000,16400,,normal
5,40410000,84300,,normal
6,29943000,349800,,attack
7,38516000,34120,,attack
8,28273000,197100,,normal
9,34732000,13800,,normal
10,23963000,845100,,normal
11,27518000,602200,,attack
12,24034000,84000,,attack
13,33092000,12030,,normal
14,25780000,283000,,normal
15,30707000,136800,,normal
16,17726000,460200,,attack
17,22803000,7190000,,normal
18,18760000,453600,,normal
19,26185000,17040,,attack
20,17088000,1538000,,attack
21,15187000,102000,,normal
22,29155000,256000,,attack
23,29855000,356500,,normal
24,29470000,32800,,attack
25,19860000,92000,,normal
26,68753000,409080,,attack
27,33098000,306740,,normal
28,27040000,31700,,normal
29,86512000,80680,,attack
30,33643000,546800,,attack
31,19807000,16400,,normal
32,39750000,127400,,attack
33,28769000,579900,,attack
34,23173000,840200,,normal
35,20963000,43600,,attack
36,22342000,16400,,normal
37,35519000,1210000,,attack
38,28153000,4616200,,normal
39,26803000,582400,,attack
40,66532000,89600,,attack
41,74816000,891000,,attack
42,27291000,1272200,,normal
43,20856000,250800,,normal
44,58421000,1660900,,attack
45,28587000,1446100,,normal
46,24629000,198600,,normal
47,28275000,982000,,normal
48,53363000,246500,,attack
49,34974000,1203220,,normal
50,38020000,425200,,normal
51,22080000,30200,,normal
52,28402000,1334000,,attack
53,23139000,21800,,normal
54,16269000,121000,,normal
55,15623000,4355600,,normal
56,32249000,150000,,attack
57,22570000,36100,,normal
58,39923000,7190000,,normal
59,52237000,664840,,attack
60,35153000,299000,,normal
61,21017000,251200,,attack
62,20665000,105600,,normal
63,34820000,267000,,normal
64,27120000,0,,normal
65,37810000,462000,,attack
66,35304000,115220,,normal
67,40775000,108000,,normal
68,26847000,267000,,normal
69,53989000,30200,,attack
70,54986000,2224700,,attack
71,61640000,1166200,,attack
72,16806000,71030,,normal
73,15393000,288100,,normal
74,37603000,180600,,normal
75,42966000,208620,,normal
76,50999000,17460,,attack
77,26234000,43600,,normal
78,38310000,170000,,normal
79,31960000,334300,,normal
80,43834000,1131000,,attack
81,44422000,64600,,normal
82,32033000,1928700,,attack
83,22428000,0,,attack
84,30402000,0,,normal
85,81950000,64100,,normal
86,70472000,330900,,attack
87,13893000,299180,,normal
88,29923000,0,,attack
89,40039000,779130,,normal
90,36901000,424500,,normal
91,68397000,15924000,,attack
92,59661000,127730,,attack
93,24755000,453100,,normal
94,32799000,510000,,normal
95,41768000,71800,,normal
96,22511000,60880,,attack
97,23677000,343930,,normal
98,19613000,77100,,normal
99,38590000,171700,,attack
100,44420000,84000,,attack
