block_id,total_gas,total_mev_captured,validator_type,validator_id
1,40808000,61600,attack,2569
2,5490000,0,attack,2568
3,74380000,0,attack,2584
4,16680000,760000,attack,2567
5,14257000,294940,attack,2556
6,20530000,12800,attack,2556
7,28120000,381000,attack,2584
8,18848000,21800,attack,2562
9,11087000,176800,attack,2597
10,51265000,0,attack,2568
11,57413000,0,attack,2554
12,17830000,1239000,attack,2564
13,39624000,0,attack,2574
14,10910000,201900,attack,2567
15,38057000,10700,attack,2562
16,30840000,0,attack,2557
17,10090000,0,attack,2588
18,13630000,0,attack,2570
19,7971000,17000,attack,2596
20,6565000,597400,attack,2589
21,53380000,872700,attack,2600
22,7628000,0,attack,2588
23,10421000,397400,attack,2568
24,11855000,594000,attack,2556
25,14820000,0,attack,2554
26,25682000,322000,attack,2558
27,6633000,365600,attack,2591
28,3943000,324900,attack,2553
29,7870000,0,attack,2561
30,65850000,0,attack,2557
31,11939000,33900,attack,2579
32,15309000,0,attack,2594
33,54711000,147900,attack,2585
34,17243000,0,attack,2565
35,3880000,21800,attack,2565
36,3175000,0,attack,2590
37,33408000,4328520,attack,2579
38,48700000,18276100,attack,2576
39,78411000,8520,attack,2571
40,54085000,170940,attack,2552
41,13165000,66400,attack,2554
42,12721000,0,attack,2562
43,17903000,4336400,attack,2557
44,18080000,13800,attack,2596
45,38198000,430600,attack,2577
46,3329000,158200,attack,2599
47,9822000,0,attack,2597
48,12800000,46500,attack,2554
49,11008000,108190,attack,2598
50,22277000,12300,attack,2562
