block_id,total_gas,total_mev_captured,validator_type,validator_id
1,44804000,66100,normal,2838
2,23837000,0,attack,2816
3,15687000,285000,attack,2823
4,9105000,231000,attack,2810
5,37840000,35100,normal,2830
6,8213000,11200,normal,2838
7,8312000,0,attack,2819
8,22720000,17000,normal,2838
9,36063000,256000,normal,2835
10,8911000,34600,attack,2812
11,80970000,121000,attack,2808
12,44457000,79490,attack,2818
13,12131000,320980,attack,2825
14,38847000,237500,attack,2825
15,13685000,303700,attack,2817
16,33123000,99900,attack,2817
17,100170000,0,attack,2805
18,5280000,166000,attack,2801
19,12210000,142900,attack,2822
20,50022000,73130,normal,2836
21,45677000,0,attack,2820
22,10431000,38500,normal,2827
23,10384000,0,attack,2802
24,34579000,161000,normal,2835
25,6761000,84800,normal,2843
26,32859000,13900,attack,2807
27,70486000,0,normal,2833
28,5138000,0,attack,2806
29,21693000,1249630,normal,2839
30,10170000,428700,attack,2804
31,61660000,92100,attack,2822
32,15200000,0,normal,2833
33,17443000,4591300,normal,2839
34,5073000,36800,attack,2802
35,67330000,64800,normal,2847
36,11440000,13800,attack,2825
37,11136000,789700,normal,2844
38,23740000,0,attack,2801
39,14975000,0,normal,2828
40,36267000,0,normal,2830
41,16428000,164000,attack,2802
42,33568000,33100,attack,2825
43,10808000,0,attack,2806
44,75608000,113900,attack,2820
45,15010000,19700,normal,2845
46,9932000,33300,attack,2815
47,17275000,13800,normal,2832
48,30268000,50700,normal,2833
49,9265000,5180,normal,2827
50,9473000,0,attack,2812
