block_id,total_gas,total_mev_captured,validator_type,validator_id
1,1127700000,20326880,attack,116
2,1004733000,97559700,normal,136
3,1140000000,5667800,attack,120
4,1394000000,19128940,attack,135
5,1260070000,65520170,normal,137
6,1088400000,25473230,attack,120
7,676677000,115675100,attack,131
8,1321000000,7992300,attack,110
9,1155200000,43267380,attack,115
10,1403000000,2392010,normal,138
11,961571000,86606000,attack,128
12,864120000,62356120,attack,132
13,1376550000,38410170,normal,150
14,675560000,73032000,attack,135
15,1083270000,53655500,attack,110
16,1271060000,115293900,normal,138
17,1207000000,1462430,attack,122
18,1140560000,95737200,attack,116
19,726422000,136820700,normal,146
20,1218750000,33552230,normal,139
21,870260000,26201000,attack,103
22,1049000000,3799690,attack,103
23,1209000000,519000,attack,101
24,1196000000,140801200,normal,142
25,1056082000,47649400,attack,127
26,871878000,45920680,attack,134
27,1238040000,56929540,normal,148
28,1028533000,54553440,normal,140
29,845139000,28222020,attack,124
30,1220000000,18846300,attack,117
31,781840000,46554500,attack,103
32,777702000,22515160,attack,127
33,1164620000,36612930,attack,125
34,1187270000,48123800,normal,145
35,1016330000,72327600,attack,109
36,1183000000,15625600,attack,120
37,1224600000,26279400,attack,119
38,1312200000,53920060,normal,139
39,1028310000,89195100,attack,121
40,1085630000,23435400,attack,112
41,896208000,263985600,normal,149
42,1248500000,18106020,attack,104
43,987937000,131703940,normal,144
44,1136000000,18771130,attack,121
45,1106570000,43357140,attack,120
46,1327000000,886470,attack,128
47,812097000,189423250,normal,144
48,980500000,37183500,attack,102
49,982967000,56535090,normal,142
50,1118000000,2099890,attack,119
