block_id,total_gas,total_mev_captured,validator_type,validator_id
1,741970120,7749000,attack,6101
2,989000621,8487000,normal,6146
3,1032001236,8856000,attack,6103
4,1032001812,8856000,attack,6113
5,1032002388,8856000,attack,6114
6,1032002964,8856000,attack,6101
7,1032003540,8856000,attack,6105
8,989003933,8487000,normal,6130
9,989004485,8487000,normal,6142
10,989005037,8487000,normal,6146
11,1032005844,8856000,attack,6104
12,1032006420,8856000,attack,6117
13,989006693,8487000,normal,6133
14,989007245,8487000,normal,6140
15,1032008148,8856000,attack,6119
16,989008349,8487000,normal,6139
17,989008901,8487000,normal,6136
18,989009453,8487000,normal,6135
19,989010005,8487000,normal,6125
20,989010557,8487000,normal,6138
21,1032011604,8856000,attack,6114
22,989011661,8487000,normal,6132
23,989012213,8487000,normal,6125
24,989012765,8487000,normal,6144
25,989013317,8487000,normal,6148
26,1032014484,8856000,attack,6103
27,1032015060,8856000,attack,6114
28,1032015612,8856000,normal,6149
29,1032016188,8856000,normal,6121
30,1032016764,8856000,normal,6136
31,1075018075,9225000,attack,6115
32,989017181,8487000,normal,6135
33,1032018492,8856000,normal,6130
34,1032019068,8856000,normal,6150
35,1032019644,8856000,normal,6150
36,989019389,8487000,normal,6121
37,989019941,8487000,normal,6142
38,1032021396,8856000,attack,6111
39,1075022875,9225000,attack,6103
40,1032022524,8856000,normal,6146
41,1032023124,8856000,attack,6104
42,1075024675,9225000,attack,6115
43,1032024276,8856000,attack,6116
44,1075025875,9225000,attack,6103
45,1075026475,9225000,attack,6101
46,1075027075,9225000,attack,6107
47,1032026580,8856000,attack,6102
48,1032027156,8856000,attack,6103
49,989026565,8487000,normal,6148
50,1032028284,8856000,normal,6126
