block_id,total_gas,total_mev_captured,validator_type,validator_id
1,1137500000,14903590,normal,146
2,1146670000,63659700,normal,124
3,1156400000,5252700,normal,129
4,1049480000,87392500,normal,121
5,811030000,94581340,normal,123
6,937130000,33059500,attack,108
7,1035880000,93360100,attack,110
8,1192098000,26161900,attack,102
9,911405000,65593500,attack,104
10,1182500000,38703400,normal,121
11,1012382000,71587500,attack,114
12,1241500000,70106300,normal,146
13,1095000000,1048490,attack,111
14,1133596000,120647140,normal,125
15,989440000,26136440,attack,106
16,1208652000,88070670,normal,136
17,1019550000,54296830,normal,132
18,1236650000,19200800,attack,104
19,829419000,89258950,attack,108
20,926320000,75754240,normal,137
21,1494070000,54157820,normal,139
22,1525200000,18060400,normal,129
23,1033530000,100231100,attack,109
24,914490000,124929170,normal,117
25,1142650000,44143240,normal,132
26,1047479000,55100630,normal,148
27,1222080000,51499270,normal,147
28,1158470000,24147700,normal,131
29,1017420000,65871840,normal,120
30,1062600000,59362880,attack,106
31,1272385000,27016600,normal,125
32,1378000000,26518500,normal,145
33,1079630000,19218910,normal,144
34,1357240000,36491030,normal,123
35,866484000,94854730,normal,140
36,882600000,1464290,attack,102
37,1287700000,43102100,normal,119
38,1114123000,82074420,normal,126
39,1173300000,19104200,normal,143
40,912900000,538100,normal,119
41,1091049000,96983420,normal,123
42,1088910000,43257800,normal,125
43,948820000,8154900,normal,130
44,1472960000,36707360,normal,150
45,1098960000,57431200,normal,121
46,1066680000,90218200,normal,125
47,1165300000,18309980,attack,113
48,1229880000,61982910,normal,119
49,1221000000,421750,attack,109
50,887566000,91154300,normal,116
