block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,29523000,98640,19203420.541055553,attack,6673
2,44206000,1146620,36466570.5991915,attack,6661
3,25242000,14395100,30447100.0,attack,6669
4,53200000,0,53200000.0,attack,6657
5,38333000,134800,34920100.0,attack,6685
6,24948000,620300,21953000.0,attack,6667
7,16407000,0,16407000.0,attack,6651
8,51098000,1057000,48299000.0,attack,6674
9,54777000,374800,24970800.0,attack,6685
10,25362000,738000,23831000.0,attack,6678
11,30855000,14472000,34937000.0,attack,6676
12,60987000,8739000,60406000.0,attack,6651
13,32517000,830700,31937700.0,attack,6681
14,41020000,0,41020000.0,normal,6694
15,42789000,846000,43046000.0,attack,6666
16,74535000,432600,31895800.0,attack,6681
17,72270000,14427700,77107700.0,attack,6674
18,118775001,604400,76344700.0,attack,6681
19,30788000,256000,31044000.0,normal,6700
20,18483000,119430,18602430.0,normal,6699
21,38584000,601000,32654000.0,attack,6653
22,17228000,234300,16001600.0,attack,6674
23,25074000,376100,22215400.0,attack,6677
24,51279000,108700,49773800.0,attack,6653
25,57734000,4730000,62464000.0,normal,6693
26,29890000,363800,28407800.0,attack,6682
27,54784000,93000,53230500.0,attack,6675
28,59959000,0,59959000.0,attack,6659
29,60076000,88700,33145000.0,attack,6656
30,81003000,171730,62118530.0,attack,6682
31,95344000,15100,95359100.0,normal,6690
32,155560001,1655100,113670100.0,attack,6675
33,71423000,0,71423000.0,attack,6684
34,74860000,658100,75518100.0,normal,6700
35,53358000,872700,47863200.0,attack,6685
36,105680001,590600,63202700.0,attack,6673
37,25728000,1591500,26330500.0,attack,6652
38,26126000,0,26126000.0,normal,6687
39,16761000,30600,15776300.0,attack,6670
40,46497000,115530,44263430.0,attack,6670
41,51699000,0,51699000.0,attack,6655
42,40977000,834200,38901200.0,attack,6667
43,81183000,229800,62304800.0,attack,6669
44,41803000,1538000,41942000.0,attack,6655
45,52183000,128800,49964100.0,attack,6656
46,46604000,18650,46622650.0,normal,6699
47,82006000,2072640,78484640.0,attack,6660
48,48220000,87200,21263600.0,attack,6657
49,75425000,41600,69154300.0,attack,6673
50,121670001,559340,79083340.0,attack,6674
