block_id,total_gas,total_mev_captured,validator_type,validator_id
1,53660000,8520,normal,1489
2,100437000,195000,normal,1494
3,71645000,1432100,normal,1474
4,22264000,0,normal,1498
5,72611000,1615200,normal,1470
6,93970000,82500,normal,1465
7,61830000,223500,normal,1493
8,57517000,38730,normal,1471
9,26184000,169600,attack,1458
10,46803000,2344700,attack,1457
11,18573000,115840,normal,1479
12,121572000,118600,normal,1500
13,59380000,35581000,attack,1452
14,142833000,1093130,attack,1459
15,47322000,256000,normal,1481
16,32305000,572940,attack,1453
17,63340000,35435840,attack,1454
18,23602000,149600,normal,1481
19,86013000,49400,attack,1456
20,97479000,95400,normal,1473
21,97487000,7206400,normal,1492
22,19768000,5179030,normal,1487
23,58253000,47000,attack,1453
24,57884000,0,normal,1483
25,48390000,386000,normal,1497
26,63108000,4341740,normal,1475
27,94620000,49400,attack,1453
28,183565001,516100,attack,1453
29,73385000,23500,normal,1478
30,41723000,135000,attack,1453
31,23023000,66100,normal,1490
32,61401000,21800,normal,1471
33,25077000,159700,normal,1475
34,27110000,30340,normal,1478
35,89777000,441700,normal,1490
36,26312000,10970,normal,1491
37,62300000,345500,normal,1499
38,85794000,1260000,normal,1471
39,31575000,110880,attack,1459
40,62932000,1173130,normal,1465
41,34244000,1074100,normal,1485
42,91948000,401990,normal,1482
43,122510000,31320,normal,1499
44,65054000,341200,normal,1467
45,116038000,93000,attack,1456
46,25817000,7209080,normal,1469
47,77319000,230600,attack,1454
48,114466000,254700,attack,1457
49,37263000,121000,normal,1489
50,64047000,1574400,attack,1459
