block_num,validator_id,validator_stake,total_gas_fee,total_mev_available,block_reward,validator_reinvestment_factor,validator_validator_count
511,validator_14,480000000000,10757000,504900,11261900,True,15
512,validator_8,320000000000,423000,160800,583800,False,10
513,validator_14,480000000000,19730000,872600,20602600,True,15
514,validator_15,160000000000,9480000,133900,9613900,True,5
515,validator_19,32000000000,8990000,256000,9246000,False,1
516,validator_17,32000000000,16379000,47700,16426700,False,1
517,validator_12,480000000000,5270000,67500,5337500,True,15
518,validator_3,160000000000,41235000,27800,41262800,True,5
519,validator_11,320000000000,35489000,6390,35495390,True,10
520,validator_3,160000000000,98000,19700,117700,True,5
521,validator_17,32000000000,93791000,229540,94020540,False,1
522,validator_10,320000000000,35155000,53800,35208800,True,10
523,validator_8,320000000000,460000,21800,481800,False,10
524,validator_14,480000000000,1600000,0,1600000,True,15
525,validator_14,480000000000,304000,75340,379340,True,15
526,validator_3,160000000000,1340000,0,1340000,True,5
527,validator_5,32000000000,44840000,73100,44913100,False,1
528,validator_13,32000000000,9260000,0,9260000,False,1
529,validator_11,320000000000,7277000,348000,7625000,True,10
530,validator_0,160000000000,21230000,914700,22144700,True,5
531,validator_5,32000000000,103653000,1997680,105650680,False,1
532,validator_6,160000000000,1700000,0,1700000,True,5
533,validator_16,32000000000,310000,0,310000,True,1
534,validator_7,480000000000,5460000,0,5460000,True,15
535,validator_15,160000000000,12785000,2375790,15160790,True,5
536,validator_2,160000000000,64859000,2117480,66976480,True,5
537,validator_5,32000000000,112368000,1370000,113738000,False,1
538,validator_7,480000000000,70475000,856200,71331200,True,15
539,validator_15,160000000000,2920000,0,2920000,True,5
540,validator_12,480000000000,23788000,4935840,28723840,True,15
541,validator_5,32000000000,4080000,0,4080000,False,1
542,validator_5,32000000000,3584000,0,3584000,False,1
543,validator_0,160000000000,9990000,327640,10317640,True,5
544,validator_14,480000000000,1973000,24700,1997700,True,15
545,validator_12,480000000000,21835000,0,21835000,True,15
546,validator_17,32000000000,7500000,0,7500000,False,1
547,validator_11,320000000000,12834000,4914000,17748000,True,10
548,validator_14,480000000000,48630000,0,48630000,True,15
549,validator_4,64000000000,3756000,631800,4387800,False,2
550,validator_12,480000000000,490000,0,490000,True,15
551,validator_11,320000000000,730000,5630,735630,True,10
552,validator_8,320000000000,11550000,247900,11797900,False,10
553,validator_11,320000000000,1780000,0,1780000,True,10
554,validator_6,160000000000,16498000,36800,16534800,True,5
555,validator_13,32000000000,8133000,55300,8188300,False,1
556,validator_7,480000000000,5027000,0,5027000,True,15
557,validator_2,160000000000,8430000,16400,8446400,True,5
558,validator_15,160000000000,6867000,1116400,7983400,True,5
559,validator_2,160000000000,22080000,630600,22710600,True,5
560,validator_8,320000000000,32757000,5630,32762630,False,10
561,validator_2,160000000000,41570000,380400,41950400,True,5
562,validator_10,320000000000,10030000,925000,10955000,True,10
563,validator_4,64000000000,11187000,24700,11211700,False,2
564,validator_9,64000000000,70697000,15100,70712100,True,2
565,validator_7,480000000000,13860000,80940,13940940,True,15
566,validator_8,320000000000,150000,0,150000,False,10
567,validator_11,320000000000,5595000,17736000,23331000,True,10
568,validator_13,32000000000,3774000,7840,3781840,False,1
569,validator_9,64000000000,520000,119900,639900,True,2
570,validator_16,32000000000,6070000,0,6070000,True,1
571,validator_10,320000000000,3250000,155000,3405000,True,10
572,validator_3,160000000000,610000,0,610000,True,5
573,validator_7,480000000000,3409000,0,3409000,True,15
574,validator_12,480000000000,32062000,1184800,33246800,True,15
575,validator_8,320000000000,7473000,17767900,25240900,False,10
576,validator_8,320000000000,7685000,100000,7785000,False,10
577,validator_0,160000000000,7810000,97900,7907900,True,5
578,validator_13,32000000000,13208000,511200,13719200,False,1
579,validator_8,320000000000,9000000,0,9000000,False,10
580,validator_7,480000000000,58010000,556800,58566800,True,15
581,validator_10,320000000000,134991000,692350,135683350,True,10
582,validator_4,64000000000,50940000,599700,51539700,False,2
583,validator_0,160000000000,34874000,869300,35743300,True,5
584,validator_12,480000000000,95147000,155840,95302840,True,15
585,validator_10,320000000000,2600000,0,2600000,True,10
586,validator_12,480000000000,10610000,17700000,28310000,True,15
587,validator_12,480000000000,150000,36800,186800,True,15
588,validator_6,160000000000,17677000,121000,17798000,True,5
589,validator_5,32000000000,6600000,128000,6728000,False,1
590,validator_16,32000000000,110000,13900,123900,True,1
591,validator_7,480000000000,12660000,0,12660000,True,15
592,validator_0,160000000000,6953000,0,6953000,True,5
593,validator_16,32000000000,9970000,327640,10297640,True,1
594,validator_11,320000000000,910000,0,910000,True,10
595,validator_7,480000000000,114333000,155600,114488600,True,15
596,validator_4,64000000000,5962000,1100000,7062000,False,2
597,validator_7,480000000000,15050000,4461100,19511100,True,15
598,validator_14,480000000000,11300000,0,11300000,True,15
599,validator_13,32000000000,3280000,890000,4170000,False,1
600,validator_16,32000000000,4397000,0,4397000,True,1
601,validator_4,64000000000,3950000,17000,3967000,False,2
602,validator_2,160000000000,13990000,0,13990000,True,5
603,validator_4,64000000000,128645000,1374610,130019610,False,2
604,validator_13,32000000000,15541000,66100,15607100,False,1
605,validator_5,32000000000,410000,0,410000,False,1
606,validator_0,160000000000,130000,0,130000,True,5
607,validator_14,480000000000,760000,0,760000,True,15
608,validator_12,480000000000,6100000,0,6100000,True,15
609,validator_19,32000000000,31118000,70000,31188000,False,1
610,validator_1,64000000000,54266000,125200,54391200,True,2
611,validator_18,32000000000,53670000,0,53670000,True,1
612,validator_16,32000000000,7399000,4320000,11719000,True,1
613,validator_4,64000000000,2770000,0,2770000,False,2
614,validator_3,160000000000,48479000,1180890,49659890,True,5
615,validator_13,32000000000,45250000,61900,45311900,False,1
616,validator_3,160000000000,3400000,13800,3413800,True,5
617,validator_1,64000000000,3520000,15700,3535700,True,2
618,validator_12,480000000000,1070000,0,1070000,True,15
619,validator_13,32000000000,8170000,0,8170000,False,1
620,validator_19,32000000000,1270000,0,1270000,False,1
621,validator_9,64000000000,910000,0,910000,True,2
622,validator_11,320000000000,6870000,1257440,8127440,True,10
623,validator_4,64000000000,6610000,146000,6756000,False,2
624,validator_6,160000000000,7913000,510000,8423000,True,5
625,validator_13,32000000000,24050000,57800,24107800,False,1
626,validator_9,64000000000,500000,7840,507840,True,2
627,validator_19,32000000000,23424000,0,23424000,False,1
628,validator_17,32000000000,82737000,8940200,91677200,False,1
629,validator_5,32000000000,14602000,1560330,16162330,False,1
630,validator_6,160000000000,2120000,0,2120000,True,5
631,validator_11,320000000000,13997000,0,13997000,True,10
632,validator_14,480000000000,6142000,302700,6444700,True,15
633,validator_11,320000000000,4443000,10700,4453700,True,10
634,validator_12,480000000000,42190000,228000,42418000,True,15
635,validator_2,160000000000,27180000,42000,27222000,True,5
636,validator_11,320000000000,4460000,0,4460000,True,10
637,validator_3,160000000000,6000000,0,6000000,True,5
638,validator_7,480000000000,41990000,8206200,50196200,True,15
639,validator_11,320000000000,54945000,1100000,56045000,True,10
640,validator_14,480000000000,33916000,45400,33961400,True,15
641,validator_16,32000000000,8273000,195000,8468000,True,1
642,validator_14,480000000000,7800000,0,7800000,True,15
643,validator_15,160000000000,26440000,1096000,27536000,True,5
644,validator_3,160000000000,9592000,545100,10137100,True,5
645,validator_14,480000000000,5879000,21800,5900800,True,15
646,validator_12,480000000000,64890000,21800,64911800,True,15
647,validator_12,480000000000,7773000,17700000,25473000,True,15
648,validator_9,64000000000,65180000,49100,65229100,True,2
649,validator_7,480000000000,4688000,60400,4748400,True,15
650,validator_0,160000000000,23640000,529680,24169680,True,5
651,validator_7,480000000000,420000,15100,435100,True,15
652,validator_18,32000000000,5870000,0,5870000,True,1
653,validator_9,64000000000,9300000,16400,9316400,True,2
654,validator_18,32000000000,6250000,0,6250000,True,1
655,validator_17,32000000000,3430000,296000,3726000,False,1
656,validator_5,32000000000,14310000,17779900,32089900,False,1
657,validator_12,480000000000,3887000,0,3887000,True,15
658,validator_12,480000000000,13031000,146000,13177000,True,15
659,validator_0,160000000000,6320000,12300,6332300,True,5
660,validator_6,160000000000,620000,0,620000,True,5
661,validator_15,160000000000,1070000,39400,1109400,True,5
662,validator_9,64000000000,24340000,7239100,31579100,True,2
663,validator_10,320000000000,6820000,0,6820000,True,10
664,validator_10,320000000000,2380000,334800,2714800,True,10
665,validator_16,32000000000,820000,231000,1051000,True,1
666,validator_3,160000000000,150000,0,150000,True,5
667,validator_19,32000000000,31400000,15700,31415700,False,1
668,validator_10,320000000000,11932000,760000,12692000,True,10
669,validator_0,160000000000,16243000,99700,16342700,True,5
670,validator_16,32000000000,320000,0,320000,True,1
671,validator_12,480000000000,1990000,0,1990000,True,15
672,validator_17,32000000000,7600000,0,7600000,False,1
673,validator_11,320000000000,5140000,0,5140000,True,10
674,validator_19,32000000000,1579000,943000,2522000,False,1
675,validator_14,480000000000,15340000,639000,15979000,True,15
676,validator_14,480000000000,3600000,31700,3631700,True,15
677,validator_10,320000000000,10730000,285000,11015000,True,10
678,validator_6,160000000000,13070000,1131700,14201700,True,5
679,validator_10,320000000000,9190000,235040,9425040,True,10
680,validator_10,320000000000,10337000,7700000,18037000,True,10
681,validator_5,32000000000,5060000,0,5060000,False,1
682,validator_15,160000000000,25227000,710200,25937200,True,5
683,validator_7,480000000000,45130000,0,45130000,True,15
684,validator_11,320000000000,36000000,410900,36410900,True,10
685,validator_19,32000000000,5962000,155000,6117000,False,1
686,validator_17,32000000000,7584000,66100,7650100,False,1
687,validator_4,64000000000,46680000,245400,46925400,False,2
688,validator_13,32000000000,18590000,350000,18940000,False,1
689,validator_11,320000000000,7721000,39780,7760780,True,10
690,validator_7,480000000000,4390000,15700,4405700,True,15
691,validator_11,320000000000,21225000,1082810,22307810,True,10
692,validator_5,32000000000,2793000,0,2793000,False,1
693,validator_11,320000000000,85000,0,85000,True,10
694,validator_15,160000000000,82922000,322330,83244330,True,5
695,validator_14,480000000000,127745000,2333800,130078800,True,15
696,validator_0,160000000000,3820000,31700,3851700,True,5
697,validator_5,32000000000,13140000,118600,13258600,False,1
698,validator_8,320000000000,6907000,0,6907000,False,10
699,validator_10,320000000000,30430000,31090,30461090,True,10
700,validator_12,480000000000,289645000,4142440,293787440,True,15
701,validator_18,32000000000,6210000,0,6210000,True,1
702,validator_3,160000000000,35590000,828100,36418100,True,5
703,validator_5,32000000000,14237000,1743300,15980300,False,1
704,validator_1,64000000000,2000000,0,2000000,True,2
705,validator_1,64000000000,53988000,987100,54975100,True,2
706,validator_19,32000000000,86391000,19231690,105622690,False,1
707,validator_2,160000000000,170000,0,170000,True,5
708,validator_8,320000000000,44947000,8378100,53325100,False,10
709,validator_13,32000000000,640000,33100,673100,False,1
710,validator_8,320000000000,9933000,0,9933000,False,10
711,validator_1,64000000000,5000000,0,5000000,True,2
712,validator_10,320000000000,80000,0,80000,True,10
713,validator_18,32000000000,12592000,47700,12639700,True,1
714,validator_6,160000000000,2514000,10700,2524700,True,5
715,validator_12,480000000000,11078000,0,11078000,True,15
716,validator_8,320000000000,10840000,44090,10884090,False,10
717,validator_16,32000000000,38758000,0,38758000,True,1
718,validator_7,480000000000,9300000,0,9300000,True,15
719,validator_10,320000000000,749000,0,749000,True,10
720,validator_10,320000000000,2107000,5640,2112640,True,10
721,validator_8,320000000000,1440000,0,1440000,False,10
722,validator_3,160000000000,36545000,149400,36694400,True,5
723,validator_10,320000000000,95232000,1218500,96450500,True,10
724,validator_0,160000000000,87000,0,87000,True,5
725,validator_8,320000000000,160000,35100,195100,False,10
726,validator_1,64000000000,2200000,0,2200000,True,2
727,validator_4,64000000000,9420000,0,9420000,False,2
728,validator_14,480000000000,6350000,46500,6396500,True,15
729,validator_14,480000000000,8670000,87900,8757900,True,15
730,validator_16,32000000000,7420000,0,7420000,True,1
731,validator_4,64000000000,2150000,60700,2210700,False,2
732,validator_11,320000000000,38498000,64600,38562600,True,10
733,validator_0,160000000000,2470000,410000,2880000,True,5
734,validator_2,160000000000,48974000,18369600,67343600,True,5
735,validator_10,320000000000,9787000,0,9787000,True,10
736,validator_11,320000000000,12712000,168900,12880900,True,10
737,validator_16,32000000000,34668000,20640,34688640,True,1
738,validator_16,32000000000,20122000,170100,20292100,True,1
739,validator_1,64000000000,24170000,15100,24185100,True,2
740,validator_0,160000000000,108935000,1360300,110295300,True,5
741,validator_8,320000000000,5480000,21800,5501800,False,10
742,validator_4,64000000000,130000,43600,173600,False,2
743,validator_0,160000000000,5950000,0,5950000,True,5
744,validator_4,64000000000,20007000,117490,20124490,False,2
745,validator_0,160000000000,21721000,104600,21825600,True,5
746,validator_0,160000000000,1645000,0,1645000,True,5
747,validator_0,160000000000,4500000,0,4500000,True,5
748,validator_13,32000000000,32587000,4570000,37157000,False,1
749,validator_7,480000000000,20230000,271300,20501300,True,15
750,validator_3,160000000000,6119000,349000,6468000,True,5
751,validator_15,160000000000,7820000,185400,8005400,True,5
752,validator_8,320000000000,14467000,406500,14873500,False,10
753,validator_2,160000000000,1940000,369000,2309000,True,5
754,validator_12,480000000000,43430000,0,43430000,True,15
755,validator_17,32000000000,22457000,808200,23265200,False,1
756,validator_5,32000000000,44500000,0,44500000,False,1
757,validator_2,160000000000,14607000,0,14607000,True,5
758,validator_14,480000000000,34390000,194300,34584300,True,15
759,validator_1,64000000000,1240000,0,1240000,True,2
760,validator_10,320000000000,1120000,68100,1188100,True,10
761,validator_1,64000000000,43000000,0,43000000,True,2
762,validator_19,32000000000,34830000,1224500,36054500,False,1
763,validator_12,480000000000,58274000,59930,58333930,True,15
764,validator_7,480000000000,2830000,7840,2837840,True,15
765,validator_19,32000000000,17290000,0,17290000,False,1
766,validator_19,32000000000,3147000,67500,3214500,False,1
767,validator_11,320000000000,2170000,0,2170000,True,10
768,validator_10,320000000000,11922000,825200,12747200,True,10
769,validator_4,64000000000,860000,545000,1405000,False,2
770,validator_8,320000000000,127892000,104500,127996500,False,10
771,validator_8,320000000000,630000,0,630000,False,10
772,validator_11,320000000000,760000,0,760000,True,10
773,validator_4,64000000000,1480000,5640,1485640,False,2
774,validator_13,32000000000,890000,0,890000,False,1
775,validator_17,32000000000,2749000,12300,2761300,False,1
776,validator_7,480000000000,5400000,0,5400000,True,15
777,validator_0,160000000000,2300000,181000,2481000,True,5
778,validator_3,160000000000,3380000,0,3380000,True,5
779,validator_6,160000000000,4190000,0,4190000,True,5
780,validator_1,64000000000,107543000,196700,107739700,True,2
781,validator_3,160000000000,1896000,13900,1909900,True,5
782,validator_1,64000000000,2610000,0,2610000,True,2
783,validator_10,320000000000,195000,0,195000,True,10
784,validator_7,480000000000,370000,0,370000,True,15
785,validator_7,480000000000,22436000,350000,22786000,True,15
786,validator_7,480000000000,9252000,217300,9469300,True,15
787,validator_16,32000000000,74920000,257980,75177980,True,1
788,validator_16,32000000000,23030000,0,23030000,True,1
789,validator_10,320000000000,18597000,63600,18660600,True,10
790,validator_13,32000000000,73343000,350000,73693000,False,1
791,validator_8,320000000000,7068000,0,7068000,False,10
792,validator_0,160000000000,42754000,711680,43465680,True,5
793,validator_1,64000000000,63198000,7242100,70440100,True,2
794,validator_14,480000000000,734000,0,734000,True,15
795,validator_12,480000000000,33732000,47490,33779490,True,15
796,validator_15,160000000000,9952000,921900,10873900,True,5
797,validator_12,480000000000,9240000,41500,9281500,True,15
798,validator_1,64000000000,2200000,322000,2522000,True,2
799,validator_14,480000000000,10038000,769000,10807000,True,15
800,validator_1,64000000000,11520000,322000,11842000,True,2
801,validator_14,480000000000,79811000,385400,80196400,True,15
802,validator_7,480000000000,11800000,182800,11982800,True,15
803,validator_15,160000000000,45853000,316300,46169300,True,5
804,validator_0,160000000000,86357000,161000,86518000,True,5
805,validator_7,480000000000,20129000,318200,20447200,True,15
806,validator_5,32000000000,12003000,7257900,19260900,False,1
807,validator_11,320000000000,56195000,865800,57060800,True,10
808,validator_12,480000000000,20500000,18600,20518600,True,15
809,validator_6,160000000000,152405000,1127880,153532880,True,5
810,validator_14,480000000000,60662000,1999740,62661740,True,15
811,validator_17,32000000000,53861000,3562000,57423000,False,1
812,validator_18,32000000000,106968000,7590590,114558590,True,1
813,validator_14,480000000000,112031000,895990,112926990,True,15
814,validator_15,160000000000,64887000,953280,65840280,True,5
815,validator_9,64000000000,93315000,4575700,97890700,True,2
816,validator_3,160000000000,22473000,984300,23457300,True,5
817,validator_9,64000000000,5234000,549300,5783300,True,2
818,validator_2,160000000000,54235000,26440,54261440,True,5
819,validator_10,320000000000,47730000,265100,47995100,True,10
820,validator_12,480000000000,64521000,1441470,65962470,True,15
821,validator_14,480000000000,152280000,1241390,153521390,True,15
822,validator_8,320000000000,25815000,1854840,27669840,False,10
823,validator_7,480000000000,90637000,1522120,92159120,True,15
824,validator_11,320000000000,13383000,617000,14000000,True,10
825,validator_8,320000000000,4740000,56200,4796200,False,10
826,validator_2,160000000000,49060000,29500,49089500,True,5
827,validator_18,32000000000,71670000,6836100,78506100,True,1
828,validator_14,480000000000,66775000,266400,67041400,True,15
829,validator_6,160000000000,22313000,556200,22869200,True,5
830,validator_15,160000000000,128590000,1347220,129937220,True,5
831,validator_10,320000000000,470000,0,470000,True,10
832,validator_15,160000000000,58979000,1713340,60692340,True,5
833,validator_4,64000000000,1400000,0,1400000,False,2
834,validator_8,320000000000,10840000,40280,10880280,False,10
835,validator_6,160000000000,14450000,0,14450000,True,5
836,validator_17,32000000000,97988000,355520,98343520,False,1
837,validator_14,480000000000,8460000,0,8460000,True,15
838,validator_5,32000000000,112292000,35000,112327000,False,1
839,validator_0,160000000000,58600000,1043700,59643700,True,5
840,validator_14,480000000000,58174000,1361400,59535400,True,15
841,validator_12,480000000000,7650000,0,7650000,True,15
842,validator_1,64000000000,24929000,144840,25073840,True,2
843,validator_2,160000000000,57110000,447700,57557700,True,5
844,validator_14,480000000000,6720000,841600,7561600,True,15
845,validator_4,64000000000,96240000,13900,96253900,False,2
846,validator_12,480000000000,74937000,723430,75660430,True,15
847,validator_13,32000000000,5640000,384700,6024700,False,1
848,validator_3,160000000000,53372000,62300,53434300,True,5
849,validator_13,32000000000,237408000,1149800,238557800,False,1
850,validator_10,320000000000,51410000,5630,51415630,True,10
851,validator_0,160000000000,16462000,434200,16896200,True,5
852,validator_12,480000000000,12814000,384700,13198700,True,15
853,validator_6,160000000000,88603000,2365900,90968900,True,5
854,validator_12,480000000000,120657000,8278000,128935000,True,15
855,validator_19,32000000000,73171000,717000,73888000,False,1
856,validator_8,320000000000,72267000,464500,72731500,False,10
857,validator_14,480000000000,66369000,2239700,68608700,True,15
858,validator_14,480000000000,48809000,456300,49265300,True,15
859,validator_10,320000000000,39073000,220800,39293800,True,10
860,validator_19,32000000000,47080000,640770,47720770,False,1
861,validator_18,32000000000,96107000,276900,96383900,True,1
862,validator_11,320000000000,62681000,1120390,63801390,True,10
863,validator_14,480000000000,121460000,1163240,122623240,True,15
864,validator_4,64000000000,61621000,383680,62004680,False,2
865,validator_4,64000000000,116266000,1692240,117958240,False,2
866,validator_18,32000000000,40459000,522920,40981920,True,1
867,validator_7,480000000000,11970000,104200,12074200,True,15
868,validator_14,480000000000,49960000,355800,50315800,True,15
869,validator_17,32000000000,81908000,1274540,83182540,False,1
870,validator_3,160000000000,104118000,19105500,123223500,True,5
871,validator_11,320000000000,2545000,27430,2572430,True,10
872,validator_3,160000000000,25649000,401300,26050300,True,5
873,validator_9,64000000000,28940000,437300,29377300,True,2
874,validator_18,32000000000,17307000,653100,17960100,True,1
875,validator_7,480000000000,75727000,18055030,93782030,True,15
876,validator_14,480000000000,12474000,49900,12523900,True,15
877,validator_17,32000000000,1009000,56200,1065200,False,1
878,validator_2,160000000000,65025000,18159400,83184400,True,5
879,validator_14,480000000000,57987000,214100,58201100,True,15
880,validator_18,32000000000,42344000,2213200,44557200,True,1
881,validator_7,480000000000,53687000,900500,54587500,True,15
882,validator_8,320000000000,94947000,17850600,112797600,False,10
883,validator_13,32000000000,18540000,699500,19239500,False,1
884,validator_5,32000000000,41099000,12800,41111800,False,1
885,validator_7,480000000000,19213000,329840,19542840,True,15
886,validator_4,64000000000,30132000,683100,30815100,False,2
887,validator_7,480000000000,171022000,3643400,174665400,True,15
888,validator_3,160000000000,97422000,26025120,123447120,True,5
889,validator_6,160000000000,89806000,2226400,92032400,True,5
890,validator_10,320000000000,53767000,5832920,59599920,True,10
891,validator_1,64000000000,105846000,1394400,107240400,True,2
892,validator_16,32000000000,54438000,885200,55323200,True,1
893,validator_13,32000000000,40798000,459500,41257500,False,1
894,validator_6,160000000000,193043000,1798940,194841940,True,5
895,validator_11,320000000000,7005000,0,7005000,True,10
896,validator_17,32000000000,29034000,97100,29131100,False,1
897,validator_0,160000000000,129391000,220020,129611020,True,5
898,validator_7,480000000000,53019000,6048200,59067200,True,15
899,validator_4,64000000000,40432000,305640,40737640,False,2
900,validator_14,480000000000,1950000,6390,1956390,True,15
901,validator_8,320000000000,35760000,7253100,43013100,False,10
902,validator_15,160000000000,54218000,713900,54931900,True,5
903,validator_19,32000000000,38692000,911680,39603680,False,1
904,validator_19,32000000000,108829000,6230500,115059500,False,1
905,validator_2,160000000000,51880000,5433070,57313070,True,5
906,validator_9,64000000000,5770000,0,5770000,True,2
907,validator_9,64000000000,1727000,661900,2388900,True,2
908,validator_16,32000000000,62412000,868520,63280520,True,1
909,validator_7,480000000000,10658000,42500,10700500,True,15
910,validator_15,160000000000,44275000,1991540,46266540,True,5
911,validator_6,160000000000,24389000,118200,24507200,True,5
912,validator_8,320000000000,70623000,345310,70968310,False,10
913,validator_16,32000000000,111248000,819400,112067400,True,1
914,validator_15,160000000000,98834000,614420,99448420,True,5
915,validator_0,160000000000,54620000,828000,55448000,True,5
916,validator_0,160000000000,33665000,800570,34465570,True,5
917,validator_7,480000000000,14383000,289200,14672200,True,15
918,validator_14,480000000000,59668000,100000,59768000,True,15
919,validator_1,64000000000,15825000,128400,15953400,True,2
920,validator_3,160000000000,2829000,0,2829000,True,5
921,validator_7,480000000000,88036000,25313500,113349500,True,15
922,validator_2,160000000000,174088000,1622000,175710000,True,5
923,validator_14,480000000000,141284000,1282720,142566720,True,15
924,validator_2,160000000000,42477000,0,42477000,True,5
925,validator_7,480000000000,106498000,327800,106825800,True,15
926,validator_7,480000000000,3780000,29200,3809200,True,15
927,validator_7,480000000000,126051000,104180,126155180,True,15
928,validator_4,64000000000,27117000,959000,28076000,False,2
929,validator_12,480000000000,88376000,10625800,99001800,True,15
930,validator_3,160000000000,54347000,286170,54633170,True,5
931,validator_4,64000000000,84503000,641000,85144000,False,2
932,validator_6,160000000000,1100000,0,1100000,True,5
933,validator_19,32000000000,124491000,575600,125066600,False,1
934,validator_0,160000000000,53646000,630600,54276600,True,5
935,validator_3,160000000000,10310000,63800,10373800,True,5
936,validator_2,160000000000,1585000,0,1585000,True,5
937,validator_12,480000000000,244286000,10310360,254596360,True,15
938,validator_12,480000000000,117520000,18687330,136207330,True,15
939,validator_18,32000000000,97190000,594500,97784500,True,1
940,validator_1,64000000000,39160000,269900,39429900,True,2
941,validator_2,160000000000,62460000,1032020,63492020,True,5
942,validator_13,32000000000,54574000,4884100,59458100,False,1
943,validator_8,320000000000,174804000,1171800,175975800,False,10
944,validator_3,160000000000,209140000,3610080,212750080,True,5
945,validator_19,32000000000,20084000,717940,20801940,False,1
946,validator_14,480000000000,30147000,959000,31106000,True,15
947,validator_8,320000000000,120809000,10283700,131092700,False,10
948,validator_15,160000000000,75554000,760780,76314780,True,5
949,validator_8,320000000000,43496000,1350380,44846380,False,10
950,validator_14,480000000000,62851000,18053200,80904200,True,15
951,validator_11,320000000000,40914000,25818100,66732100,True,10
952,validator_3,160000000000,21348000,517840,21865840,True,5
953,validator_12,480000000000,16480000,651200,17131200,True,15
954,validator_1,64000000000,16643000,613200,17256200,True,2
955,validator_19,32000000000,19119000,353700,19472700,False,1
956,validator_6,160000000000,32941000,1226100,34167100,True,5
957,validator_0,160000000000,58820000,407600,59227600,True,5
958,validator_11,320000000000,85345000,832900,86177900,True,10
959,validator_15,160000000000,21942000,884600,22826600,True,5
960,validator_7,480000000000,1040000,0,1040000,True,15
961,validator_10,320000000000,17450000,126800,17576800,True,10
962,validator_0,160000000000,92416000,1711000,94127000,True,5
963,validator_16,32000000000,39346000,38540,39384540,True,1
964,validator_0,160000000000,23183000,335700,23518700,True,5
965,validator_9,64000000000,82920000,707040,83627040,True,2
966,validator_8,320000000000,84847000,573200,85420200,False,10
967,validator_10,320000000000,38830000,435840,39265840,True,10
968,validator_14,480000000000,26913000,471000,27384000,True,15
969,validator_12,480000000000,190870000,664990,191534990,True,15
970,validator_19,32000000000,119599000,18531410,138130410,False,1
971,validator_13,32000000000,42839000,645830,43484830,False,1
972,validator_19,32000000000,104288000,5517600,109805600,False,1
973,validator_12,480000000000,55354000,428900,55782900,True,15
974,validator_19,32000000000,43463000,629200,44092200,False,1
975,validator_15,160000000000,50687000,1160100,51847100,True,5
976,validator_19,32000000000,70978000,283000,71261000,False,1
977,validator_7,480000000000,38394000,835000,39229000,True,15
978,validator_19,32000000000,63615000,18335500,81950500,False,1
979,validator_17,32000000000,30001000,477720,30478720,False,1
980,validator_2,160000000000,32534000,4472200,37006200,True,5
981,validator_15,160000000000,71148000,236000,71384000,True,5
982,validator_10,320000000000,69976000,739000,70715000,True,10
983,validator_0,160000000000,63648000,1580000,65228000,True,5
984,validator_18,32000000000,64784000,272980,65056980,True,1
985,validator_12,480000000000,20372000,696240,21068240,True,15
986,validator_6,160000000000,160000,0,160000,True,5
987,validator_8,320000000000,5083000,22040,5105040,False,10
988,validator_0,160000000000,1130000,0,1130000,True,5
989,validator_16,32000000000,1870000,0,1870000,True,1
990,validator_16,32000000000,245650000,1967520,247617520,True,1
991,validator_12,480000000000,16793000,32900,16825900,True,15
992,validator_9,64000000000,51443000,215000,51658000,True,2
993,validator_2,160000000000,15950000,570700,16520700,True,5
994,validator_7,480000000000,118229000,1004780,119233780,True,15
995,validator_13,32000000000,155700000,18084880,173784880,False,1
996,validator_12,480000000000,85091000,19315420,104406420,True,15
997,validator_1,64000000000,112400000,253600,112653600,True,2
998,validator_7,480000000000,85337000,888400,86225400,True,15
999,validator_7,480000000000,72439000,804300,73243300,True,15
