block_id,total_gas,total_mev_captured,validator_type,validator_id
1,1154009000,118707840,normal,97
2,995800000,44250200,attack,69
3,1226700000,43402600,attack,74
4,1229160000,36091900,attack,56
5,1198000000,190540,attack,64
6,1201500000,18882530,attack,67
7,1044500000,53559190,attack,83
8,1189200000,36957820,attack,64
9,1106200000,18762100,attack,71
10,1213000000,1116500,attack,71
11,920200000,58936600,attack,80
12,1190000000,992600,attack,81
13,1341000000,1066290,normal,96
14,1146700000,36770700,attack,83
15,961170000,59073930,attack,62
16,1213500000,19196100,attack,59
17,1283400000,18170240,attack,51
18,1070985000,247381790,normal,95
19,776890000,175506510,normal,94
20,1084140000,50516300,attack,55
21,1345000000,752400,attack,87
22,1273000000,1338840,attack,61
23,1260400000,35597530,attack,63
24,1106000000,1940580,attack,69
25,898570000,197840000,normal,93
26,905117000,75114200,attack,80
27,1248300000,25349930,attack,63
28,1069667000,89713380,attack,56
29,852720000,75364100,attack,67
30,1101420000,51291190,attack,82
31,1144770000,44392700,attack,64
32,1221000000,5092400,attack,57
33,1108600000,18310340,attack,82
34,1319100000,18627700,attack,68
35,934752000,110640000,attack,65
36,870080000,62423900,attack,83
37,858330000,83447000,attack,82
38,688185000,89829200,attack,87
39,1165670000,26560700,attack,81
40,1006621000,139275320,normal,91
41,1046530000,37384540,attack,65
42,1069260000,20793200,attack,65
43,1219000000,36202680,attack,70
44,1303190000,53911630,attack,67
45,1277000000,571800,attack,64
46,1345740000,37973100,normal,91
47,1022730000,106324300,attack,83
48,867200000,170472000,normal,92
49,1172000000,20560100,normal,99
50,1105382000,20789200,attack,84
