block_id,total_gas,total_mev_captured,validator_type,validator_id
1,1176540000,36686800,attack,67
2,1093893000,37311500,attack,87
3,859800000,19686990,attack,88
4,1167470000,37741400,attack,63
5,823330000,118651740,normal,100
6,1153910000,18545270,attack,93
7,1238000000,1039930,attack,81
8,1242000000,18314940,attack,66
9,1072000000,36158030,attack,72
10,1342890000,88944800,normal,96
11,835782000,104265600,attack,82
12,1070200000,47891600,attack,94
13,1108020000,36497200,attack,72
14,1176100000,70856200,attack,72
15,1241750000,91311530,normal,99
16,751230000,86225030,attack,90
17,1206100000,18296100,attack,57
18,928620000,39761930,attack,74
19,723650000,75710940,attack,94
20,1350600000,18687020,attack,76
21,828928000,54156800,attack,66
22,1117710000,36891520,attack,55
23,1033815000,72504020,attack,74
24,958110000,71205200,attack,89
25,939423000,93572400,attack,84
26,1118910000,19198000,attack,51
27,1073902000,60829300,attack,85
28,1217950000,32282200,attack,56
29,1252000000,949000,attack,69
30,998300000,89974300,attack,65
31,852730000,82006690,attack,75
32,1147200000,19083480,attack,65
33,1253600000,18317230,attack,67
34,871550000,124854800,attack,85
35,1210160000,18405300,attack,82
36,962504000,76543400,attack,69
37,1069400000,37630800,attack,55
38,1117000000,21960680,attack,62
39,1156100000,36798340,attack,93
40,1239000000,1374400,attack,51
41,1216000000,17988940,attack,94
42,1191200000,23641530,attack,71
43,1272000000,1258500,attack,67
44,1031862000,183612200,normal,99
45,968360000,181566240,normal,96
46,1231000000,2408200,attack,71
47,1168300000,19498520,attack,73
48,990493000,179213000,normal,100
49,1160360000,53723400,attack,60
50,1189100000,54425300,attack,73
