block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,1227000000,1434600,3582580525.0,attack,9
2,939712000,123800600,8382117325.0,normal,50
3,1005554000,75815500,13692342030.0,attack,5
4,1201602000,55705800,19339636840.0,normal,22
5,1207647000,43794700,25200741635.0,normal,27
6,961252000,92552390,31358363570.0,normal,22
7,1078413000,36912000,38053489855.0,normal,45
8,1214330000,32626550,45053914280.0,normal,18
9,1154440000,73170200,52305591575.0,normal,50
10,1117637000,122127960,60044595105.0,normal,34
11,1437130000,26038200,68276803970.0,normal,50
12,1310890000,82314700,76699099880.0,normal,23
13,1146000000,18881380,85563820995.0,attack,2
14,1287450000,84314200,94982345515.0,normal,20
15,1305420000,38180170,104650235430.0,normal,40
16,1029500000,32767320,114503496810.0,normal,44
17,1102750000,51091300,124979315815.0,normal,45
18,1237460000,31855600,135794591105.0,normal,27
19,1186320000,47489300,146969929885.0,normal,33
20,1172223000,50645800,158544624965.0,normal,37
21,1161734000,54581300,170497759350.0,normal,18
22,1146710000,60749900,182836629030.0,normal,16
23,1248920000,59224500,195657724960.0,normal,26
24,1204080000,69218710,208780323945.0,normal,21
25,1089200000,1368960,222092438370.0,normal,49
26,1194410000,80513930,236064359170.0,normal,16
27,1178780000,37224000,250341228005.0,normal,31
28,902470000,25936500,264755486835.0,normal,14
29,1102410000,43414400,279751589940.0,normal,28
30,1262870000,60311800,295037688830.0,attack,1
31,864380000,24063340,310433620190.0,attack,4
32,1283590000,68890100,326697964230.0,normal,11
33,1361478000,36387660,343206356380.0,normal,16
34,1060070000,64873230,359891574660.0,normal,36
35,1417440000,36258410,377293875120.0,normal,25
36,1089120000,73888900,394566002725.0,normal,23
37,1198620000,27072100,412424923550.0,normal,39
38,1314210000,81648900,430687329780.0,normal,28
39,1126200000,26114860,449146103075.0,normal,23
40,1314320000,46288100,468255963075.0,normal,17
41,1353595000,34175900,487708716050.0,normal,24
42,1180260000,34359840,507332777250.0,normal,50
43,1057800000,40010430,527412933705.0,attack,3
44,1056670000,32680930,547818749835.0,normal,44
45,1189690000,64835500,568693130340.0,normal,39
46,1022270000,44340930,589779581125.0,attack,6
47,1184470000,52826840,611348935130.0,normal,24
48,899420000,93494100,633102449190.0,normal,11
49,1198080000,59511800,655452806615.0,normal,39
50,1072865000,112349940,678016482050.0,normal,24
