block_id,total_gas,total_mev_captured,validator_type,validator_id
1,873367171,172480,attack,2825
2,1032000732,188160,attack,2806
3,989001242,180320,normal,2849
4,1032001884,188160,attack,2828
5,1032002460,188160,attack,2822
6,1032003036,188160,attack,2845
7,1032003612,188160,attack,2843
8,1032004188,188160,attack,2801
9,1032004764,188160,attack,2841
10,1032005340,188160,attack,2803
11,1032005916,188160,attack,2828
12,1032006492,188160,attack,2818
13,1032007068,188160,attack,2824
14,1032007644,188160,attack,2820
15,989007866,180320,normal,2849
16,1032008796,188160,attack,2813
17,1075009750,196000,attack,2817
18,1075010350,196000,attack,2837
19,1032010524,188160,attack,2837
20,1032011100,188160,attack,2820
21,1032011676,188160,attack,2809
22,1032012252,188160,attack,2826
23,1032012828,188160,attack,2833
24,989012834,180320,normal,2847
25,1032013980,188160,attack,2812
26,1032014556,188160,attack,2801
27,1032015132,188160,attack,2828
28,1032015708,188160,attack,2845
29,1032016284,188160,attack,2843
30,1032016860,188160,attack,2814
31,1032017436,188160,attack,2807
32,1032018012,188160,attack,2802
33,1032018588,188160,attack,2844
34,989018354,180320,normal,2850
35,1032019740,188160,attack,2808
36,1032020316,188160,attack,2823
37,1032020892,188160,attack,2844
38,1032021468,188160,attack,2805
39,1032022044,188160,attack,2824
40,1032022620,188160,attack,2807
41,1032023196,188160,attack,2837
42,1075024750,196000,attack,2817
43,989023322,180320,normal,2850
44,1075025950,196000,attack,2819
45,989024426,180320,normal,2848
46,1032026076,188160,attack,2829
47,1032026652,188160,attack,2818
48,1032027228,188160,attack,2803
49,1032027804,188160,attack,2812
50,1032028380,188160,attack,2813
