block_id,total_gas,total_mev_captured,block_bid,builder_type
1,1583190289,516900,881204168.8185525,attack
2,2110601409,582100,1239924535.2214668,attack
3,2150002585,548800,1330999635.688741,attack
4,2137003761,570600,1408605292.0812128,attack
5,2150004937,548800,1503315295.154453,attack
6,2134006113,548800,1547556254.1760118,attack
7,2134007289,548800,1611784858.893473,attack
8,2113308465,548800,1674735222.508398,attack
9,2113309641,548800,1743403017.1902368,attack
10,2134010817,548800,1852952797.143895,attack
11,2134011993,548800,1939427313.4421458,attack
12,2126013169,831800,2026670675.4327223,attack
13,2150014345,548800,2173268172.122988,attack
14,2137015521,548800,2234119807.1442075,attack
15,2137016697,548800,2336660360.226253,attack
16,2113117873,548800,2432205243.195482,attack
17,2111219049,18248800,2490671948.0,attack
18,2113120225,570600,2483242300.0,attack
19,2150021401,548800,2594915432.0,attack
20,2137022577,548800,2611892184.0,attack
21,2137023753,548800,2606624976.0,attack
22,2137024929,548800,2679315628.0,attack
23,2134026105,548800,2691170110.0,attack
24,2150026713,793600,2742868262.0,attack
25,2134028457,548800,2723542444.0,attack
26,2126029633,917800,2713178496.0,attack
27,2134030809,596500,2754881668.0,attack
28,2126031985,548800,2746713720.0,attack
29,2126033161,548800,2742875202.0,attack
30,2137034337,548800,2818452354.0,attack
31,2134035513,548800,2810521606.0,attack
32,2150036689,548800,2847309758.0,attack
33,2126037865,548800,2832016910.0,attack
34,2137039041,548800,2880725062.0,attack
35,2134040217,548800,2939811854.0,attack
36,2134041393,548800,2961349006.0,attack
37,2126042569,554440,2956973958.0,attack
38,2126043745,548800,2960112870.0,attack
39,2113344921,548800,2971871022.0,attack
40,2113346097,548800,2982245174.0,attack
41,2150047273,548800,3078075426.0,attack
42,2137048449,548800,3052410378.0,attack
43,2113349625,548800,3046191530.0,attack
44,2150050801,548800,3138336582.0,attack
45,2150051977,548800,3199797364.0,attack
46,2134053153,548800,3178497216.0,attack
47,2126054329,831800,3180474368.0,attack
48,2134055505,548800,3213720820.0,attack
49,2134056681,548800,3257133072.0,attack
50,2126057857,565200,3284644224.0,attack
51,2137059033,548800,3315525676.0,attack
52,2137060209,548800,3331971228.0,attack
53,2126061385,548800,3318476280.0,attack
54,2126062561,548800,3345233422.0,attack
55,2126063737,548800,3374844174.0,attack
56,2137064913,548800,3429303926.0,attack
57,2107386089,18248800,3415569778.0,attack
58,2113367265,623800,3433672930.0,attack
59,2150068441,548800,3490431882.0,attack
60,2126069617,548800,3482127434.0,attack
61,2137070793,548800,3561904186.0,attack
62,2150071969,548800,3616499138.0,attack
63,2137073145,548800,3595720290.0,attack
64,2134074321,548800,3607855642.0,attack
65,2126075497,548800,3604741774.0,attack
66,2108276673,18248800,3606072626.0,attack
67,2137077849,548800,3672857678.0,attack
68,2134079025,548800,3671067430.0,attack
69,2126080201,548800,3698744882.0,attack
70,2137081377,548800,3767540034.0,attack
71,2137082553,548800,3783438986.0,attack
72,2134083729,548800,3771269838.0,attack
73,2150084905,548800,3827489690.0,attack
74,2137086081,548800,3842140442.0,attack
75,2137087257,548800,3842399394.0,attack
76,2113388433,548800,3833779546.0,attack
77,2134089609,548800,3875465698.0,attack
78,2150090785,548800,3923133550.0,attack
79,2134091961,548800,3944810702.0,attack
80,2126093137,548800,3938844484.0,attack
81,2113394313,548800,3954286636.0,attack
82,2113395489,548800,3960169188.0,attack
83,2113396665,548800,3986803020.0,attack
84,2134097841,7738800,4150597972.0,attack
85,2150099017,548800,4203272224.0,attack
86,2150100193,548800,4253609526.0,attack
87,2137101369,548800,4262168778.0,attack
88,2137102545,548800,4279434530.0,attack
89,2134103721,548800,4314454582.0,attack
90,2134104897,548800,4315125734.0,attack
91,2134106073,548800,4306665786.0,attack
92,2150107249,548800,4337339138.0,attack
93,2134108425,548800,4353583190.0,attack
94,2134109601,548800,4346947342.0,attack
95,2134110777,548800,4348400894.0,attack
96,2126111953,743800,4346674746.0,attack
97,2150110809,681200,4387964568.0,attack
98,2126114305,548800,4371493680.0,attack
99,2150115481,548800,4412484612.0,attack
100,2126116657,548800,4393354764.0,attack
