block_id,total_gas,total_mev_captured,validator_type,validator_id
1,69317000,243400,attack,5361
2,191049001,350600,attack,5351
3,33358000,2511700,attack,5372
4,72560000,2663200,attack,5376
5,39855000,2653700,attack,5380
6,49640000,861000,attack,5388
7,89350000,12300,normal,5399
8,49953000,732200,attack,5377
9,27810000,1282700,attack,5355
10,59366000,146600,normal,5397
11,44983000,780000,attack,5360
12,136037000,323800,attack,5354
13,110955000,77000,attack,5367
14,39970000,70200,attack,5372
15,99256000,35416400,attack,5360
16,23304000,1188000,attack,5364
17,28710000,64740,attack,5356
18,35380000,523000,attack,5356
19,91018000,151830,attack,5377
20,29222000,25600,attack,5379
21,105616000,160500,attack,5366
22,98388000,171800,attack,5359
23,28565000,156100,normal,5396
24,23781000,14447600,attack,5352
25,53429000,8640000,attack,5360
26,140628001,163040,attack,5356
27,60536000,131860,attack,5366
28,64580000,90100,attack,5393
29,31102000,1123100,attack,5359
30,80190000,805000,normal,5397
31,104510000,395600,attack,5357
32,107282000,579800,attack,5358
33,49990000,88800,attack,5355
34,137429000,358900,attack,5353
35,73781000,5180,normal,5397
36,16137000,568200,attack,5358
37,36216000,148200,attack,5361
38,61406000,49400,attack,5360
39,48891000,1600700,attack,5360
40,99713000,660480,attack,5377
41,80678000,68100,normal,5398
42,65420000,8699300,attack,5390
43,31433000,592000,attack,5386
44,52161000,3167440,attack,5388
45,65364000,8809630,attack,5392
46,144889001,1273900,attack,5372
47,29464000,30600,attack,5354
48,90471000,477300,attack,5371
49,64700000,102800,attack,5381
50,63358000,73640,attack,5375
