block_id,total_gas,total_mev_captured,validator_type,validator_id
1,72985000,22400,attack,6068
2,27577000,425640,normal,6077
3,35178000,221330,attack,6069
4,28415000,905100,normal,6086
5,18032000,5630,normal,6098
6,101908000,187500,attack,6067
7,26869000,199100,normal,6084
8,28440000,606800,normal,6086
9,48994000,416800,attack,6068
10,84633000,353130,normal,6081
11,103424000,769000,normal,6086
12,100282000,92100,attack,6055
13,16028000,285000,normal,6096
14,60555000,0,normal,6074
15,53250000,157940,normal,6100
16,40766000,73100,normal,6096
17,113698000,29890,normal,6096
18,32381000,36800,normal,6093
19,28093000,62900,normal,6089
20,52185000,0,attack,6070
21,66236000,56500,normal,6084
22,69987000,160700,normal,6088
23,16901000,139000,normal,6083
24,32559000,116900,normal,6078
25,25924000,850800,normal,6073
26,78807000,8520,normal,6099
27,62212000,463440,normal,6087
28,60910000,35100,normal,6084
29,19234000,37200,attack,6052
30,42649000,1609000,attack,6051
31,51576000,0,attack,6066
32,70605000,54900,normal,6091
33,109366000,65800,attack,6066
34,30406000,12780,attack,6062
35,30568000,35600,normal,6075
36,43880000,256000,normal,6087
37,24951000,168300,normal,6097
38,139060000,586330,normal,6094
39,25354000,43600,normal,6082
40,117163000,617800,normal,6094
41,26663000,5110600,normal,6075
42,64987000,195200,normal,6091
43,35300000,850800,normal,6098
44,75034000,43600,normal,6074
45,23887000,87200,attack,6062
46,91942000,214100,normal,6075
47,60976000,12300,normal,6073
48,31626000,333800,attack,6059
49,58682000,217500,attack,6066
50,34495000,131200,attack,6051
