block_id,total_gas,total_mev_captured,validator_type,validator_id
1,81202000,1150600,normal,6192
2,136776001,1139600,attack,6182
3,69218000,18210000,normal,6188
4,55853000,7202300,normal,6189
5,22910000,269800,normal,6197
6,54193000,3024030,normal,6197
7,27877000,204800,normal,6192
8,22312000,129200,attack,6170
9,107311000,221700,attack,6170
10,108817000,12780,attack,6164
11,71270000,1131100,attack,6183
12,119242000,17000,normal,6188
13,78828000,568830,attack,6185
14,20469000,512000,attack,6166
15,65096000,1519200,attack,6179
16,28958000,2331000,attack,6181
17,29590000,545000,normal,6200
18,23900000,276300,normal,6191
19,59083000,0,attack,6180
20,101742000,207200,attack,6158
21,65874000,633000,attack,6156
22,97357000,90300,normal,6199
23,29111000,1258700,attack,6158
24,31567000,799600,attack,6155
25,95210000,976000,normal,6198
26,21254000,1561500,attack,6171
27,52577000,34000,attack,6156
28,126719000,73600,attack,6158
29,61865000,0,attack,6185
30,129133000,172600,normal,6200
31,17336000,976090,attack,6174
32,29032000,278000,attack,6161
33,33515000,446700,normal,6194
34,145573000,471000,attack,6159
35,71583000,0,attack,6180
36,49732000,93980,attack,6168
37,52010000,132100,normal,6191
38,73520000,439000,attack,6172
39,77857000,92830,normal,6186
40,32800000,69400,attack,6172
41,24010000,4511200,normal,6189
42,97063000,56200,normal,6191
43,24066000,0,attack,6175
44,34067000,556900,attack,6174
45,90659000,509700,attack,6156
46,73259000,126600,attack,6177
47,26672000,306360,attack,6177
48,56174000,148200,attack,6151
49,141882000,11200,normal,6187
50,28882000,663110,normal,6193
