block_id,total_gas,total_mev_captured,validator_type,validator_id
1,76412000,0,normal,3944
2,94512000,852000,normal,3941
3,104589000,27980,attack,3901
4,24410000,1915800,attack,3901
5,33656000,146400,attack,3924
6,140219000,2485000,attack,3931
7,91800000,772040,attack,3908
8,48904000,261600,attack,3928
9,40668000,78000,normal,3949
10,48320000,66200,attack,3932
11,106450000,15716100,attack,3919
12,45481000,529300,attack,3917
13,28790000,1418800,attack,3918
14,92320000,867500,attack,3934
15,117523000,1196500,normal,3948
16,49435000,542200,attack,3909
17,45071000,30200,attack,3928
18,62350000,11280,attack,3912
19,22998000,216000,attack,3928
20,35060000,9808100,attack,3904
21,79909000,0,attack,3935
22,53301000,494900,attack,3914
23,60448000,78200,normal,3945
24,69043000,0,attack,3935
25,115073000,195330,normal,3939
26,85800000,60400,attack,3929
27,49315000,9496440,attack,3916
28,15683000,533600,normal,3940
29,45463000,50830,normal,3940
30,49264000,236020,normal,3948
31,50775000,0,normal,3947
32,57978000,0,attack,3929
33,79200000,286800,normal,3943
34,66885000,9009000,attack,3924
35,78920000,27800,attack,3902
36,25537000,1394800,normal,3938
37,26807000,0,attack,3931
38,22619000,610440,attack,3930
39,26842000,0,attack,3903
40,22340000,196640,normal,3937
41,52136000,49600,attack,3907
42,68499000,49400,attack,3912
43,68510000,633600,normal,3949
44,75844000,0,attack,3902
45,23670000,2004000,attack,3934
46,98422000,583700,attack,3903
47,57190000,2522000,attack,3912
48,65480000,87200,attack,3922
49,59500000,143600,attack,3901
50,77733000,215700,normal,3949
