transaction_id,fee,mev_potential,mev_captured,creator_id,target_tx_id,type_of_user,block_number,block_created,validator_type,transaction_type
65889,2000000,0,0,186,,unknown,1,1,attack,normal
65859,1700000,0,0,188,,unknown,1,1,attack,normal
65842,1200000,0,0,183,,unknown,1,1,attack,normal
65895,1000000,0,0,182,,unknown,1,1,attack,normal
65901,1000000,0,0,181,,unknown,1,1,attack,normal
65868,670000,0,0,188,,unknown,1,1,attack,normal
65856,630000,0,0,187,,unknown,1,1,attack,normal
65892,530000,0,0,184,,unknown,1,1,attack,normal
65853,350000,0,0,188,,unknown,1,1,attack,normal
65907,340000,0,0,183,,unknown,1,1,attack,normal
65877,320000,0,0,184,,unknown,1,1,attack,normal
65880,310000,0,0,187,,unknown,1,1,attack,normal
65886,310000,0,0,187,,unknown,1,1,attack,normal
65865,220000,0,0,186,,unknown,1,1,attack,normal
65862,170000,0,0,188,,unknown,1,1,attack,normal
65883,170000,0,0,186,,unknown,1,1,attack,normal
65850,120000,0,0,187,,unknown,1,1,attack,normal
65943,4200000,0,0,181,,unknown,2,2,attack,normal
65913,1800000,0,0,181,,unknown,2,2,attack,normal
65979,1600000,0,0,189,,unknown,2,2,attack,normal
65928,1500000,0,0,183,,unknown,2,2,attack,normal
65952,1200000,0,0,190,,unknown,2,2,attack,normal
65910,1000000,0,0,185,,unknown,2,2,attack,normal
65967,1000000,0,0,190,,unknown,2,2,attack,normal
65955,420000,510000,0,187,,unknown,2,2,attack,normal
73136,0,0,0,478,65955.0,unknown,2,2,attack,failed
65949,870000,43600,0,184,,unknown,2,2,attack,normal
65934,870000,0,0,182,,unknown,2,2,attack,normal
65946,460000,0,0,187,,unknown,2,2,attack,normal
65919,350000,0,0,184,,unknown,2,2,attack,normal
65961,320000,0,0,185,,unknown,2,2,attack,normal
65973,190000,5640,0,183,,unknown,2,2,attack,normal
65970,170000,0,0,187,,unknown,2,2,attack,normal
65925,160000,0,0,187,,unknown,2,2,attack,normal
65958,150000,0,0,182,,unknown,2,2,attack,normal
65976,150000,0,0,185,,unknown,2,2,attack,normal
65916,110000,0,0,187,,unknown,2,2,attack,normal
65922,110000,0,0,188,,unknown,2,2,attack,normal
65964,110000,0,0,182,,unknown,2,2,attack,normal
65931,79000,30200,0,187,,unknown,2,2,attack,normal
65991,4500000,7840,0,181,,unknown,3,3,attack,normal
73137,0,0,0,459,65991.0,unknown,3,3,attack,failed
65982,3500000,0,0,186,,unknown,3,3,attack,normal
66018,2500000,0,0,186,,unknown,3,3,attack,normal
66036,2300000,0,0,189,,unknown,3,3,attack,normal
66003,2000000,0,0,186,,unknown,3,3,attack,normal
66030,2000000,0,0,189,,unknown,3,3,attack,normal
65994,1600000,0,0,184,,unknown,3,3,attack,normal
66009,1600000,0,0,190,,unknown,3,3,attack,normal
66033,1500000,0,0,185,,unknown,3,3,attack,normal
66039,1400000,0,0,183,,unknown,3,3,attack,normal
66021,1000000,0,0,182,,unknown,3,3,attack,normal
66042,1000000,0,0,185,,unknown,3,3,attack,normal
66051,150000,769000,0,181,,unknown,3,3,attack,normal
66006,870000,0,0,186,,unknown,3,3,attack,normal
65988,670000,0,0,190,,unknown,3,3,attack,normal
66015,310000,0,0,181,,unknown,3,3,attack,normal
66045,260000,0,0,181,,unknown,3,3,attack,normal
66024,220000,0,0,190,,unknown,3,3,attack,normal
65997,150000,0,0,188,,unknown,3,3,attack,normal
66000,110000,0,0,187,,unknown,3,3,attack,normal
66012,83000,0,0,183,,unknown,3,3,attack,normal
66027,79000,0,0,190,,unknown,3,3,attack,normal
66048,73000,0,0,185,,unknown,3,3,attack,normal
66087,2400000,0,0,190,,unknown,4,4,attack,normal
66084,2100000,0,0,188,,unknown,4,4,attack,normal
66057,2000000,60700,0,185,,unknown,4,4,attack,normal
73138,0,0,0,468,66057.0,unknown,4,4,attack,failed
66090,2000000,0,0,187,,unknown,4,4,attack,normal
66099,1700000,0,0,190,,unknown,4,4,attack,normal
66093,1200000,0,0,189,,unknown,4,4,attack,normal
66078,630000,0,0,190,,unknown,4,4,attack,normal
66117,530000,0,0,187,,unknown,4,4,attack,normal
66075,350000,0,0,188,,unknown,4,4,attack,normal
