id,position,gas_fee,mev_potential,creator_id,created_at,included_at,target_tx
79,0,0,0,builder_3,0,0,27
27,1,19000000,71800,user_23,0,0,
23,2,19000000,0,user_17,0,0,
29,3,1100000,17700000,user_25,0,0,
80,4,0,0,builder_3,0,0,29
48,5,5200000,0,user_45,0,0,
4,6,5000000,0,user_4,0,0,
43,7,5000000,0,user_40,0,0,
34,8,3600000,0,user_33,0,0,
81,9,0,0,builder_3,0,0,20
20,10,3500000,17000,user_14,0,0,
0,11,3200000,0,user_0,0,0,
30,12,2300000,410000,user_27,0,0,
82,13,0,0,builder_3,0,0,30
1,14,2100000,0,user_1,0,0,
46,15,1500000,283000,user_44,0,0,
83,16,0,0,builder_3,0,0,46
41,17,1700000,0,user_38,0,0,
13,18,1600000,0,user_8,0,0,
37,19,1300000,0,user_35,0,0,
9,20,1200000,0,user_7,0,0,
26,21,1000000,0,user_23,0,0,
32,22,1000000,0,user_29,0,0,
39,23,1000000,0,user_37,0,0,
10,24,460000,0,user_7,0,0,
42,25,420000,0,user_39,0,0,
16,26,370000,0,user_10,0,0,
44,27,340000,5630,user_41,0,0,
84,28,0,0,builder_3,0,0,44
45,29,340000,0,user_43,0,0,
11,30,260000,0,user_7,0,0,
33,31,220000,0,user_30,0,0,
38,32,220000,0,user_36,0,0,
12,33,170000,0,user_8,0,0,
22,34,170000,0,user_16,0,0,
52,35,170000,0,user_48,0,0,
5,36,160000,0,user_5,0,0,
47,37,160000,0,user_45,0,0,
85,38,0,0,builder_3,0,0,51
51,39,120000,35600,user_47,0,0,
8,40,150000,0,user_7,0,0,
15,41,150000,0,user_9,0,0,
28,42,130000,0,user_25,0,0,
86,43,0,0,builder_3,0,0,40
40,44,77000,43600,user_38,0,0,
3,45,120000,0,user_4,0,0,
2,46,110000,0,user_3,0,0,
25,47,110000,0,user_21,0,0,
7,48,84000,19700,user_7,0,0,
87,49,0,0,builder_3,0,0,7
50,50,100000,0,user_47,0,0,
49,51,79000,0,user_46,0,0,
6,52,70000,3130,user_6,0,0,
88,53,0,0,builder_3,0,0,6
14,54,73000,0,user_9,0,0,
