block_num,builder_id,total_gas_fee,total_mev
0,builder_12,89676000,18885460
1,builder_5,96491003,999210
2,builder_11,103594000,9764570
3,builder_5,112409000,2116200
4,builder_4,79978000,19369300
5,builder_17,74656000,738700
6,builder_2,116632000,1836820
7,builder_13,98107000,1161200
8,builder_14,150381000,1491760
9,builder_8,163209998,2672290
10,builder_17,112415000,756000
11,builder_2,117228000,20250570
12,builder_7,115110000,1101200
13,builder_3,106151000,5957440
14,builder_1,105565999,9193000
15,builder_4,216892001,10222530
16,builder_16,113649000,1460130
17,builder_5,106599999,2105460
18,builder_0,97674000,2274190
19,builder_12,69706000,1964600
20,builder_12,89676000,18885460
21,builder_5,96491003,999210
22,builder_11,103594000,9764570
23,builder_5,112409000,2116200
24,builder_4,79978000,19369300
25,builder_17,74656000,738700
26,builder_2,116632000,1836820
27,builder_13,98107000,1161200
28,builder_14,150381000,1491760
29,builder_8,163209998,2672290
30,builder_17,112415000,756000
31,builder_2,117228000,20250570
32,builder_7,115110000,1101200
33,builder_3,106151000,5957440
34,builder_1,105565999,9193000
35,builder_4,216892001,10222530
36,builder_16,113649000,1460130
37,builder_5,106599999,2105460
38,builder_0,97674000,2274190
39,builder_12,69706000,1964600
40,builder_12,89676000,18885460
41,builder_5,96491003,999210
42,builder_11,103594000,9764570
43,builder_5,112409000,2116200
44,builder_4,79978000,19369300
45,builder_17,74656000,738700
46,builder_2,116632000,1836820
47,builder_13,98107000,1161200
48,builder_14,150381000,1491760
49,builder_8,163209998,2672290
50,builder_17,112415000,756000
51,builder_2,117228000,20250570
52,builder_7,115110000,1101200
53,builder_3,106151000,5957440
54,builder_1,105565999,9193000
55,builder_4,216892001,10222530
56,builder_16,113649000,1460130
57,builder_5,106599999,2105460
58,builder_0,97674000,2274190
59,builder_12,69706000,1964600
60,builder_12,89676000,18885460
61,builder_5,96491003,999210
62,builder_11,103594000,9764570
63,builder_5,112409000,2116200
64,builder_4,79978000,19369300
65,builder_17,74656000,738700
66,builder_2,116632000,1836820
67,builder_13,98107000,1161200
68,builder_14,150381000,1491760
69,builder_8,163209998,2672290
70,builder_17,112415000,756000
71,builder_2,117228000,20250570
72,builder_7,115110000,1101200
73,builder_3,106151000,5957440
74,builder_1,105565999,9193000
75,builder_4,216892001,10222530
76,builder_16,113649000,1460130
77,builder_5,106599999,2105460
78,builder_0,97674000,2274190
79,builder_12,69706000,1964600
80,builder_12,89676000,18885460
81,builder_5,96491003,999210
82,builder_11,103594000,9764570
83,builder_5,112409000,2116200
84,builder_4,79978000,19369300
85,builder_17,74656000,738700
86,builder_2,116632000,1836820
87,builder_13,98107000,1161200
88,builder_14,150381000,1491760
89,builder_8,163209998,2672290
90,builder_17,112415000,756000
91,builder_2,117228000,20250570
92,builder_7,115110000,1101200
93,builder_3,106151000,5957440
94,builder_1,105565999,9193000
95,builder_4,216892001,10222530
96,builder_16,113649000,1460130
97,builder_5,106599999,2105460
98,builder_0,97674000,2274190
99,builder_12,69706000,1964600
100,builder_12,89676000,18885460
101,builder_5,96491003,999210
102,builder_11,103594000,9764570
103,builder_5,112409000,2116200
104,builder_4,79978000,19369300
105,builder_17,74656000,738700
106,builder_2,116632000,1836820
107,builder_13,98107000,1161200
108,builder_14,150381000,1491760
109,builder_8,163209998,2672290
110,builder_17,112415000,756000
111,builder_2,117228000,20250570
112,builder_7,115110000,1101200
113,builder_3,106151000,5957440
114,builder_1,105565999,9193000
115,builder_4,216892001,10222530
116,builder_16,113649000,1460130
117,builder_5,106599999,2105460
118,builder_0,97674000,2274190
119,builder_12,69706000,1964600
120,builder_12,89676000,18885460
121,builder_5,96491003,999210
122,builder_11,103594000,9764570
123,builder_5,112409000,2116200
124,builder_4,79978000,19369300
125,builder_17,74656000,738700
126,builder_2,116632000,1836820
127,builder_13,98107000,1161200
128,builder_14,150381000,1491760
129,builder_8,163209998,2672290
130,builder_17,112415000,756000
131,builder_2,117228000,20250570
132,builder_7,115110000,1101200
133,builder_3,106151000,5957440
134,builder_1,105565999,9193000
135,builder_4,216892001,10222530
136,builder_16,113649000,1460130
137,builder_5,106599999,2105460
