block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,1053330000,15657900,4250770655.0,normal,148
2,1264100000,19154100,9528644070.0,attack,125
3,1248008000,25848600,15063123985.0,attack,109
4,1170000000,1752400,20896007570.0,attack,103
5,1238100000,19645000,27151062665.0,attack,126
6,1087320000,26245340,33570920070.0,attack,124
7,1212544000,117549060,40575133005.0,normal,136
8,955054000,62598220,47664183195.0,normal,139
9,1056730000,86182460,55341352375.0,normal,141
10,1025975000,40260830,63369333720.0,attack,124
11,995500000,26292400,71860176845.0,attack,127
12,995528000,81660200,80680025115.0,normal,140
13,806199000,51877240,89769324450.0,attack,102
14,897242000,69135980,99342465375.0,normal,131
15,1385000000,874780,109639173135.0,attack,108
16,1129884000,175393230,119811301595.0,normal,145
17,874730000,64528600,130253549345.0,attack,122
18,994823000,52025100,141287774225.0,attack,121
19,1258510000,64309330,152780944670.0,normal,142
20,991760000,71976700,164326234865.0,attack,121
21,1023003000,58424200,176396859855.0,attack,116
22,1174393000,88323200,188892980475.0,normal,148
23,1195700000,54962010,201611932675.0,normal,131
24,1328300000,25740080,214820679130.0,attack,113
25,1260570000,48237920,228297726655.0,normal,142
26,1466830000,36424400,242337631970.0,normal,148
27,1122670000,51533900,256426603190.0,normal,150
28,920460000,42945200,270958566010.0,attack,126
29,1035738000,54635000,286098048905.0,attack,116
30,896540000,66365320,301475172650.0,attack,101
31,1039991000,74560020,317388033480.0,normal,137
32,927170000,36667880,333515993865.0,attack,125
33,1402960000,63088400,350257189290.0,normal,136
34,1036260000,106888400,366883337245.0,normal,132
35,912044000,50503640,383941474790.0,attack,119
36,1116000000,1553700,401579529555.0,attack,101
37,1113730000,56258040,419480676970.0,normal,133
38,987600000,41439400,437646354435.0,attack,108
39,1215160000,28918130,456285458235.0,normal,148
40,1224770000,23085030,475232080400.0,normal,142
41,870628000,72451930,494402375915.0,attack,104
42,797808000,107679700,514088606635.0,attack,122
43,1081900000,96593300,534227758470.0,normal,138
44,985690000,29768280,554611879455.0,attack,101
45,1127300000,23674800,575561399405.0,attack,110
46,1061260000,62715500,596817938210.0,attack,102
47,1153540000,53618800,618577103495.0,attack,119
48,1193570000,93984190,640674028090.0,normal,142
49,1160600000,18446440,663181573025.0,attack,114
50,1223300000,18494800,686130867565.0,attack,106
