block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,15406000,108000,62842000,normal,1910
2,34220000,18600,176558600,normal,1920
3,28030000,782130,318356130,normal,1946
4,17618000,0,478970000,normal,1928
5,48954000,17800000,716698000,attack,1905
6,7297000,684900,934165900,normal,1931
7,41320000,725700,1155573700,normal,1923
8,9057000,231000,1422024000,normal,1929
9,16985000,0,1735913000,attack,1901
10,4063000,326600,2058309600,normal,1918
11,38699000,0,2584075000,normal,1930
12,15624000,388840,3033412840,normal,1908
13,9261000,207100,3462660100,normal,1927
14,11087000,13800,4009116800,normal,1912
15,24110000,56400,4563190400,normal,1919
16,6427000,84800,4984695800,normal,1949
17,22966000,56200,5602014200,normal,1944
18,8940000,1001000,6223541000,normal,1927
19,10737000,369000,6683850000,normal,1935
20,18220000,21800,7492225800,normal,1920
21,7470000,21400,8385731400,normal,1935
22,45300000,34700,9135366700,normal,1918
23,13474000,0,9781282000,attack,1904
24,10440000,356700,10415764700,normal,1937
25,56822000,12300,11052346300,normal,1906
26,6283000,0,12091651000,normal,1949
27,27180000,0,12891524000,normal,1929
28,17570000,71800,13463713800,attack,1902
29,17474000,0,14208706000,normal,1925
30,36956000,52600,14838768600,normal,1928
31,33330000,155000,16175117000,normal,1930
32,16740000,128000,17056276000,normal,1907
33,4120000,410000,17965914000,normal,1928
34,54020000,6390,19136218390,normal,1918
35,10725000,46500,19888707500,normal,1914
36,19570000,0,21075514000,normal,1948
37,11257000,81400,21996442400,normal,1939
38,6013000,4325180,23040618180,normal,1929
39,11363000,1100000,24112119000,normal,1918
40,55537000,0,25450201000,normal,1943
41,6954000,13900,26730439900,attack,1903
42,45523000,49400,27603572400,attack,1902
43,11298000,0,28952706000,normal,1941
44,26440000,779000,30717683000,normal,1915
45,26120000,594000,31836338000,normal,1918
46,14534000,0,33308966000,normal,1920
47,11815000,1759500,34473166500,normal,1935
48,74480000,0,36439928000,normal,1910
49,7936000,111200,37836487200,normal,1930
50,49670000,5180,39244491180,attack,1902
