block_num,builder_id,total_gas_fee,total_mev
0,builder_14,86606000,896830
1,builder_3,146696000,18797100
2,builder_6,113274000,1505310
3,builder_19,80585000,271380
4,builder_14,158436000,8625170
5,builder_14,113834000,1256900
6,builder_3,93725000,5180900
7,builder_19,93392000,1068100
8,builder_1,49673000,8175800
9,builder_2,61731000,577010
10,builder_19,81084000,6403900
11,builder_7,74717000,506100
12,builder_19,123543000,141280
13,builder_6,63446000,1044200
14,builder_3,100141000,1136400
15,builder_2,93925000,2840100
16,builder_8,124598000,1495440
17,builder_6,126954000,1744630
18,builder_14,111565000,2467690
19,builder_8,75398000,663400
20,builder_14,111081000,704900
21,builder_2,92189000,1735100
22,builder_12,109598000,18971570
23,builder_15,110608000,529600
24,builder_12,98701000,2052140
25,builder_14,152576000,650900
26,builder_14,73017000,1736080
27,builder_3,64973000,1674900
28,builder_0,184884000,9736100
29,builder_14,77139000,579600
30,builder_3,101500000,6136510
31,builder_19,174310000,9734400
32,builder_13,121213000,398100
33,builder_3,66099000,5355000
34,builder_14,80668000,918130
35,builder_2,158118000,1873100
36,builder_14,86606000,896830
37,builder_3,146696000,18797100
38,builder_6,113274000,1505310
39,builder_19,80585000,271380
40,builder_14,158436000,8625170
41,builder_14,113834000,1256900
42,builder_3,93725000,5180900
43,builder_19,93392000,1068100
44,builder_1,49673000,8175800
45,builder_2,61731000,577010
46,builder_19,81084000,6403900
47,builder_7,74717000,506100
48,builder_19,123543000,141280
49,builder_6,63446000,1044200
50,builder_3,100141000,1136400
51,builder_2,93925000,2840100
52,builder_8,124598000,1495440
53,builder_6,126954000,1744630
54,builder_14,111565000,2467690
55,builder_8,75398000,663400
56,builder_14,111081000,704900
57,builder_2,92189000,1735100
58,builder_12,109598000,18971570
59,builder_15,110608000,529600
60,builder_12,98701000,2052140
61,builder_14,152576000,650900
62,builder_14,73017000,1736080
63,builder_3,64973000,1674900
64,builder_0,184884000,9736100
65,builder_14,77139000,579600
66,builder_3,101500000,6136510
67,builder_19,174310000,9734400
68,builder_13,121213000,398100
69,builder_3,66099000,5355000
70,builder_14,80668000,918130
71,builder_2,158118000,1873100
72,builder_14,86606000,896830
73,builder_3,146696000,18797100
74,builder_6,113274000,1505310
75,builder_19,80585000,271380
76,builder_14,158436000,8625170
77,builder_14,113834000,1256900
78,builder_3,93725000,5180900
79,builder_19,93392000,1068100
80,builder_1,49673000,8175800
81,builder_2,61731000,577010
82,builder_19,81084000,6403900
83,builder_7,74717000,506100
84,builder_19,123543000,141280
85,builder_6,63446000,1044200
86,builder_3,100141000,1136400
87,builder_2,93925000,2840100
88,builder_8,124598000,1495440
89,builder_6,126954000,1744630
90,builder_14,111565000,2467690
91,builder_8,75398000,663400
92,builder_14,111081000,704900
93,builder_2,92189000,1735100
94,builder_12,109598000,18971570
95,builder_15,110608000,529600
96,builder_12,98701000,2052140
97,builder_14,152576000,650900
98,builder_14,73017000,1736080
99,builder_3,64973000,1674900
100,builder_0,184884000,9736100
101,builder_14,77139000,579600
102,builder_3,101500000,6136510
103,builder_19,174310000,9734400
104,builder_13,121213000,398100
105,builder_3,66099000,5355000
106,builder_14,80668000,918130
107,builder_2,158118000,1873100
108,builder_14,86606000,896830
109,builder_3,146696000,18797100
110,builder_6,113274000,1505310
111,builder_19,80585000,271380
112,builder_14,158436000,8625170
113,builder_14,113834000,1256900
114,builder_3,93725000,5180900
115,builder_19,93392000,1068100
116,builder_1,49673000,8175800
117,builder_2,61731000,577010
118,builder_19,81084000,6403900
119,builder_7,74717000,506100
120,builder_19,123543000,141280
121,builder_6,63446000,1044200
122,builder_3,100141000,1136400
123,builder_2,93925000,2840100
124,builder_8,124598000,1495440
125,builder_6,126954000,1744630
