block_num,builder_id,total_gas_fee,total_mev
0,builder_18,107703000,2129440
1,builder_19,155509000,1185800
2,builder_4,129802000,247100
3,builder_10,79332000,1672800
4,builder_19,195290000,656530
5,builder_14,193533000,8601300
6,builder_19,119112000,1369820
7,builder_0,103320000,1249800
8,builder_0,71707000,916600
9,builder_19,131466000,8278190
10,builder_10,84900000,19080900
11,builder_10,40897000,2064600
12,builder_0,140531000,17933410
13,builder_18,106327000,1641600
14,builder_10,175120000,7193600
15,builder_18,106197000,698700
16,builder_11,73350000,1810350
17,builder_19,144953000,998300
18,builder_0,100229000,18186600
19,builder_4,51616000,612130
20,builder_6,118952000,3103660
21,builder_17,41298000,922000
22,builder_18,142247000,1196700
23,builder_0,117133000,862540
24,builder_3,67319000,19042700
25,builder_19,44275000,805700
26,builder_10,169771000,1106420
27,builder_0,55629000,147940
28,builder_10,66333000,26109000
29,builder_4,144039000,1311200
30,builder_13,94698000,786680
31,builder_14,112739000,1315640
32,builder_19,174779000,5711840
33,builder_19,130994000,813700
34,builder_18,184260000,4216800
35,builder_19,110779000,4844000
36,builder_18,107703000,2129440
37,builder_19,155509000,1185800
38,builder_4,129802000,247100
39,builder_10,79332000,1672800
40,builder_19,195290000,656530
41,builder_14,193533000,8601300
42,builder_19,119112000,1369820
43,builder_0,103320000,1249800
44,builder_0,71707000,916600
45,builder_19,131466000,8278190
46,builder_10,84900000,19080900
47,builder_10,40897000,2064600
48,builder_0,140531000,17933410
49,builder_18,106327000,1641600
50,builder_10,175120000,7193600
51,builder_18,106197000,698700
52,builder_11,73350000,1810350
53,builder_19,144953000,998300
54,builder_0,100229000,18186600
55,builder_4,51616000,612130
56,builder_6,118952000,3103660
57,builder_17,41298000,922000
58,builder_18,142247000,1196700
59,builder_0,117133000,862540
60,builder_3,67319000,19042700
61,builder_19,44275000,805700
62,builder_10,169771000,1106420
63,builder_0,55629000,147940
64,builder_10,66333000,26109000
65,builder_4,144039000,1311200
66,builder_13,94698000,786680
67,builder_14,112739000,1315640
68,builder_19,174779000,5711840
69,builder_19,130994000,813700
70,builder_18,184260000,4216800
71,builder_19,110779000,4844000
72,builder_18,107703000,2129440
73,builder_19,155509000,1185800
74,builder_4,129802000,247100
75,builder_10,79332000,1672800
76,builder_19,195290000,656530
77,builder_14,193533000,8601300
78,builder_19,119112000,1369820
79,builder_0,103320000,1249800
80,builder_0,71707000,916600
81,builder_19,131466000,8278190
82,builder_10,84900000,19080900
83,builder_10,40897000,2064600
84,builder_0,140531000,17933410
85,builder_18,106327000,1641600
86,builder_10,175120000,7193600
