block_num,builder_id,total_gas_fee,total_mev
0,builder_9,86963000,18475460
1,builder_6,134005000,19237400
2,builder_6,170760000,1299930
3,builder_6,185117000,1329700
4,builder_0,115099000,2726880
5,builder_14,63799000,12015200
6,builder_19,98936000,1098500
7,builder_8,70603000,18105600
8,builder_19,131397000,517030
9,builder_5,62071000,885300
10,builder_7,96322000,401110
11,builder_9,57977000,1121200
12,builder_9,99867000,1161200
13,builder_9,99042000,2845200
14,builder_6,111008000,3147640
15,builder_12,120487000,2248690
16,builder_5,98034000,408800
17,builder_19,112105000,418000
18,builder_9,97121000,18845090
19,builder_0,74836000,2041940
20,builder_19,84259000,19348000
21,builder_9,123562000,1905600
22,builder_9,103338000,1719360
23,builder_6,161698000,6380190
24,builder_9,100092000,8724900
25,builder_6,103423000,1825030
26,builder_6,216937000,5525530
27,builder_19,123968000,1460320
28,builder_8,69994000,385930
29,builder_9,183039000,1890100
30,builder_9,72501000,1004530
31,builder_6,164386000,4987520
32,builder_10,120899000,2069990
33,builder_9,108621000,7727500
34,builder_5,82404000,2062830
35,builder_19,124640000,1307500
36,builder_9,86963000,18475460
37,builder_6,134005000,19237400
38,builder_6,170760000,1299930
39,builder_6,185117000,1329700
40,builder_0,115099000,2726880
41,builder_14,63799000,12015200
42,builder_19,98936000,1098500
43,builder_8,70603000,18105600
44,builder_19,131397000,517030
45,builder_5,62071000,885300
46,builder_7,96322000,401110
47,builder_9,57977000,1121200
48,builder_9,99867000,1161200
49,builder_9,99042000,2845200
50,builder_6,111008000,3147640
51,builder_12,120487000,2248690
52,builder_5,98034000,408800
53,builder_19,112105000,418000
54,builder_9,97121000,18845090
55,builder_0,74836000,2041940
56,builder_19,84259000,19348000
57,builder_9,123562000,1905600
58,builder_9,103338000,1719360
59,builder_6,161698000,6380190
60,builder_9,100092000,8724900
61,builder_6,103423000,1825030
62,builder_6,216937000,5525530
63,builder_19,123968000,1460320
64,builder_8,69994000,385930
65,builder_9,183039000,1890100
66,builder_9,72501000,1004530
67,builder_6,164386000,4987520
68,builder_10,120899000,2069990
69,builder_9,108621000,7727500
70,builder_5,82404000,2062830
71,builder_19,124640000,1307500
72,builder_9,86963000,18475460
73,builder_6,134005000,19237400
74,builder_6,170760000,1299930
75,builder_6,185117000,1329700
76,builder_0,115099000,2726880
77,builder_14,63799000,12015200
78,builder_19,98936000,1098500
79,builder_8,70603000,18105600
80,builder_19,131397000,517030
81,builder_5,62071000,885300
82,builder_7,96322000,401110
83,builder_9,57977000,1121200
