block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,1077120000,72515740,5120533750.0,normal,95
2,1040850000,115276640,10450618935.0,normal,87
3,1018700000,20707200,16105845065.0,normal,92
4,892299000,61953780,22196089945.0,attack,60
5,960260000,67758980,28737014055.0,attack,63
6,984810000,65551280,35613513800.0,normal,95
7,970010000,36263300,42891675645.0,attack,67
8,1133390000,35929300,50729908360.0,attack,57
9,1139570000,53546700,58861714640.0,attack,69
10,1161730000,47348200,67420685690.0,attack,52
11,1102000000,1109300,76284995660.0,attack,70
12,1169000000,697920,85608473565.0,attack,83
13,1080800000,113412400,95198559680.0,normal,86
14,1023437000,45350530,105203768290.0,attack,70
15,1159000000,1768740,115759788295.0,attack,78
16,1279252000,92686020,126700828470.0,normal,98
17,1112800000,53912400,137891282905.0,attack,51
18,1235757000,92715400,149573899790.0,normal,96
19,793800000,100810100,161357670810.0,normal,92
20,1243000000,18744090,174034887450.0,attack,64
21,1103240000,71462200,186748345080.0,attack,64
22,1015537000,76232700,199895614240.0,attack,52
23,1026100000,41720200,213474708265.0,attack,57
24,1170790000,143088780,227494894115.0,normal,94
25,915550000,65570030,241730291435.0,attack,74
26,1117688000,142623800,256702795075.0,normal,88
27,963830000,68920330,271902394610.0,attack,80
28,996630000,20002390,287626736785.0,attack,81
29,1078970000,22836630,303774561165.0,attack,52
30,1332000000,7790180,320491142045.0,attack,57
31,1229000000,447300,337309497610.0,attack,65
32,1144000000,2398630,354549870760.0,attack,80
33,1096900000,36557600,372152113075.0,attack,72
34,1230748000,148133300,390216690795.0,normal,90
35,925420000,71798730,408339631165.0,attack,59
36,873770000,65675700,427054564580.0,attack,65
37,910750000,71662600,446156988020.0,attack,69
38,1096100000,40674100,465705897685.0,attack,73
39,1053683000,36952320,485389594540.0,attack,71
40,1143277000,39548200,505575371600.0,attack,58
41,1095200000,18457970,526215273200.0,attack,78
42,901610000,58454200,547081573930.0,attack,84
43,1080610000,36840100,568621119800.0,attack,71
44,1082590000,145600200,590466415510.0,normal,100
45,925480000,54545000,612481935365.0,attack,76
46,881119000,72219040,634953979865.0,attack,69
47,1143350000,25411360,657950132630.0,attack,85
48,1021953000,117092640,681169659940.0,normal,95
49,1174740000,57560700,704788242335.0,normal,90
50,923760000,52861100,728658703175.0,normal,98
