block_num,builder_id,proposer_id,winning_bid,total_gas_fee,total_mev
0,builder_16,proposer_8,94198009.1523759,104235267,59268
1,builder_12,proposer_15,211612369.07041445,236589777,2653
2,builder_9,proposer_11,241712590.19629973,263594697,1634
3,builder_11,proposer_7,178462370.3668979,194479436,5228
4,builder_11,proposer_7,94758470.5655791,104376072,9415
5,builder_6,proposer_2,139884834.3873081,188806547,44121
6,builder_5,proposer_12,151612164.44992527,165513117,309898
7,builder_19,proposer_4,131766598.21746907,143833954,4939
8,builder_8,proposer_11,118190675.2352262,130260392,4576
9,builder_16,proposer_16,85557656.50136419,93338426,1037
10,builder_0,proposer_14,127443012.27463962,143600050,8204
11,builder_9,proposer_12,249115560.2994047,272486601,2502
12,builder_2,proposer_5,130073437.3181522,141976943,3282
13,builder_10,proposer_14,231786441.79114684,252933963,4362
14,builder_17,proposer_13,74871678.97317336,85437834,3241
15,builder_10,proposer_8,405502070.39445394,442038235,2003
16,builder_1,proposer_10,202897085.41839096,222241110,306296
17,builder_1,proposer_2,108281995.27255934,117969202,5277
18,builder_3,proposer_7,543728557.0249352,607900674,14070
19,builder_6,proposer_7,82127363.70136572,89579390,9360
20,builder_16,proposer_9,197385131.81836045,215410602,6199
21,builder_6,proposer_10,90119118.6581689,98328458,9483
22,builder_14,proposer_14,118744614.25512876,129519698,4248
23,builder_11,proposer_0,348354271.2463051,380207376,138820
24,builder_3,proposer_11,153930041.8404144,168328453,64036
25,builder_4,proposer_16,91686550.51691188,107070576,12771
26,builder_17,proposer_9,109679522.85707346,120308109,9666
27,builder_12,proposer_12,350802513.5406164,468807967,10254
28,builder_16,proposer_8,94198009.1523759,104235267,59268
29,builder_12,proposer_15,211612369.07041445,236589777,2653
30,builder_9,proposer_11,241712590.19629973,263594697,1634
31,builder_11,proposer_7,178462370.3668979,194479436,5228
32,builder_11,proposer_7,94758470.5655791,104376072,9415
33,builder_6,proposer_2,139884834.3873081,188806547,44121
34,builder_5,proposer_12,151612164.44992527,165513117,309898
35,builder_19,proposer_4,131766598.21746907,143833954,4939
36,builder_8,proposer_11,118190675.2352262,130260392,4576
37,builder_16,proposer_16,85557656.50136419,93338426,1037
38,builder_0,proposer_14,127443012.27463962,143600050,8204
39,builder_9,proposer_12,249115560.2994047,272486601,2502
40,builder_2,proposer_5,130073437.3181522,141976943,3282
41,builder_10,proposer_14,231786441.79114684,252933963,4362
42,builder_17,proposer_13,74871678.97317336,85437834,3241
43,builder_10,proposer_8,405502070.39445394,442038235,2003
44,builder_1,proposer_10,202897085.41839096,222241110,306296
45,builder_1,proposer_2,108281995.27255934,117969202,5277
46,builder_3,proposer_7,543728557.0249352,607900674,14070
47,builder_6,proposer_7,82127363.70136572,89579390,9360
48,builder_16,proposer_9,197385131.81836045,215410602,6199
49,builder_6,proposer_10,90119118.6581689,98328458,9483
50,builder_14,proposer_14,118744614.25512876,129519698,4248
51,builder_11,proposer_0,348354271.2463051,380207376,138820
52,builder_3,proposer_11,153930041.8404144,168328453,64036
53,builder_4,proposer_16,91686550.51691188,107070576,12771
54,builder_17,proposer_9,109679522.85707346,120308109,9666
55,builder_12,proposer_12,350802513.5406164,468807967,10254
56,builder_16,proposer_8,94198009.1523759,104235267,59268
57,builder_12,proposer_15,211612369.07041445,236589777,2653
58,builder_9,proposer_11,241712590.19629973,263594697,1634
59,builder_11,proposer_7,178462370.3668979,194479436,5228
60,builder_11,proposer_7,94758470.5655791,104376072,9415
61,builder_6,proposer_2,139884834.3873081,188806547,44121
62,builder_5,proposer_12,151612164.44992527,165513117,309898
63,builder_19,proposer_4,131766598.21746907,143833954,4939
64,builder_8,proposer_11,118190675.2352262,130260392,4576
65,builder_16,proposer_16,85557656.50136419,93338426,1037
66,builder_0,proposer_14,127443012.27463962,143600050,8204
67,builder_9,proposer_12,249115560.2994047,272486601,2502
68,builder_2,proposer_5,130073437.3181522,141976943,3282
69,builder_10,proposer_14,231786441.79114684,252933963,4362
70,builder_17,proposer_13,74871678.97317336,85437834,3241
71,builder_10,proposer_8,405502070.39445394,442038235,2003
72,builder_1,proposer_10,202897085.41839096,222241110,306296
73,builder_1,proposer_2,108281995.27255934,117969202,5277
74,builder_3,proposer_7,543728557.0249352,607900674,14070
75,builder_6,proposer_7,82127363.70136572,89579390,9360
76,builder_16,proposer_9,197385131.81836045,215410602,6199
77,builder_6,proposer_10,90119118.6581689,98328458,9483
78,builder_14,proposer_14,118744614.25512876,129519698,4248
79,builder_11,proposer_0,348354271.2463051,380207376,138820
80,builder_3,proposer_11,153930041.8404144,168328453,64036
81,builder_4,proposer_16,91686550.51691188,107070576,12771
82,builder_17,proposer_9,109679522.85707346,120308109,9666
83,builder_12,proposer_12,350802513.5406164,468807967,10254
