block_id,total_gas,total_mev_captured,validator_type,validator_id
1,898460190,4163000,attack,4502
2,1032000756,4344000,attack,4531
3,1032001332,4344000,attack,4504
4,1032001908,4344000,attack,4512
5,1032002484,4344000,attack,4524
6,1032003060,4344000,attack,4543
7,989003473,4163000,normal,4549
8,1032004212,4344000,attack,4536
9,1032004788,4344000,attack,4520
10,1032005364,4344000,attack,4536
11,1032005940,4344000,attack,4501
12,1032006516,4344000,attack,4516
13,1032007092,4344000,attack,4540
14,1075007975,4525000,attack,4501
15,1032008244,4344000,attack,4523
16,1032008820,4344000,attack,4503
17,1032009396,4344000,attack,4539
18,1032009972,4344000,attack,4505
19,1032010548,4344000,attack,4507
20,1032011124,4344000,attack,4507
21,1075012175,4525000,attack,4544
22,1032012276,4344000,attack,4531
23,1032012852,4344000,attack,4545
24,1032013428,4344000,attack,4502
25,1032014004,4344000,attack,4512
26,1032014580,4344000,attack,4523
27,1032015156,4344000,attack,4511
28,1032015732,4344000,attack,4541
29,1032016308,4344000,attack,4512
30,1032016884,4344000,attack,4523
31,1032017460,4344000,attack,4516
32,1032018036,4344000,attack,4501
33,1032018612,4344000,attack,4532
34,1075019975,4525000,attack,4543
35,1032019764,4344000,attack,4545
36,1032020340,4344000,attack,4504
37,1032020916,4344000,attack,4505
38,1032021492,4344000,attack,4529
39,989021137,4163000,normal,4547
40,1075023575,4525000,attack,4522
41,1032023220,4344000,attack,4502
42,1032023796,4344000,attack,4540
43,1075025375,4525000,attack,4521
44,1032024948,4344000,attack,4535
45,1032025524,4344000,attack,4544
46,1032026100,4344000,attack,4541
47,1075027775,4525000,attack,4508
48,1032027252,4344000,attack,4506
49,1032027828,4344000,attack,4542
50,1032028404,4344000,attack,4505
