block_num,builder_id,total_gas_fee,total_mev,included_txs
0,builder_6,5919998,3130,
1,builder_6,193132993,8310,
2,builder_6,234152001,593000,
3,builder_6,535997001,19477380,
4,builder_6,43046002,0,
5,builder_6,418036000,20146700,
6,builder_6,290038010,1310800,
7,builder_6,62722989,43300,
8,builder_6,296364002,201100,
9,builder_6,73336006,779000,
10,builder_6,212966022,1149000,
11,builder_6,382260009,1031700,
12,builder_6,526300004,810700,
13,builder_6,128177994,167390,
14,builder_6,76830009,30610,
15,builder_6,62552001,24220,
16,builder_6,128050050,116400,
17,builder_6,110560031,14200,
18,builder_6,43067994,0,
19,builder_6,51879999,0,
20,builder_6,5919998,3130,
21,builder_6,193132993,8310,
22,builder_6,234152001,593000,
23,builder_6,535997001,19477380,
24,builder_6,43046002,0,
25,builder_6,418036000,20146700,
26,builder_6,290038010,1310800,
27,builder_6,62722989,43300,
28,builder_6,296364002,201100,
29,builder_6,73336006,779000,
30,builder_6,212966022,1149000,
31,builder_6,382260009,1031700,
32,builder_6,526300004,810700,
33,builder_6,128177994,167390,
34,builder_6,76830009,30610,
35,builder_6,62552001,24220,
36,builder_6,128050050,116400,
37,builder_6,110560031,14200,
38,builder_6,43067994,0,
39,builder_6,51879999,0,
40,builder_6,5919998,3130,
41,builder_6,193132993,8310,
42,builder_6,234152001,593000,
43,builder_6,535997001,19477380,
44,builder_6,43046002,0,
45,builder_6,418036000,20146700,
46,builder_6,290038010,1310800,
47,builder_6,62722989,43300,
48,builder_6,296364002,201100,
49,builder_6,73336006,779000,
50,builder_6,212966022,1149000,
51,builder_6,382260009,1031700,
52,builder_6,526300004,810700,
53,builder_6,128177994,167390,
54,builder_6,76830009,30610,
55,builder_6,62552001,24220,
56,builder_6,128050050,116400,
57,builder_6,110560031,14200,
58,builder_6,43067994,0,
59,builder_6,51879999,0,
60,builder_6,5919998,3130,
61,builder_6,193132993,8310,
62,builder_6,234152001,593000,
63,builder_6,535997001,19477380,
64,builder_6,43046002,0,
65,builder_6,418036000,20146700,
66,builder_6,290038010,1310800,
67,builder_6,62722989,43300,
68,builder_6,296364002,201100,
69,builder_6,73336006,779000,
70,builder_6,212966022,1149000,
71,builder_6,382260009,1031700,
72,builder_6,526300004,810700,
73,builder_6,128177994,167390,
74,builder_6,76830009,30610,
75,builder_6,62552001,24220,
76,builder_6,128050050,116400,
77,builder_6,110560031,14200,
78,builder_6,43067994,0,
79,builder_6,51879999,0,
80,builder_6,5919998,3130,
81,builder_6,193132993,8310,
82,builder_6,234152001,593000,
83,builder_6,535997001,19477380,
84,builder_6,43046002,0,
85,builder_6,418036000,20146700,
86,builder_6,290038010,1310800,
87,builder_6,62722989,43300,
88,builder_6,296364002,201100,
89,builder_6,73336006,779000,
90,builder_6,212966022,1149000,
91,builder_6,382260009,1031700,
92,builder_6,526300004,810700,
93,builder_6,128177994,167390,
94,builder_6,76830009,30610,
95,builder_6,62552001,24220,
96,builder_6,128050050,116400,
97,builder_6,110560031,14200,
98,builder_6,43067994,0,
99,builder_6,51879999,0,
100,builder_6,5919998,3130,
101,builder_6,193132993,8310,
102,builder_6,234152001,593000,
103,builder_6,535997001,19477380,
104,builder_6,43046002,0,
105,builder_6,418036000,20146700,
106,builder_6,290038010,1310800,
107,builder_6,62722989,43300,
108,builder_6,296364002,201100,
109,builder_6,73336006,779000,
110,builder_6,212966022,1149000,
111,builder_6,382260009,1031700,
112,builder_6,526300004,810700,
113,builder_6,128177994,167390,
114,builder_6,76830009,30610,
115,builder_6,62552001,24220,
116,builder_6,128050050,116400,
117,builder_6,110560031,14200,
118,builder_6,43067994,0,
119,builder_6,51879999,0,
120,builder_6,5919998,3130,
121,builder_6,193132993,8310,
122,builder_6,234152001,593000,
123,builder_6,535997001,19477380,
124,builder_6,43046002,0,
125,builder_6,418036000,20146700,
126,builder_6,290038010,1310800,
127,builder_6,62722989,43300,
128,builder_6,296364002,201100,
129,builder_6,73336006,779000,
130,builder_6,212966022,1149000,
131,builder_6,382260009,1031700,
132,builder_6,526300004,810700,
133,builder_6,128177994,167390,
134,builder_6,76830009,30610,
135,builder_6,62552001,24220,
136,builder_6,128050050,116400,
137,builder_6,110560031,14200,
138,builder_6,43067994,0,
139,builder_6,51879999,0,
140,builder_6,5919998,3130,
141,builder_6,193132993,8310,
142,builder_6,234152001,593000,
143,builder_6,535997001,19477380,
144,builder_6,43046002,0,
145,builder_6,418036000,20146700,
146,builder_6,290038010,1310800,
147,builder_6,62722989,43300,
148,builder_6,296364002,201100,
149,builder_6,73336006,779000,
150,builder_6,212966022,1149000,
151,builder_6,382260009,1031700,
152,builder_6,526300004,810700,
153,builder_6,128177994,167390,
154,builder_6,76830009,30610,
155,builder_6,62552001,24220,
156,builder_6,128050050,116400,
157,builder_6,110560031,14200,
158,builder_6,43067994,0,
159,builder_6,51879999,0,
160,builder_6,5919998,3130,
161,builder_6,193132993,8310,
162,builder_6,234152001,593000,
163,builder_6,535997001,19477380,
164,builder_6,43046002,0,
165,builder_6,418036000,20146700,
166,builder_6,290038010,1310800,
167,builder_6,62722989,43300,
168,builder_6,296364002,201100,
169,builder_6,73336006,779000,
170,builder_6,212966022,1149000,
171,builder_6,382260009,1031700,
172,builder_6,526300004,810700,
173,builder_6,128177994,167390,
174,builder_6,76830009,30610,
175,builder_6,62552001,24220,
176,builder_6,128050050,116400,
177,builder_6,110560031,14200,
178,builder_6,43067994,0,
179,builder_6,51879999,0,
180,builder_6,5919998,3130,
181,builder_6,193132993,8310,
182,builder_6,234152001,593000,
183,builder_6,535997001,19477380,
184,builder_6,43046002,0,
185,builder_6,418036000,20146700,
186,builder_6,290038010,1310800,
187,builder_6,62722989,43300,
188,builder_6,296364002,201100,
189,builder_6,73336006,779000,
190,builder_6,212966022,1149000,
191,builder_6,382260009,1031700,
192,builder_6,526300004,810700,
193,builder_6,128177994,167390,
194,builder_6,76830009,30610,
195,builder_6,62552001,24220,
196,builder_6,128050050,116400,
197,builder_6,110560031,14200,
198,builder_6,43067994,0,
199,builder_6,51879999,0,
200,builder_6,5919998,3130,
201,builder_6,193132993,8310,
202,builder_6,234152001,593000,
203,builder_6,535997001,19477380,
204,builder_6,43046002,0,
205,builder_6,418036000,20146700,
206,builder_6,290038010,1310800,
207,builder_6,62722989,43300,
208,builder_6,296364002,201100,
209,builder_6,73336006,779000,
210,builder_6,212966022,1149000,
211,builder_6,382260009,1031700,
212,builder_6,526300004,810700,
213,builder_6,128177994,167390,
214,builder_6,76830009,30610,
215,builder_6,62552001,24220,
216,builder_6,128050050,116400,
217,builder_6,110560031,14200,
218,builder_6,43067994,0,
219,builder_6,51879999,0,
220,builder_6,5919998,3130,
221,builder_6,193132993,8310,
222,builder_6,234152001,593000,
223,builder_6,535997001,19477380,
224,builder_6,43046002,0,
225,builder_6,418036000,20146700,
226,builder_6,290038010,1310800,
227,builder_6,62722989,43300,
228,builder_6,296364002,201100,
229,builder_6,73336006,779000,
230,builder_6,212966022,1149000,
231,builder_6,382260009,1031700,
232,builder_6,526300004,810700,
233,builder_6,128177994,167390,
234,builder_6,76830009,30610,
235,builder_6,62552001,24220,
236,builder_6,128050050,116400,
237,builder_6,110560031,14200,
238,builder_6,43067994,0,
239,builder_6,51879999,0,
240,builder_6,5919998,3130,
241,builder_6,193132993,8310,
242,builder_6,234152001,593000,
243,builder_6,535997001,19477380,
244,builder_6,43046002,0,
245,builder_6,418036000,20146700,
246,builder_6,290038010,1310800,
247,builder_6,62722989,43300,
248,builder_6,296364002,201100,
249,builder_6,73336006,779000,
250,builder_6,212966022,1149000,
251,builder_6,382260009,1031700,
252,builder_6,526300004,810700,
253,builder_6,128177994,167390,
254,builder_6,76830009,30610,
255,builder_6,62552001,24220,
256,builder_6,128050050,116400,
257,builder_6,110560031,14200,
258,builder_6,43067994,0,
259,builder_6,51879999,0,
260,builder_6,24098005,42000,
261,builder_6,44098007,42000,
262,builder_6,167795003,936180,
263,builder_6,180455995,1091180,
264,builder_6,86603989,155000,
265,builder_6,130139992,0,
266,builder_6,138322998,14200,
267,builder_6,120201993,14200,
268,builder_6,188349993,14200,
269,builder_6,273078999,68100,
270,builder_6,724907991,96300,
271,builder_6,914331985,70190,
272,builder_6,1548279998,445990,
273,builder_6,1108180010,404000,
274,builder_6,202327005,159700,
275,builder_6,160769012,159700,
276,builder_6,80607015,0,
277,builder_6,214200015,0,
278,builder_6,210400013,0,
279,builder_6,362350007,1296800,
280,builder_6,24098005,42000,
281,builder_6,44098007,42000,
282,builder_6,167795003,936180,
283,builder_6,180455995,1091180,
284,builder_6,86603989,155000,
285,builder_6,130139992,0,
286,builder_6,138322998,14200,
287,builder_6,120201993,14200,
