block_num,builder_id,total_gas_fee,total_mev,included_txs
0,builder_6,5849999,3130,
1,builder_6,5989999,3130,
2,builder_6,257731000,18178610,
3,builder_6,371742013,18208660,
4,builder_6,13256994,108900,
5,builder_6,4564997,0,
6,builder_6,158060013,201600,
7,builder_6,149350025,183000,
8,builder_6,115555000,867100,
9,builder_6,172343989,827700,
10,builder_6,127822999,46500,
11,builder_6,181319999,0,
12,builder_6,231299999,287700,
13,builder_6,8500000,31700,
14,builder_6,229090003,342580,
15,builder_6,261399999,325680,
16,builder_6,36999003,439100,
17,builder_6,203499995,420300,
18,builder_6,94744999,82000,
19,builder_6,181540014,877920,
20,builder_6,5849999,3130,
21,builder_6,5989999,3130,
22,builder_6,257731000,18178610,
23,builder_6,371742013,18208660,
24,builder_6,13256994,108900,
25,builder_6,4564997,0,
26,builder_6,158060013,201600,
27,builder_6,149350025,183000,
28,builder_6,115555000,867100,
29,builder_6,172343989,827700,
30,builder_6,127822999,46500,
31,builder_6,181319999,0,
32,builder_6,231299999,287700,
33,builder_6,8500000,31700,
34,builder_6,229090003,342580,
35,builder_6,261399999,325680,
36,builder_6,36999003,439100,
37,builder_6,203499995,420300,
38,builder_6,94744999,82000,
39,builder_6,181540014,877920,
40,builder_6,5849999,3130,
41,builder_6,5989999,3130,
42,builder_6,257731000,18178610,
43,builder_6,371742013,18208660,
44,builder_6,13256994,108900,
45,builder_6,4564997,0,
46,builder_6,158060013,201600,
47,builder_6,149350025,183000,
48,builder_6,115555000,867100,
49,builder_6,172343989,827700,
50,builder_6,127822999,46500,
51,builder_6,181319999,0,
52,builder_6,231299999,287700,
53,builder_6,8500000,31700,
54,builder_6,229090003,342580,
55,builder_6,261399999,325680,
56,builder_6,36999003,439100,
57,builder_6,203499995,420300,
58,builder_6,94744999,82000,
59,builder_6,181540014,877920,
60,builder_6,5849999,3130,
61,builder_6,5989999,3130,
62,builder_6,257731000,18178610,
63,builder_6,371742013,18208660,
64,builder_6,13256994,108900,
65,builder_6,4564997,0,
66,builder_6,158060013,201600,
67,builder_6,149350025,183000,
68,builder_6,115555000,867100,
69,builder_6,172343989,827700,
70,builder_6,127822999,46500,
71,builder_6,181319999,0,
72,builder_6,231299999,287700,
73,builder_6,8500000,31700,
74,builder_6,229090003,342580,
75,builder_6,261399999,325680,
76,builder_6,36999003,439100,
77,builder_6,203499995,420300,
78,builder_6,94744999,82000,
79,builder_6,181540014,877920,
80,builder_6,5849999,3130,
81,builder_6,5989999,3130,
82,builder_6,257731000,18178610,
83,builder_6,371742013,18208660,
84,builder_6,13256994,108900,
85,builder_6,4564997,0,
86,builder_6,158060013,201600,
87,builder_6,149350025,183000,
88,builder_6,115555000,867100,
89,builder_6,172343989,827700,
90,builder_6,127822999,46500,
91,builder_6,181319999,0,
92,builder_6,231299999,287700,
93,builder_6,8500000,31700,
94,builder_6,229090003,342580,
95,builder_6,261399999,325680,
96,builder_6,36999003,439100,
97,builder_6,203499995,420300,
98,builder_6,94744999,82000,
99,builder_6,181540014,877920,
100,builder_6,5849999,3130,
101,builder_6,5989999,3130,
102,builder_6,257731000,18178610,
103,builder_6,371742013,18208660,
104,builder_6,13256994,108900,
105,builder_6,4564997,0,
106,builder_6,158060013,201600,
107,builder_6,149350025,183000,
108,builder_6,115555000,867100,
109,builder_6,172343989,827700,
110,builder_6,127822999,46500,
111,builder_6,181319999,0,
112,builder_6,231299999,287700,
113,builder_6,8500000,31700,
114,builder_6,229090003,342580,
115,builder_6,261399999,325680,
116,builder_6,36999003,439100,
117,builder_6,203499995,420300,
118,builder_6,94744999,82000,
119,builder_6,181540014,877920,
120,builder_6,5849999,3130,
121,builder_6,5989999,3130,
122,builder_6,257731000,18178610,
123,builder_6,371742013,18208660,
124,builder_6,13256994,108900,
125,builder_6,4564997,0,
126,builder_6,158060013,201600,
127,builder_6,149350025,183000,
128,builder_6,115555000,867100,
129,builder_6,172343989,827700,
130,builder_6,127822999,46500,
131,builder_6,181319999,0,
132,builder_6,231299999,287700,
133,builder_6,8500000,31700,
134,builder_6,229090003,342580,
135,builder_6,261399999,325680,
136,builder_6,36999003,439100,
137,builder_6,203499995,420300,
138,builder_6,94744999,82000,
139,builder_6,181540014,877920,
140,builder_6,5849999,3130,
141,builder_6,5989999,3130,
142,builder_6,257731000,18178610,
143,builder_6,371742013,18208660,
144,builder_6,13256994,108900,
145,builder_6,4564997,0,
146,builder_6,158060013,201600,
147,builder_6,149350025,183000,
148,builder_6,115555000,867100,
149,builder_6,172343989,827700,
150,builder_6,127822999,46500,
151,builder_6,181319999,0,
152,builder_6,231299999,287700,
153,builder_6,8500000,31700,
154,builder_6,229090003,342580,
155,builder_6,261399999,325680,
156,builder_6,36999003,439100,
157,builder_6,203499995,420300,
158,builder_6,94744999,82000,
159,builder_6,181540014,877920,
160,builder_6,5849999,3130,
161,builder_6,5989999,3130,
162,builder_6,257731000,18178610,
163,builder_6,371742013,18208660,
164,builder_6,13256994,108900,
165,builder_6,4564997,0,
166,builder_6,158060013,201600,
167,builder_6,149350025,183000,
168,builder_6,115555000,867100,
169,builder_6,172343989,827700,
170,builder_6,127822999,46500,
171,builder_6,181319999,0,
172,builder_6,231299999,287700,
173,builder_6,8500000,31700,
174,builder_6,229090003,342580,
175,builder_6,261399999,325680,
176,builder_6,36999003,439100,
177,builder_6,203499995,420300,
178,builder_6,94744999,82000,
179,builder_6,181540014,877920,
180,builder_6,5849999,3130,
181,builder_6,5989999,3130,
182,builder_6,257731000,18178610,
183,builder_6,371742013,18208660,
184,builder_6,13256994,108900,
185,builder_6,4564997,0,
186,builder_6,158060013,201600,
187,builder_6,149350025,183000,
188,builder_6,115555000,867100,
189,builder_6,172343989,827700,
190,builder_6,127822999,46500,
191,builder_6,181319999,0,
192,builder_6,231299999,287700,
193,builder_6,8500000,31700,
194,builder_6,229090003,342580,
195,builder_6,261399999,325680,
196,builder_6,36999003,439100,
197,builder_6,203499995,420300,
198,builder_6,94744999,82000,
199,builder_6,181540014,877920,
200,builder_6,5849999,3130,
201,builder_6,5989999,3130,
202,builder_6,257731000,18178610,
203,builder_6,371742013,18208660,
204,builder_6,13256994,108900,
205,builder_6,4564997,0,
206,builder_6,158060013,201600,
207,builder_6,149350025,183000,
208,builder_6,115555000,867100,
209,builder_6,172343989,827700,
210,builder_6,127822999,46500,
211,builder_6,181319999,0,
212,builder_6,231299999,287700,
213,builder_6,8500000,31700,
214,builder_6,229090003,342580,
215,builder_6,261399999,325680,
216,builder_6,36999003,439100,
217,builder_6,203499995,420300,
218,builder_6,94744999,82000,
219,builder_6,181540014,877920,
220,builder_6,5849999,3130,
221,builder_6,5989999,3130,
222,builder_6,257731000,18178610,
223,builder_6,371742013,18208660,
224,builder_6,13256994,108900,
225,builder_6,4564997,0,
226,builder_6,158060013,201600,
227,builder_6,149350025,183000,
228,builder_6,115555000,867100,
229,builder_6,172343989,827700,
230,builder_6,127822999,46500,
231,builder_6,181319999,0,
232,builder_6,231299999,287700,
233,builder_6,8500000,31700,
234,builder_6,229090003,342580,
235,builder_6,261399999,325680,
236,builder_6,36999003,439100,
237,builder_6,203499995,420300,
238,builder_6,94744999,82000,
239,builder_6,181540014,877920,
240,builder_6,5849999,3130,
241,builder_6,5989999,3130,
242,builder_6,257731000,18178610,
243,builder_6,371742013,18208660,
244,builder_6,13256994,108900,
245,builder_6,4564997,0,
246,builder_6,158060013,201600,
247,builder_6,149350025,183000,
248,builder_6,115555000,867100,
249,builder_6,172343989,827700,
250,builder_6,127822999,46500,
251,builder_6,181319999,0,
252,builder_6,231299999,287700,
253,builder_6,8500000,31700,
254,builder_6,229090003,342580,
255,builder_6,261399999,325680,
256,builder_6,36999003,439100,
257,builder_6,203499995,420300,
258,builder_6,94744999,82000,
259,builder_6,181540014,877920,
260,builder_6,3204000,0,
261,builder_6,82558001,1282600,
262,builder_6,472302994,2673240,
263,builder_6,249837005,7285500,
264,builder_6,265150013,7549600,
265,builder_6,252684013,702000,
266,builder_6,499700016,218000,
267,builder_6,184707001,551880,
268,builder_6,196064002,1051000,
269,builder_6,290367992,733460,
270,builder_6,556320009,1471030,
271,builder_6,277459993,995800,
272,builder_6,406894988,1363600,
273,builder_6,596759998,4973500,
274,builder_6,371810002,4994600,
275,builder_6,324740006,71440,
276,builder_6,421739989,33440,
277,builder_6,513169980,12800,
278,builder_6,330020000,17000,
279,builder_6,383638010,266600,
280,builder_6,3204000,0,
281,builder_6,82558001,1282600,
282,builder_6,472302994,2673240,
283,builder_6,249837005,7285500,
284,builder_6,265150013,7549600,
285,builder_6,252684013,702000,
286,builder_6,499700016,218000,
287,builder_6,184707001,551880,
288,builder_6,196064002,1051000,
289,builder_6,290367992,733460,
290,builder_6,556320009,1471030,
291,builder_6,277459993,995800,
292,builder_6,406894988,1363600,
293,builder_6,596759998,4973500,
294,builder_6,371810002,4994600,
295,builder_6,324740006,71440,
296,builder_6,421739989,33440,
297,builder_6,513169980,12800,
298,builder_6,330020000,17000,
299,builder_6,383638010,266600,
300,builder_6,3204000,0,
301,builder_6,82558001,1282600,
302,builder_6,472302994,2673240,
303,builder_6,249837005,7285500,
304,builder_6,265150013,7549600,
305,builder_6,252684013,702000,
306,builder_6,499700016,218000,
307,builder_6,184707001,551880,
308,builder_6,196064002,1051000,
309,builder_6,290367992,733460,
310,builder_6,556320009,1471030,
311,builder_6,277459993,995800,
312,builder_6,406894988,1363600,
313,builder_6,596759998,4973500,
314,builder_6,371810002,4994600,
315,builder_6,324740006,71440,
316,builder_6,421739989,33440,
317,builder_6,513169980,12800,
318,builder_6,330020000,17000,
319,builder_6,383638010,266600,
320,builder_6,3204000,0,
321,builder_6,82558001,1282600,
322,builder_6,472302994,2673240,
323,builder_6,249837005,7285500,
324,builder_6,265150013,7549600,
325,builder_6,252684013,702000,
326,builder_6,499700016,218000,
327,builder_6,184707001,551880,
328,builder_6,196064002,1051000,
329,builder_6,290367992,733460,
330,builder_6,556320009,1471030,
331,builder_6,277459993,995800,
332,builder_6,406894988,1363600,
333,builder_6,596759998,4973500,
334,builder_6,371810002,4994600,
335,builder_6,324740006,71440,
336,builder_6,421739989,33440,
337,builder_6,513169980,12800,
