block_num,builder_id,total_gas_fee,total_mev,total_created_txs,total_attack_txs,included_txs
0,builder_6,5849999,3130,59,33,8
1,builder_6,5000000,0,52,27,1
2,builder_6,59233995,18144560,58,26,91
3,builder_6,69988998,1074800,51,22,17
4,builder_6,2400000,0,56,22,1
5,builder_6,1843000,157800,46,22,3
6,builder_7,3800000,0,41,14,2
7,builder_6,900600002,5235000,55,27,100
8,builder_6,1069800001,5436900,45,23,100
9,builder_6,186779995,670910,41,26,100
10,builder_6,95636000,335000,48,17,98
11,builder_6,89804007,943620,63,33,60
12,builder_6,180060012,913800,55,32,100
13,builder_6,120114003,505000,58,29,57
14,builder_6,182146990,18793290,48,24,91
15,builder_6,108801009,295380,53,27,56
16,builder_6,56988993,432400,47,25,50
17,builder_6,111823006,1536440,54,31,93
18,builder_6,82337003,888310,61,35,60
19,builder_6,99899998,4943600,41,16,44
20,builder_6,5849999,3130,59,33,8
21,builder_6,5000000,0,52,27,1
22,builder_6,59233995,18144560,58,26,91
23,builder_6,69988998,1074800,51,22,17
24,builder_6,2400000,0,56,22,1
25,builder_6,1843000,157800,46,22,3
26,builder_7,3800000,0,41,14,2
27,builder_6,900600002,5235000,55,27,100
28,builder_6,1069800001,5436900,45,23,100
29,builder_6,186779995,670910,41,26,100
30,builder_6,95636000,335000,48,17,98
31,builder_6,89804007,943620,63,33,60
32,builder_6,180060012,913800,55,32,100
33,builder_6,120114003,505000,58,29,57
34,builder_6,182146990,18793290,48,24,91
35,builder_6,108801009,295380,53,27,56
36,builder_6,56988993,432400,47,25,50
37,builder_6,111823006,1536440,54,31,93
38,builder_6,82337003,888310,61,35,60
39,builder_6,99899998,4943600,41,16,44
40,builder_6,5849999,3130,59,33,8
41,builder_6,5000000,0,52,27,1
42,builder_6,59233995,18144560,58,26,91
43,builder_6,69988998,1074800,51,22,17
44,builder_6,2400000,0,56,22,1
45,builder_6,1843000,157800,46,22,3
46,builder_7,3800000,0,41,14,2
47,builder_6,900600002,5235000,55,27,100
48,builder_6,1069800001,5436900,45,23,100
49,builder_6,186779995,670910,41,26,100
50,builder_6,95636000,335000,48,17,98
51,builder_6,89804007,943620,63,33,60
52,builder_6,180060012,913800,55,32,100
53,builder_6,120114003,505000,58,29,57
54,builder_6,182146990,18793290,48,24,91
55,builder_6,108801009,295380,53,27,56
56,builder_6,56988993,432400,47,25,50
57,builder_6,111823006,1536440,54,31,93
58,builder_6,82337003,888310,61,35,60
59,builder_6,99899998,4943600,41,16,44
60,builder_6,5849999,3130,59,33,8
61,builder_6,5000000,0,52,27,1
62,builder_6,59233995,18144560,58,26,91
63,builder_6,69988998,1074800,51,22,17
64,builder_6,2400000,0,56,22,1
65,builder_6,1843000,157800,46,22,3
66,builder_7,3800000,0,41,14,2
67,builder_6,900600002,5235000,55,27,100
68,builder_6,1069800001,5436900,45,23,100
