block_num,builder_id,total_gas_fee,total_mev,total_created_txs,total_attack_txs,included_txs
138,builder_6,152514002,1297300,56,36,59
139,builder_6,247018997,1069300,43,21,96
140,builder_6,5849999,3130,57,36,8
141,builder_3,87396001,18060240,43,22,38
142,builder_6,303780004,18454140,52,23,99
143,builder_6,59578994,368730,56,31,50
144,builder_6,82472008,1163700,44,26,47
145,builder_6,171465002,2420700,41,17,99
146,builder_6,460000,0,37,14,1
147,builder_6,167437992,1214380,56,34,100
148,builder_6,111339996,280060,47,24,76
149,builder_6,80226000,369900,54,29,48
150,builder_6,100000,0,49,21,1
151,builder_6,205213010,1567700,54,26,88
152,builder_6,151459005,883800,63,35,56
153,builder_6,410600019,1687900,47,32,100
154,builder_6,8033001,164000,43,20,8
155,builder_6,230460011,910700,63,30,100
156,builder_6,160344998,875440,54,27,60
157,builder_6,218289997,1490000,48,29,100
158,builder_6,152514002,1297300,56,36,59
159,builder_6,247018997,1069300,43,21,96
160,builder_6,5849999,3130,57,36,8
161,builder_3,87396001,18060240,43,22,38
162,builder_6,303780004,18454140,52,23,99
163,builder_6,59578994,368730,56,31,50
164,builder_6,82472008,1163700,44,26,47
165,builder_6,171465002,2420700,41,17,99
166,builder_6,460000,0,37,14,1
167,builder_6,167437992,1214380,56,34,100
168,builder_6,111339996,280060,47,24,76
169,builder_6,80226000,369900,54,29,48
170,builder_6,100000,0,49,21,1
171,builder_6,205213010,1567700,54,26,88
172,builder_6,151459005,883800,63,35,56
173,builder_6,410600019,1687900,47,32,100
174,builder_6,8033001,164000,43,20,8
175,builder_6,230460011,910700,63,30,100
176,builder_6,160344998,875440,54,27,60
177,builder_6,218289997,1490000,48,29,100
178,builder_6,152514002,1297300,56,36,59
179,builder_6,247018997,1069300,43,21,96
180,builder_6,5849999,3130,57,36,8
181,builder_3,87396001,18060240,43,22,38
182,builder_6,303780004,18454140,52,23,99
183,builder_6,59578994,368730,56,31,50
184,builder_6,82472008,1163700,44,26,47
185,builder_6,171465002,2420700,41,17,99
186,builder_6,460000,0,37,14,1
187,builder_6,167437992,1214380,56,34,100
188,builder_6,111339996,280060,47,24,76
189,builder_6,80226000,369900,54,29,48
190,builder_6,100000,0,49,21,1
191,builder_6,205213010,1567700,54,26,88
192,builder_6,151459005,883800,63,35,56
193,builder_6,410600019,1687900,47,32,100
194,builder_6,8033001,164000,43,20,8
195,builder_6,230460011,910700,63,30,100
196,builder_6,160344998,875440,54,27,60
197,builder_6,218289997,1490000,48,29,100
198,builder_6,152514002,1297300,56,36,59
199,builder_6,247018997,1069300,43,21,96
200,builder_6,5849999,3130,57,36,8
201,builder_3,87396001,18060240,43,22,38
202,builder_6,303780004,18454140,52,23,99
203,builder_6,59578994,368730,56,31,50
204,builder_6,82472008,1163700,44,26,47
205,builder_6,171465002,2420700,41,17,99
206,builder_6,460000,0,37,14,1
207,builder_6,167437992,1214380,56,34,100
208,builder_6,111339996,280060,47,24,76
209,builder_6,80226000,369900,54,29,48
210,builder_6,100000,0,49,21,1
211,builder_6,205213010,1567700,54,26,88
212,builder_6,151459005,883800,63,35,56
213,builder_6,410600019,1687900,47,32,100
214,builder_6,8033001,164000,43,20,8
215,builder_6,230460011,910700,63,30,100
216,builder_6,160344998,875440,54,27,60
217,builder_6,218289997,1490000,48,29,100
218,builder_6,152514002,1297300,56,36,59
219,builder_6,247018997,1069300,43,21,96
220,builder_6,5849999,3130,57,36,8
221,builder_3,87396001,18060240,43,22,38
222,builder_6,303780004,18454140,52,23,99
223,builder_6,59578994,368730,56,31,50
224,builder_6,82472008,1163700,44,26,47
225,builder_6,171465002,2420700,41,17,99
226,builder_6,460000,0,37,14,1
227,builder_6,167437992,1214380,56,34,100
228,builder_6,111339996,280060,47,24,76
229,builder_6,80226000,369900,54,29,48
230,builder_6,100000,0,49,21,1
231,builder_6,205213010,1567700,54,26,88
232,builder_6,151459005,883800,63,35,56
233,builder_6,410600019,1687900,47,32,100
234,builder_6,8033001,164000,43,20,8
235,builder_6,230460011,910700,63,30,100
236,builder_6,160344998,875440,54,27,60
237,builder_6,218289997,1490000,48,29,100
238,builder_6,152514002,1297300,56,36,59
239,builder_6,247018997,1069300,43,21,96
240,builder_6,5849999,3130,57,36,8
241,builder_3,87396001,18060240,43,22,38
242,builder_6,303780004,18454140,52,23,99
243,builder_6,59578994,368730,56,31,50
244,builder_6,82472008,1163700,44,26,47
245,builder_6,171465002,2420700,41,17,99
246,builder_6,460000,0,37,14,1
247,builder_6,167437992,1214380,56,34,100
248,builder_6,111339996,280060,47,24,76
249,builder_6,80226000,369900,54,29,48
250,builder_6,100000,0,49,21,1
251,builder_6,205213010,1567700,54,26,88
252,builder_6,151459005,883800,63,35,56
253,builder_6,410600019,1687900,47,32,100
254,builder_6,8033001,164000,43,20,8
255,builder_6,230460011,910700,63,30,100
256,builder_6,160344998,875440,54,27,60
257,builder_6,218289997,1490000,48,29,100
258,builder_6,152514002,1297300,56,36,59
259,builder_6,247018997,1069300,43,21,96
260,builder_6,10029999,296000,51,32,10
261,builder_6,38448999,4780800,49,25,40
262,builder_6,112321001,176600,44,27,63
263,builder_6,54983008,169600,40,18,45
264,builder_6,27000000,0,56,20,1
265,builder_6,110163001,6954800,58,25,92
266,builder_6,44751005,388500,56,27,46
267,builder_6,319060002,7254500,51,26,100
268,builder_6,198498005,1556620,52,32,92
269,builder_6,229655003,754120,56,26,74
270,builder_7,2130000,35000,46,21,2
271,builder_6,308446995,988400,42,17,100
272,builder_6,183262993,459100,54,30,58
273,builder_6,128187999,1342900,50,27,43
274,builder_6,173132005,1425920,51,28,57
275,builder_6,94207007,4521000,49,31,100
276,builder_6,34901007,83600,52,27,62
277,builder_6,34435000,890700,49,26,62
278,builder_6,196731000,1463770,51,25,100
279,builder_6,66033995,785200,42,23,44
280,builder_6,10029999,296000,51,32,10
281,builder_6,38448999,4780800,49,25,40
282,builder_6,112321001,176600,44,27,63
283,builder_6,54983008,169600,40,18,45
284,builder_6,27000000,0,56,20,1
285,builder_6,110163001,6954800,58,25,92
286,builder_6,44751005,388500,56,27,46
287,builder_6,319060002,7254500,51,26,100
288,builder_6,198498005,1556620,52,32,92
289,builder_6,229655003,754120,56,26,74
290,builder_7,2130000,35000,46,21,2
291,builder_6,308446995,988400,42,17,100
292,builder_6,183262993,459100,54,30,58
293,builder_6,128187999,1342900,50,27,43
294,builder_6,173132005,1425920,51,28,57
295,builder_6,94207007,4521000,49,31,100
296,builder_6,34901007,83600,52,27,62
297,builder_6,34435000,890700,49,26,62
298,builder_6,196731000,1463770,51,25,100
299,builder_6,66033995,785200,42,23,44
300,builder_6,10029999,296000,51,32,10
301,builder_6,38448999,4780800,49,25,40
302,builder_6,112321001,176600,44,27,63
303,builder_6,54983008,169600,40,18,45
304,builder_6,27000000,0,56,20,1
305,builder_6,110163001,6954800,58,25,92
306,builder_6,44751005,388500,56,27,46
307,builder_6,319060002,7254500,51,26,100
308,builder_6,198498005,1556620,52,32,92
309,builder_6,229655003,754120,56,26,74
310,builder_7,2130000,35000,46,21,2
311,builder_6,308446995,988400,42,17,100
312,builder_6,183262993,459100,54,30,58
313,builder_6,128187999,1342900,50,27,43
314,builder_6,173132005,1425920,51,28,57
315,builder_6,94207007,4521000,49,31,100
316,builder_6,34901007,83600,52,27,62
317,builder_6,34435000,890700,49,26,62
318,builder_6,196731000,1463770,51,25,100
319,builder_6,66033995,785200,42,23,44
320,builder_6,10029999,296000,51,32,10
321,builder_6,38448999,4780800,49,25,40
322,builder_6,112321001,176600,44,27,63
323,builder_6,54983008,169600,40,18,45
324,builder_6,27000000,0,56,20,1
325,builder_6,110163001,6954800,58,25,92
326,builder_6,44751005,388500,56,27,46
327,builder_6,319060002,7254500,51,26,100
328,builder_6,198498005,1556620,52,32,92
329,builder_6,229655003,754120,56,26,74
330,builder_7,2130000,35000,46,21,2
331,builder_6,308446995,988400,42,17,100
332,builder_6,183262993,459100,54,30,58
333,builder_6,128187999,1342900,50,27,43
334,builder_6,173132005,1425920,51,28,57
335,builder_6,94207007,4521000,49,31,100
336,builder_6,34901007,83600,52,27,62
337,builder_6,34435000,890700,49,26,62
338,builder_6,196731000,1463770,51,25,100
339,builder_6,66033995,785200,42,23,44
340,builder_6,10029999,296000,51,32,10
341,builder_6,38448999,4780800,49,25,40
342,builder_6,112321001,176600,44,27,63
343,builder_6,54983008,169600,40,18,45
344,builder_6,27000000,0,56,20,1
345,builder_6,110163001,6954800,58,25,92
346,builder_6,44751005,388500,56,27,46
347,builder_6,319060002,7254500,51,26,100
348,builder_6,198498005,1556620,52,32,92
349,builder_6,229655003,754120,56,26,74
350,builder_7,2130000,35000,46,21,2
351,builder_6,308446995,988400,42,17,100
352,builder_6,183262993,459100,54,30,58
353,builder_6,128187999,1342900,50,27,43
354,builder_6,173132005,1425920,51,28,57
355,builder_6,94207007,4521000,49,31,100
356,builder_6,34901007,83600,52,27,62
357,builder_6,34435000,890700,49,26,62
358,builder_6,196731000,1463770,51,25,100
359,builder_6,66033995,785200,42,23,44
360,builder_6,10029999,296000,51,32,10
361,builder_6,38448999,4780800,49,25,40
362,builder_6,112321001,176600,44,27,63
363,builder_6,54983008,169600,40,18,45
364,builder_6,27000000,0,56,20,1
365,builder_6,110163001,6954800,58,25,92
366,builder_6,44751005,388500,56,27,46
367,builder_6,319060002,7254500,51,26,100
368,builder_6,198498005,1556620,52,32,92
369,builder_6,229655003,754120,56,26,74
370,builder_7,2130000,35000,46,21,2
371,builder_6,308446995,988400,42,17,100
372,builder_6,183262993,459100,54,30,58
373,builder_6,128187999,1342900,50,27,43
374,builder_6,173132005,1425920,51,28,57
375,builder_6,94207007,4521000,49,31,100
376,builder_6,34901007,83600,52,27,62
377,builder_6,34435000,890700,49,26,62
378,builder_6,196731000,1463770,51,25,100
379,builder_6,66033995,785200,42,23,44
380,builder_6,10029999,296000,51,32,10
381,builder_6,38448999,4780800,49,25,40
382,builder_6,112321001,176600,44,27,63
383,builder_6,54983008,169600,40,18,45
384,builder_6,27000000,0,56,20,1
385,builder_6,110163001,6954800,58,25,92
386,builder_6,44751005,388500,56,27,46
387,builder_6,319060002,7254500,51,26,100
388,builder_6,198498005,1556620,52,32,92
389,builder_6,229655003,754120,56,26,74
390,builder_7,2130000,35000,46,21,2
391,builder_6,308446995,988400,42,17,100
392,builder_6,183262993,459100,54,30,58
393,builder_6,128187999,1342900,50,27,43
394,builder_6,173132005,1425920,51,28,57
395,builder_6,94207007,4521000,49,31,100
396,builder_6,34901007,83600,52,27,62
397,builder_6,34435000,890700,49,26,62
398,builder_6,196731000,1463770,51,25,100
399,builder_6,66033995,785200,42,23,44
400,builder_6,10029999,296000,51,32,10
401,builder_6,38448999,4780800,49,25,40
402,builder_6,112321001,176600,44,27,63
403,builder_6,54983008,169600,40,18,45
404,builder_6,27000000,0,56,20,1
405,builder_6,110163001,6954800,58,25,92
406,builder_6,44751005,388500,56,27,46
407,builder_6,319060002,7254500,51,26,100
408,builder_6,198498005,1556620,52,32,92
409,builder_6,229655003,754120,56,26,74
410,builder_7,2130000,35000,46,21,2
411,builder_6,308446995,988400,42,17,100
412,builder_6,183262993,459100,54,30,58
413,builder_6,128187999,1342900,50,27,43
414,builder_6,173132005,1425920,51,28,57
415,builder_6,94207007,4521000,49,31,100
416,builder_6,34901007,83600,52,27,62
417,builder_6,34435000,890700,49,26,62
418,builder_6,196731000,1463770,51,25,100
419,builder_6,66033995,785200,42,23,44
420,builder_6,10029999,296000,51,32,10
421,builder_6,38448999,4780800,49,25,40
422,builder_6,112321001,176600,44,27,63
423,builder_6,54983008,169600,40,18,45
424,builder_6,27000000,0,56,20,1
425,builder_6,110163001,6954800,58,25,92
426,builder_6,44751005,388500,56,27,46
427,builder_6,319060002,7254500,51,26,100
428,builder_6,198498005,1556620,52,32,92
429,builder_6,229655003,754120,56,26,74
430,builder_7,2130000,35000,46,21,2
431,builder_6,308446995,988400,42,17,100
432,builder_6,183262993,459100,54,30,58
433,builder_6,128187999,1342900,50,27,43
434,builder_6,173132005,1425920,51,28,57
435,builder_6,94207007,4521000,49,31,100
436,builder_6,34901007,83600,52,27,62
437,builder_6,34435000,890700,49,26,62
438,builder_6,196731000,1463770,51,25,100
439,builder_6,66033995,785200,42,23,44
440,builder_6,10029999,296000,51,32,10
441,builder_6,38448999,4780800,49,25,40
442,builder_6,112321001,176600,44,27,63
443,builder_6,54983008,169600,40,18,45
444,builder_6,27000000,0,56,20,1
445,builder_6,110163001,6954800,58,25,92
446,builder_6,44751005,388500,56,27,46
447,builder_6,319060002,7254500,51,26,100
448,builder_6,198498005,1556620,52,32,92
449,builder_6,229655003,754120,56,26,74
450,builder_7,2130000,35000,46,21,2
451,builder_6,308446995,988400,42,17,100
452,builder_6,183262993,459100,54,30,58
453,builder_6,128187999,1342900,50,27,43
454,builder_6,173132005,1425920,51,28,57
455,builder_6,94207007,4521000,49,31,100
456,builder_6,34901007,83600,52,27,62
457,builder_6,34435000,890700,49,26,62
458,builder_6,196731000,1463770,51,25,100
459,builder_6,66033995,785200,42,23,44
460,builder_6,10029999,296000,51,32,10
461,builder_6,38448999,4780800,49,25,40
462,builder_6,112321001,176600,44,27,63
463,builder_6,54983008,169600,40,18,45
464,builder_6,27000000,0,56,20,1
465,builder_6,110163001,6954800,58,25,92
466,builder_6,44751005,388500,56,27,46
467,builder_6,319060002,7254500,51,26,100
468,builder_6,198498005,1556620,52,32,92
469,builder_6,229655003,754120,56,26,74
470,builder_7,2130000,35000,46,21,2
471,builder_6,308446995,988400,42,17,100
472,builder_6,183262993,459100,54,30,58
473,builder_6,128187999,1342900,50,27,43
474,builder_6,173132005,1425920,51,28,57
475,builder_6,94207007,4521000,49,31,100
476,builder_6,34901007,83600,52,27,62
477,builder_6,34435000,890700,49,26,62
478,builder_6,196731000,1463770,51,25,100
479,builder_6,66033995,785200,42,23,44
480,builder_6,10029999,296000,51,32,10
481,builder_6,38448999,4780800,49,25,40
482,builder_6,112321001,176600,44,27,63
483,builder_6,54983008,169600,40,18,45
484,builder_6,27000000,0,56,20,1
485,builder_6,110163001,6954800,58,25,92
486,builder_6,44751005,388500,56,27,46
487,builder_6,319060002,7254500,51,26,100
488,builder_6,198498005,1556620,52,32,92
489,builder_6,229655003,754120,56,26,74
490,builder_7,2130000,35000,46,21,2
491,builder_6,308446995,988400,42,17,100
492,builder_6,183262993,459100,54,30,58
493,builder_6,128187999,1342900,50,27,43
494,builder_6,173132005,1425920,51,28,57
495,builder_6,94207007,4521000,49,31,100
496,builder_6,34901007,83600,52,27,62
497,builder_6,34435000,890700,49,26,62
498,builder_6,196731000,1463770,51,25,100
499,builder_6,66033995,785200,42,23,44
500,builder_6,10029999,296000,51,32,10
501,builder_6,38448999,4780800,49,25,40
502,builder_6,112321001,176600,44,27,63
503,builder_6,54983008,169600,40,18,45
504,builder_6,27000000,0,56,20,1
505,builder_6,110163001,6954800,58,25,92
506,builder_6,44751005,388500,56,27,46
507,builder_6,319060002,7254500,51,26,100
508,builder_6,198498005,1556620,52,32,92
509,builder_6,229655003,754120,56,26,74
510,builder_7,2130000,35000,46,21,2
511,builder_6,308446995,988400,42,17,100
512,builder_6,183262993,459100,54,30,58
513,builder_6,128187999,1342900,50,27,43
514,builder_6,173132005,1425920,51,28,57
515,builder_6,94207007,4521000,49,31,100
516,builder_6,34901007,83600,52,27,62
517,builder_6,34435000,890700,49,26,62
518,builder_6,196731000,1463770,51,25,100
519,builder_6,66033995,785200,42,23,44
520,builder_7,2020000,0,50,22,2
521,builder_6,61269003,812000,51,27,43
522,builder_6,424000,0,57,28,4
523,builder_6,114245007,5538700,56,25,93
524,builder_6,223299997,5544340,51,24,100
525,builder_6,34893000,72100,43,19,33
526,builder_6,239939993,288980,55,28,100
527,builder_6,220003991,13900,41,25,54
528,builder_6,1000000,0,43,25,1
529,builder_6,335879992,221000,44,25,100
530,builder_6,84771007,194100,61,35,50
531,builder_6,127636005,431240,57,34,60
532,builder_6,467200023,393400,52,33,100
533,builder_6,616001,0,49,26,6
534,builder_6,295410007,824300,48,27,100
535,builder_6,277460002,1221240,57,30,100
536,builder_6,79000,0,41,16,1
537,builder_3,32556998,994440,43,18,55
538,builder_6,286790004,2306370,51,29,100
539,builder_6,84254002,140900,55,29,59
540,builder_7,2020000,0,50,22,2
541,builder_6,61269003,812000,51,27,43
542,builder_6,424000,0,57,28,4
543,builder_6,114245007,5538700,56,25,93
544,builder_6,223299997,5544340,51,24,100
545,builder_6,34893000,72100,43,19,33
546,builder_6,239939993,288980,55,28,100
547,builder_6,220003991,13900,41,25,54
548,builder_6,1000000,0,43,25,1
549,builder_6,335879992,221000,44,25,100
550,builder_6,84771007,194100,61,35,50
551,builder_6,127636005,431240,57,34,60
552,builder_6,467200023,393400,52,33,100
553,builder_6,616001,0,49,26,6
554,builder_6,295410007,824300,48,27,100
555,builder_6,277460002,1221240,57,30,100
556,builder_6,79000,0,41,16,1
557,builder_3,32556998,994440,43,18,55
558,builder_6,286790004,2306370,51,29,100
559,builder_6,84254002,140900,55,29,59
560,builder_7,2020000,0,50,22,2
561,builder_6,61269003,812000,51,27,43
562,builder_6,424000,0,57,28,4
563,builder_6,114245007,5538700,56,25,93
564,builder_6,223299997,5544340,51,24,100
565,builder_6,34893000,72100,43,19,33
566,builder_6,239939993,288980,55,28,100
567,builder_6,220003991,13900,41,25,54
568,builder_6,1000000,0,43,25,1
569,builder_6,335879992,221000,44,25,100
570,builder_6,84771007,194100,61,35,50
571,builder_6,127636005,431240,57,34,60
572,builder_6,467200023,393400,52,33,100
573,builder_6,616001,0,49,26,6
574,builder_6,295410007,824300,48,27,100
575,builder_6,277460002,1221240,57,30,100
576,builder_6,79000,0,41,16,1
577,builder_3,32556998,994440,43,18,55
578,builder_6,286790004,2306370,51,29,100
579,builder_6,84254002,140900,55,29,59
580,builder_7,2020000,0,50,22,2
581,builder_6,61269003,812000,51,27,43
582,builder_6,424000,0,57,28,4
583,builder_6,114245007,5538700,56,25,93
584,builder_6,223299997,5544340,51,24,100
585,builder_6,34893000,72100,43,19,33
586,builder_6,239939993,288980,55,28,100
587,builder_6,220003991,13900,41,25,54
588,builder_6,1000000,0,43,25,1
589,builder_6,335879992,221000,44,25,100
590,builder_6,84771007,194100,61,35,50
591,builder_6,127636005,431240,57,34,60
592,builder_6,467200023,393400,52,33,100
593,builder_6,616001,0,49,26,6
594,builder_6,295410007,824300,48,27,100
595,builder_6,277460002,1221240,57,30,100
596,builder_6,79000,0,41,16,1
597,builder_3,32556998,994440,43,18,55
598,builder_6,286790004,2306370,51,29,100
599,builder_6,84254002,140900,55,29,59
600,builder_7,2020000,0,50,22,2
601,builder_6,61269003,812000,51,27,43
602,builder_6,424000,0,57,28,4
603,builder_6,114245007,5538700,56,25,93
604,builder_6,223299997,5544340,51,24,100
605,builder_6,34893000,72100,43,19,33
606,builder_6,239939993,288980,55,28,100
607,builder_6,220003991,13900,41,25,54
608,builder_6,1000000,0,43,25,1
609,builder_6,335879992,221000,44,25,100
610,builder_6,84771007,194100,61,35,50
611,builder_6,127636005,431240,57,34,60
612,builder_6,467200023,393400,52,33,100
613,builder_6,616001,0,49,26,6
614,builder_6,295410007,824300,48,27,100
615,builder_6,277460002,1221240,57,30,100
616,builder_6,79000,0,41,16,1
617,builder_3,32556998,994440,43,18,55
618,builder_6,286790004,2306370,51,29,100
619,builder_6,84254002,140900,55,29,59
620,builder_7,2020000,0,50,22,2
621,builder_6,61269003,812000,51,27,43
622,builder_6,424000,0,57,28,4
623,builder_6,114245007,5538700,56,25,93
624,builder_6,223299997,5544340,51,24,100
625,builder_6,34893000,72100,43,19,33
626,builder_6,239939993,288980,55,28,100
627,builder_6,220003991,13900,41,25,54
628,builder_6,1000000,0,43,25,1
629,builder_6,335879992,221000,44,25,100
630,builder_6,84771007,194100,61,35,50
631,builder_6,127636005,431240,57,34,60
632,builder_6,467200023,393400,52,33,100
633,builder_6,616001,0,49,26,6
634,builder_6,295410007,824300,48,27,100
635,builder_6,277460002,1221240,57,30,100
636,builder_6,79000,0,41,16,1
637,builder_3,32556998,994440,43,18,55
638,builder_6,286790004,2306370,51,29,100
639,builder_6,84254002,140900,55,29,59
640,builder_7,2020000,0,50,22,2
641,builder_6,61269003,812000,51,27,43
642,builder_6,424000,0,57,28,4
643,builder_6,114245007,5538700,56,25,93
644,builder_6,223299997,5544340,51,24,100
645,builder_6,34893000,72100,43,19,33
646,builder_6,239939993,288980,55,28,100
647,builder_6,220003991,13900,41,25,54
648,builder_6,1000000,0,43,25,1
649,builder_6,335879992,221000,44,25,100
650,builder_6,84771007,194100,61,35,50
651,builder_6,127636005,431240,57,34,60
652,builder_6,467200023,393400,52,33,100
653,builder_6,616001,0,49,26,6
654,builder_6,295410007,824300,48,27,100
655,builder_6,277460002,1221240,57,30,100
656,builder_6,79000,0,41,16,1
657,builder_3,32556998,994440,43,18,55
658,builder_6,286790004,2306370,51,29,100
659,builder_6,84254002,140900,55,29,59
660,builder_7,2020000,0,50,22,2
661,builder_6,61269003,812000,51,27,43
662,builder_6,424000,0,57,28,4
663,builder_6,114245007,5538700,56,25,93
664,builder_6,223299997,5544340,51,24,100
665,builder_6,34893000,72100,43,19,33
666,builder_6,239939993,288980,55,28,100
667,builder_6,220003991,13900,41,25,54
668,builder_6,1000000,0,43,25,1
669,builder_6,335879992,221000,44,25,100
670,builder_6,84771007,194100,61,35,50
671,builder_6,127636005,431240,57,34,60
672,builder_6,467200023,393400,52,33,100
673,builder_6,616001,0,49,26,6
674,builder_6,295410007,824300,48,27,100
675,builder_6,277460002,1221240,57,30,100
676,builder_6,79000,0,41,16,1
677,builder_3,32556998,994440,43,18,55
678,builder_6,286790004,2306370,51,29,100
679,builder_6,84254002,140900,55,29,59
680,builder_7,2020000,0,50,22,2
681,builder_6,61269003,812000,51,27,43
682,builder_6,424000,0,57,28,4
683,builder_6,114245007,5538700,56,25,93
684,builder_6,223299997,5544340,51,24,100
685,builder_6,34893000,72100,43,19,33
686,builder_6,239939993,288980,55,28,100
687,builder_6,220003991,13900,41,25,54
688,builder_6,1000000,0,43,25,1
