block_num,builder_id,total_gas_fee,total_mev,total_created_txs,total_attack_txs,included_txs
0,builder_6,5849999,3130,57,37,8
1,builder_3,87396001,18060240,39,26,38
2,builder_7,80523000,8310,54,25,28
3,builder_6,350000,0,57,33,1
4,builder_6,365910007,20497010,47,32,100
5,builder_6,1081099996,18993760,57,38,100
6,builder_6,890099989,1261510,58,36,100
7,builder_6,93423006,12300,46,26,45
8,builder_6,233540002,501000,49,26,100
9,builder_6,104524995,266100,44,20,50
10,builder_6,87405001,10700,59,37,30
11,builder_6,169638006,465920,48,34,76
12,builder_6,356000001,32500,61,36,100
13,builder_6,138458994,94490,49,27,79
14,builder_6,136183000,81140,59,31,55
15,builder_6,72669997,18397440,53,29,64
16,builder_6,166411995,1751200,48,31,100
17,builder_6,114968998,869500,55,35,35
18,builder_6,207717995,1170600,44,22,100
19,builder_6,109889995,0,58,35,32
20,builder_6,5849999,3130,57,37,8
21,builder_3,87396001,18060240,39,26,38
22,builder_7,80523000,8310,54,25,28
23,builder_6,350000,0,57,33,1
24,builder_6,365910007,20497010,47,32,100
25,builder_6,1081099996,18993760,57,38,100
26,builder_6,890099989,1261510,58,36,100
27,builder_6,93423006,12300,46,26,45
28,builder_6,233540002,501000,49,26,100
29,builder_6,104524995,266100,44,20,50
30,builder_6,87405001,10700,59,37,30
31,builder_6,169638006,465920,48,34,76
32,builder_6,356000001,32500,61,36,100
33,builder_6,138458994,94490,49,27,79
34,builder_6,136183000,81140,59,31,55
35,builder_6,72669997,18397440,53,29,64
36,builder_6,166411995,1751200,48,31,100
37,builder_6,114968998,869500,55,35,35
38,builder_6,207717995,1170600,44,22,100
39,builder_6,109889995,0,58,35,32
40,builder_6,5849999,3130,57,37,8
41,builder_3,87396001,18060240,39,26,38
42,builder_7,80523000,8310,54,25,28
43,builder_6,350000,0,57,33,1
44,builder_6,365910007,20497010,47,32,100
45,builder_6,1081099996,18993760,57,38,100
46,builder_6,890099989,1261510,58,36,100
47,builder_6,93423006,12300,46,26,45
48,builder_6,233540002,501000,49,26,100
49,builder_6,104524995,266100,44,20,50
50,builder_6,87405001,10700,59,37,30
51,builder_6,169638006,465920,48,34,76
52,builder_6,356000001,32500,61,36,100
53,builder_6,138458994,94490,49,27,79
54,builder_6,136183000,81140,59,31,55
55,builder_6,72669997,18397440,53,29,64
56,builder_6,166411995,1751200,48,31,100
57,builder_6,114968998,869500,55,35,35
58,builder_6,207717995,1170600,44,22,100
59,builder_6,109889995,0,58,35,32
60,builder_6,5849999,3130,57,37,8
61,builder_3,87396001,18060240,39,26,38
62,builder_7,80523000,8310,54,25,28
63,builder_6,350000,0,57,33,1
64,builder_6,365910007,20497010,47,32,100
65,builder_6,1081099996,18993760,57,38,100
66,builder_6,890099989,1261510,58,36,100
67,builder_6,93423006,12300,46,26,45
68,builder_6,233540002,501000,49,26,100
69,builder_6,104524995,266100,44,20,50
70,builder_6,87405001,10700,59,37,30
71,builder_6,169638006,465920,48,34,76
72,builder_6,356000001,32500,61,36,100
73,builder_6,138458994,94490,49,27,79
74,builder_6,136183000,81140,59,31,55
75,builder_6,72669997,18397440,53,29,64
76,builder_6,166411995,1751200,48,31,100
77,builder_6,114968998,869500,55,35,35
78,builder_6,207717995,1170600,44,22,100
79,builder_6,109889995,0,58,35,32
80,builder_6,5849999,3130,57,37,8
81,builder_3,87396001,18060240,39,26,38
82,builder_7,80523000,8310,54,25,28
83,builder_6,350000,0,57,33,1
84,builder_6,365910007,20497010,47,32,100
85,builder_6,1081099996,18993760,57,38,100
86,builder_6,890099989,1261510,58,36,100
87,builder_6,93423006,12300,46,26,45
88,builder_6,233540002,501000,49,26,100
89,builder_6,104524995,266100,44,20,50
90,builder_6,87405001,10700,59,37,30
91,builder_6,169638006,465920,48,34,76
92,builder_6,356000001,32500,61,36,100
93,builder_6,138458994,94490,49,27,79
94,builder_6,136183000,81140,59,31,55
95,builder_6,72669997,18397440,53,29,64
96,builder_6,166411995,1751200,48,31,100
97,builder_6,114968998,869500,55,35,35
98,builder_6,207717995,1170600,44,22,100
99,builder_6,109889995,0,58,35,32
100,builder_6,5849999,3130,57,37,8
101,builder_3,87396001,18060240,39,26,38
102,builder_7,80523000,8310,54,25,28
103,builder_6,350000,0,57,33,1
104,builder_6,365910007,20497010,47,32,100
105,builder_6,1081099996,18993760,57,38,100
106,builder_6,890099989,1261510,58,36,100
107,builder_6,93423006,12300,46,26,45
108,builder_6,233540002,501000,49,26,100
109,builder_6,104524995,266100,44,20,50
110,builder_6,87405001,10700,59,37,30
111,builder_6,169638006,465920,48,34,76
112,builder_6,356000001,32500,61,36,100
113,builder_6,138458994,94490,49,27,79
114,builder_6,136183000,81140,59,31,55
115,builder_6,72669997,18397440,53,29,64
116,builder_6,166411995,1751200,48,31,100
117,builder_6,114968998,869500,55,35,35
118,builder_6,207717995,1170600,44,22,100
119,builder_6,109889995,0,58,35,32
120,builder_6,5849999,3130,57,37,8
121,builder_3,87396001,18060240,39,26,38
122,builder_7,80523000,8310,54,25,28
123,builder_6,350000,0,57,33,1
124,builder_6,365910007,20497010,47,32,100
125,builder_6,1081099996,18993760,57,38,100
126,builder_6,890099989,1261510,58,36,100
127,builder_6,93423006,12300,46,26,45
128,builder_6,233540002,501000,49,26,100
129,builder_6,104524995,266100,44,20,50
130,builder_6,87405001,10700,59,37,30
131,builder_6,169638006,465920,48,34,76
132,builder_6,356000001,32500,61,36,100
133,builder_6,138458994,94490,49,27,79
134,builder_6,136183000,81140,59,31,55
135,builder_6,72669997,18397440,53,29,64
136,builder_6,166411995,1751200,48,31,100
137,builder_6,114968998,869500,55,35,35
138,builder_6,207717995,1170600,44,22,100
