block_num,builder_id,total_gas_fee,total_mev,included_txs
0,builder_6,5920000,3130,
1,builder_6,32897003,17772060,
2,builder_6,51393997,71800,
3,builder_6,1619999,779000,
4,builder_6,1054340009,1572700,
5,builder_7,4200000,0,
6,builder_6,695896006,16629140,
7,builder_6,67190006,7730500,
8,builder_6,97583003,191300,
9,builder_6,22240000,0,
10,builder_6,167454002,1946920,
11,builder_6,361830008,6304020,
12,builder_6,90391001,1886820,
13,builder_6,131368003,1655600,
14,builder_6,3600001,13900,
15,builder_6,165930006,2493900,
16,builder_6,119161001,1813000,
17,builder_6,37916996,425400,
18,builder_6,229675997,11113900,
19,builder_6,50022002,4339220,
20,builder_6,5920000,3130,
21,builder_6,32897003,17772060,
22,builder_6,51393997,71800,
23,builder_6,1619999,779000,
24,builder_6,1054340009,1572700,
25,builder_7,4200000,0,
26,builder_6,695896006,16629140,
27,builder_6,67190006,7730500,
28,builder_6,97583003,191300,
29,builder_6,22240000,0,
30,builder_6,167454002,1946920,
31,builder_6,361830008,6304020,
32,builder_6,90391001,1886820,
33,builder_6,131368003,1655600,
34,builder_6,3600001,13900,
35,builder_6,165930006,2493900,
36,builder_6,119161001,1813000,
37,builder_6,37916996,425400,
38,builder_6,229675997,11113900,
39,builder_6,50022002,4339220,
40,builder_6,5920000,3130,
41,builder_6,32897003,17772060,
42,builder_6,51393997,71800,
43,builder_6,1619999,779000,
44,builder_6,1054340009,1572700,
45,builder_7,4200000,0,
46,builder_6,695896006,16629140,
47,builder_6,67190006,7730500,
48,builder_6,97583003,191300,
49,builder_6,22240000,0,
50,builder_6,167454002,1946920,
51,builder_6,361830008,6304020,
52,builder_6,90391001,1886820,
53,builder_6,131368003,1655600,
54,builder_6,3600001,13900,
55,builder_6,165930006,2493900,
56,builder_6,119161001,1813000,
57,builder_6,37916996,425400,
58,builder_6,229675997,11113900,
59,builder_6,50022002,4339220,
60,builder_6,5920000,3130,
61,builder_6,32897003,17772060,
62,builder_6,51393997,71800,
63,builder_6,1619999,779000,
64,builder_6,1054340009,1572700,
65,builder_7,4200000,0,
66,builder_6,695896006,16629140,
67,builder_6,67190006,7730500,
68,builder_6,97583003,191300,
69,builder_6,22240000,0,
70,builder_6,167454002,1946920,
71,builder_6,361830008,6304020,
72,builder_6,90391001,1886820,
73,builder_6,131368003,1655600,
74,builder_6,3600001,13900,
75,builder_6,165930006,2493900,
76,builder_6,119161001,1813000,
77,builder_6,37916996,425400,
78,builder_6,229675997,11113900,
79,builder_6,50022002,4339220,
80,builder_6,5920000,3130,
81,builder_6,32897003,17772060,
82,builder_6,51393997,71800,
83,builder_6,1619999,779000,
84,builder_6,1054340009,1572700,
85,builder_7,4200000,0,
86,builder_6,695896006,16629140,
87,builder_6,67190006,7730500,
88,builder_6,97583003,191300,
89,builder_6,22240000,0,
90,builder_6,167454002,1946920,
91,builder_6,361830008,6304020,
92,builder_6,90391001,1886820,
93,builder_6,131368003,1655600,
94,builder_6,3600001,13900,
95,builder_6,165930006,2493900,
96,builder_6,119161001,1813000,
97,builder_6,37916996,425400,
98,builder_6,229675997,11113900,
99,builder_6,50022002,4339220,
100,builder_6,5920000,3130,
101,builder_6,32897003,17772060,
102,builder_6,51393997,71800,
103,builder_6,1619999,779000,
104,builder_6,1054340009,1572700,
105,builder_7,4200000,0,
106,builder_6,695896006,16629140,
107,builder_6,67190006,7730500,
108,builder_6,97583003,191300,
109,builder_6,22240000,0,
110,builder_6,167454002,1946920,
111,builder_6,361830008,6304020,
112,builder_6,90391001,1886820,
113,builder_6,131368003,1655600,
114,builder_6,3600001,13900,
115,builder_6,165930006,2493900,
116,builder_6,119161001,1813000,
117,builder_6,37916996,425400,
118,builder_6,229675997,11113900,
119,builder_6,50022002,4339220,
120,builder_6,5920000,3130,
121,builder_6,32897003,17772060,
122,builder_6,51393997,71800,
123,builder_6,1619999,779000,
124,builder_6,1054340009,1572700,
125,builder_7,4200000,0,
126,builder_6,695896006,16629140,
127,builder_6,67190006,7730500,
128,builder_6,97583003,191300,
129,builder_6,22240000,0,
130,builder_6,167454002,1946920,
131,builder_6,361830008,6304020,
132,builder_6,90391001,1886820,
133,builder_6,131368003,1655600,
134,builder_6,3600001,13900,
135,builder_6,165930006,2493900,
136,builder_6,119161001,1813000,
137,builder_6,37916996,425400,
138,builder_6,229675997,11113900,
139,builder_6,50022002,4339220,
140,builder_6,5920000,3130,
141,builder_6,32897003,17772060,
142,builder_6,51393997,71800,
143,builder_6,1619999,779000,
144,builder_6,1054340009,1572700,
145,builder_7,4200000,0,
146,builder_6,695896006,16629140,
147,builder_6,67190006,7730500,
148,builder_6,97583003,191300,
149,builder_6,22240000,0,
150,builder_6,167454002,1946920,
151,builder_6,361830008,6304020,
152,builder_6,90391001,1886820,
153,builder_6,131368003,1655600,
154,builder_6,3600001,13900,
155,builder_6,165930006,2493900,
156,builder_6,119161001,1813000,
157,builder_6,37916996,425400,
158,builder_6,229675997,11113900,
159,builder_6,50022002,4339220,
160,builder_6,5920000,3130,
161,builder_6,32897003,17772060,
162,builder_6,51393997,71800,
163,builder_6,1619999,779000,
164,builder_6,1054340009,1572700,
165,builder_7,4200000,0,
166,builder_6,695896006,16629140,
167,builder_6,67190006,7730500,
168,builder_6,97583003,191300,
169,builder_6,22240000,0,
170,builder_6,167454002,1946920,
171,builder_6,361830008,6304020,
172,builder_6,90391001,1886820,
173,builder_6,131368003,1655600,
174,builder_6,3600001,13900,
175,builder_6,165930006,2493900,
176,builder_6,119161001,1813000,
177,builder_6,37916996,425400,
178,builder_6,229675997,11113900,
179,builder_6,50022002,4339220,
180,builder_6,5920000,3130,
181,builder_6,32897003,17772060,
182,builder_6,51393997,71800,
183,builder_6,1619999,779000,
184,builder_6,1054340009,1572700,
185,builder_7,4200000,0,
186,builder_6,695896006,16629140,
187,builder_6,67190006,7730500,
188,builder_6,97583003,191300,
189,builder_6,22240000,0,
190,builder_6,167454002,1946920,
191,builder_6,361830008,6304020,
192,builder_6,90391001,1886820,
193,builder_6,131368003,1655600,
194,builder_6,3600001,13900,
195,builder_6,165930006,2493900,
196,builder_6,119161001,1813000,
197,builder_6,37916996,425400,
198,builder_6,229675997,11113900,
199,builder_6,50022002,4339220,
200,builder_6,5920000,3130,
201,builder_6,32897003,17772060,
202,builder_6,51393997,71800,
203,builder_6,1619999,779000,
204,builder_6,1054340009,1572700,
205,builder_7,4200000,0,
206,builder_6,695896006,16629140,
207,builder_6,67190006,7730500,
208,builder_6,97583003,191300,
209,builder_6,22240000,0,
210,builder_6,167454002,1946920,
211,builder_6,361830008,6304020,
212,builder_6,90391001,1886820,
213,builder_6,131368003,1655600,
214,builder_6,3600001,13900,
215,builder_6,165930006,2493900,
216,builder_6,119161001,1813000,
217,builder_6,37916996,425400,
218,builder_6,229675997,11113900,
219,builder_6,50022002,4339220,
220,builder_6,5920000,3130,
221,builder_6,32897003,17772060,
222,builder_6,51393997,71800,
223,builder_6,1619999,779000,
224,builder_6,1054340009,1572700,
225,builder_7,4200000,0,
226,builder_6,695896006,16629140,
227,builder_6,67190006,7730500,
228,builder_6,97583003,191300,
229,builder_6,22240000,0,
230,builder_6,167454002,1946920,
231,builder_6,361830008,6304020,
232,builder_6,90391001,1886820,
233,builder_6,131368003,1655600,
234,builder_6,3600001,13900,
235,builder_6,165930006,2493900,
236,builder_6,119161001,1813000,
237,builder_6,37916996,425400,
238,builder_6,229675997,11113900,
239,builder_6,50022002,4339220,
240,builder_6,5920000,3130,
241,builder_6,32897003,17772060,
242,builder_6,51393997,71800,
243,builder_6,1619999,779000,
244,builder_6,1054340009,1572700,
245,builder_7,4200000,0,
246,builder_6,695896006,16629140,
247,builder_6,67190006,7730500,
248,builder_6,97583003,191300,
249,builder_6,22240000,0,
250,builder_6,167454002,1946920,
251,builder_6,361830008,6304020,
252,builder_6,90391001,1886820,
253,builder_6,131368003,1655600,
254,builder_6,3600001,13900,
255,builder_6,165930006,2493900,
256,builder_6,119161001,1813000,
257,builder_6,37916996,425400,
258,builder_6,229675997,11113900,
259,builder_6,50022002,4339220,
260,builder_6,50000000,17000,
261,builder_6,77490007,1236300,
262,builder_6,62613001,131620,
263,builder_6,107057994,1198200,
264,builder_6,239709992,3071650,
265,builder_6,225717999,866000,
266,builder_6,181729011,26068400,
267,builder_6,3600000,0,
268,builder_6,79610002,525200,
269,builder_6,242323990,20345500,
270,builder_6,178020999,2694600,
271,builder_6,208340005,4665300,
272,builder_6,18435004,77900,
273,builder_6,135874004,4780480,
274,builder_6,237734001,5217520,
275,builder_6,45973002,352500,
276,builder_6,254639014,648800,
277,builder_6,95007005,1184870,
278,builder_6,170353999,931900,
279,builder_6,228853008,2254100,
280,builder_6,50000000,17000,
281,builder_6,77490007,1236300,
282,builder_6,62613001,131620,
283,builder_6,107057994,1198200,
284,builder_6,239709992,3071650,
285,builder_6,225717999,866000,
286,builder_6,181729011,26068400,
287,builder_6,3600000,0,
288,builder_6,79610002,525200,
289,builder_6,242323990,20345500,
290,builder_6,178020999,2694600,
291,builder_6,208340005,4665300,
292,builder_6,18435004,77900,
293,builder_6,135874004,4780480,
294,builder_6,237734001,5217520,
295,builder_6,45973002,352500,
296,builder_6,254639014,648800,
297,builder_6,95007005,1184870,
298,builder_6,170353999,931900,
299,builder_6,228853008,2254100,
300,builder_6,50000000,17000,
301,builder_6,77490007,1236300,
302,builder_6,62613001,131620,
303,builder_6,107057994,1198200,
304,builder_6,239709992,3071650,
305,builder_6,225717999,866000,
306,builder_6,181729011,26068400,
307,builder_6,3600000,0,
308,builder_6,79610002,525200,
309,builder_6,242323990,20345500,
310,builder_6,178020999,2694600,
311,builder_6,208340005,4665300,
312,builder_6,18435004,77900,
313,builder_6,135874004,4780480,
314,builder_6,237734001,5217520,
315,builder_6,45973002,352500,
316,builder_6,254639014,648800,
317,builder_6,95007005,1184870,
318,builder_6,170353999,931900,
319,builder_6,228853008,2254100,
320,builder_6,50000000,17000,
321,builder_6,77490007,1236300,
322,builder_6,62613001,131620,
323,builder_6,107057994,1198200,
324,builder_6,239709992,3071650,
325,builder_6,225717999,866000,
326,builder_6,181729011,26068400,
327,builder_6,3600000,0,
328,builder_6,79610002,525200,
329,builder_6,242323990,20345500,
330,builder_6,178020999,2694600,
331,builder_6,208340005,4665300,
332,builder_6,18435004,77900,
333,builder_6,135874004,4780480,
334,builder_6,237734001,5217520,
335,builder_6,45973002,352500,
336,builder_6,254639014,648800,
337,builder_6,95007005,1184870,
338,builder_6,170353999,931900,
339,builder_6,228853008,2254100,
340,builder_6,50000000,17000,
341,builder_6,77490007,1236300,
342,builder_6,62613001,131620,
343,builder_6,107057994,1198200,
344,builder_6,239709992,3071650,
345,builder_6,225717999,866000,
346,builder_6,181729011,26068400,
347,builder_6,3600000,0,
348,builder_6,79610002,525200,
349,builder_6,242323990,20345500,
350,builder_6,178020999,2694600,
351,builder_6,208340005,4665300,
352,builder_6,18435004,77900,
353,builder_6,135874004,4780480,
354,builder_6,237734001,5217520,
355,builder_6,45973002,352500,
356,builder_6,254639014,648800,
357,builder_6,95007005,1184870,
358,builder_6,170353999,931900,
359,builder_6,228853008,2254100,
360,builder_6,50000000,17000,
361,builder_6,77490007,1236300,
362,builder_6,62613001,131620,
363,builder_6,107057994,1198200,
364,builder_6,239709992,3071650,
365,builder_6,225717999,866000,
366,builder_6,181729011,26068400,
367,builder_6,3600000,0,
368,builder_6,79610002,525200,
369,builder_6,242323990,20345500,
370,builder_6,178020999,2694600,
371,builder_6,208340005,4665300,
372,builder_6,18435004,77900,
373,builder_6,135874004,4780480,
374,builder_6,237734001,5217520,
375,builder_6,45973002,352500,
376,builder_6,254639014,648800,
377,builder_6,95007005,1184870,
378,builder_6,170353999,931900,
379,builder_6,228853008,2254100,
380,builder_6,50000000,17000,
381,builder_6,77490007,1236300,
382,builder_6,62613001,131620,
383,builder_6,107057994,1198200,
384,builder_6,239709992,3071650,
385,builder_6,225717999,866000,
386,builder_6,181729011,26068400,
387,builder_6,3600000,0,
388,builder_6,79610002,525200,
389,builder_6,242323990,20345500,
390,builder_6,178020999,2694600,
391,builder_6,208340005,4665300,
392,builder_6,18435004,77900,
393,builder_6,135874004,4780480,
394,builder_6,237734001,5217520,
395,builder_6,45973002,352500,
396,builder_6,254639014,648800,
397,builder_6,95007005,1184870,
398,builder_6,170353999,931900,
399,builder_6,228853008,2254100,
400,builder_6,50000000,17000,
401,builder_6,77490007,1236300,
402,builder_6,62613001,131620,
403,builder_6,107057994,1198200,
404,builder_6,239709992,3071650,
405,builder_6,225717999,866000,
406,builder_6,181729011,26068400,
