block_num,builder_id,total_gas_fee,total_mev,total_created_txs,total_attack_txs,included_txs
221,builder_6,5989999,3130,53,33,10
222,builder_6,276189999,18283380,40,27,75
223,builder_6,414875004,18306080,51,32,100
224,builder_6,224419001,882000,47,37,100
225,builder_6,40552007,193300,33,26,55
226,builder_6,52580996,176300,54,38,60
227,builder_6,64537993,964780,52,36,79
228,builder_6,29300003,317700,37,21,36
229,builder_6,88889998,1855220,48,30,98
230,builder_6,143570001,1570820,62,46,100
231,builder_6,154350012,1301900,58,40,100
232,builder_6,189100000,546800,54,42,100
233,builder_6,33397990,65400,41,26,34
234,builder_6,66235000,150200,60,45,83
235,builder_6,91420997,369100,50,35,71
236,builder_6,145480004,397200,59,40,100
237,builder_6,107619992,8773900,50,37,100
238,builder_6,119679989,13205700,53,42,100
239,builder_6,102516993,4844700,66,44,97
240,builder_6,5849999,3130,56,43,8
241,builder_6,5989999,3130,53,33,10
242,builder_6,276189999,18283380,40,27,75
243,builder_6,414875004,18306080,51,32,100
244,builder_6,224419001,882000,47,37,100
245,builder_6,40552007,193300,33,26,55
246,builder_6,52580996,176300,54,38,60
247,builder_6,64537993,964780,52,36,79
248,builder_6,29300003,317700,37,21,36
249,builder_6,88889998,1855220,48,30,98
250,builder_6,143570001,1570820,62,46,100
251,builder_6,154350012,1301900,58,40,100
252,builder_6,189100000,546800,54,42,100
253,builder_6,33397990,65400,41,26,34
254,builder_6,66235000,150200,60,45,83
255,builder_6,91420997,369100,50,35,71
256,builder_6,145480004,397200,59,40,100
257,builder_6,107619992,8773900,50,37,100
258,builder_6,119679989,13205700,53,42,100
259,builder_6,102516993,4844700,66,44,97
260,builder_6,4400001,49100,62,48,4
261,builder_6,50036004,128000,55,36,49
262,builder_6,123330008,174800,49,38,100
263,builder_6,108994000,206200,62,36,84
264,builder_6,77715989,774630,64,37,53
265,builder_6,51531987,774630,53,38,44
266,builder_6,227450000,6792400,55,36,100
267,builder_6,179289997,6727700,48,35,100
268,builder_6,386400027,6141110,53,39,100
269,builder_6,186170002,1617980,57,40,100
270,builder_6,95923009,2251840,48,35,95
271,builder_6,98692002,4504460,58,46,85
272,builder_6,70610000,4415420,46,31,61
273,builder_6,239099992,71800,62,40,100
274,builder_6,290699976,5279000,49,32,100
275,builder_6,71976992,86400,60,44,61
276,builder_6,147370000,135900,52,37,100
277,builder_6,158760003,218400,55,42,100
278,builder_6,1500001,0,55,43,1
279,builder_6,106676997,19042740,56,36,94
280,builder_6,4400001,49100,62,48,4
281,builder_6,50036004,128000,55,36,49
282,builder_6,123330008,174800,49,38,100
283,builder_6,108994000,206200,62,36,84
284,builder_6,77715989,774630,64,37,53
285,builder_6,51531987,774630,53,38,44
286,builder_6,227450000,6792400,55,36,100
287,builder_6,179289997,6727700,48,35,100
288,builder_6,386400027,6141110,53,39,100
289,builder_6,186170002,1617980,57,40,100
290,builder_6,95923009,2251840,48,35,95
291,builder_6,98692002,4504460,58,46,85
292,builder_6,70610000,4415420,46,31,61
293,builder_6,239099992,71800,62,40,100
294,builder_6,290699976,5279000,49,32,100
295,builder_6,71976992,86400,60,44,61
296,builder_6,147370000,135900,52,37,100
297,builder_6,158760003,218400,55,42,100
298,builder_6,1500001,0,55,43,1
299,builder_6,106676997,19042740,56,36,94
300,builder_6,4400001,49100,62,48,4
301,builder_6,50036004,128000,55,36,49
302,builder_6,123330008,174800,49,38,100
303,builder_6,108994000,206200,62,36,84
304,builder_6,77715989,774630,64,37,53
305,builder_6,51531987,774630,53,38,44
306,builder_6,227450000,6792400,55,36,100
307,builder_6,179289997,6727700,48,35,100
308,builder_6,386400027,6141110,53,39,100
309,builder_6,186170002,1617980,57,40,100
310,builder_6,95923009,2251840,48,35,95
311,builder_6,98692002,4504460,58,46,85
312,builder_6,70610000,4415420,46,31,61
313,builder_6,239099992,71800,62,40,100
314,builder_6,290699976,5279000,49,32,100
315,builder_6,71976992,86400,60,44,61
316,builder_6,147370000,135900,52,37,100
317,builder_6,158760003,218400,55,42,100
318,builder_6,1500001,0,55,43,1
319,builder_6,106676997,19042740,56,36,94
320,builder_6,4400001,49100,62,48,4
321,builder_6,50036004,128000,55,36,49
322,builder_6,123330008,174800,49,38,100
323,builder_6,108994000,206200,62,36,84
324,builder_6,77715989,774630,64,37,53
325,builder_6,51531987,774630,53,38,44
326,builder_6,227450000,6792400,55,36,100
327,builder_6,179289997,6727700,48,35,100
328,builder_6,386400027,6141110,53,39,100
329,builder_6,186170002,1617980,57,40,100
330,builder_6,95923009,2251840,48,35,95
331,builder_6,98692002,4504460,58,46,85
332,builder_6,70610000,4415420,46,31,61
333,builder_6,239099992,71800,62,40,100
334,builder_6,290699976,5279000,49,32,100
335,builder_6,71976992,86400,60,44,61
336,builder_6,147370000,135900,52,37,100
337,builder_6,158760003,218400,55,42,100
338,builder_6,1500001,0,55,43,1
339,builder_6,106676997,19042740,56,36,94
340,builder_6,4400001,49100,62,48,4
341,builder_6,50036004,128000,55,36,49
342,builder_6,123330008,174800,49,38,100
343,builder_6,108994000,206200,62,36,84
344,builder_6,77715989,774630,64,37,53
345,builder_6,51531987,774630,53,38,44
346,builder_6,227450000,6792400,55,36,100
347,builder_6,179289997,6727700,48,35,100
348,builder_6,386400027,6141110,53,39,100
349,builder_6,186170002,1617980,57,40,100
350,builder_6,95923009,2251840,48,35,95
351,builder_6,98692002,4504460,58,46,85
352,builder_6,70610000,4415420,46,31,61
353,builder_6,239099992,71800,62,40,100
354,builder_6,290699976,5279000,49,32,100
355,builder_6,71976992,86400,60,44,61
356,builder_6,147370000,135900,52,37,100
357,builder_6,158760003,218400,55,42,100
358,builder_6,1500001,0,55,43,1
359,builder_6,106676997,19042740,56,36,94
360,builder_6,4400001,49100,62,48,4
361,builder_6,50036004,128000,55,36,49
362,builder_6,123330008,174800,49,38,100
363,builder_6,108994000,206200,62,36,84
364,builder_6,77715989,774630,64,37,53
365,builder_6,51531987,774630,53,38,44
366,builder_6,227450000,6792400,55,36,100
367,builder_6,179289997,6727700,48,35,100
368,builder_6,386400027,6141110,53,39,100
369,builder_6,186170002,1617980,57,40,100
370,builder_6,95923009,2251840,48,35,95
371,builder_6,98692002,4504460,58,46,85
372,builder_6,70610000,4415420,46,31,61
373,builder_6,239099992,71800,62,40,100
374,builder_6,290699976,5279000,49,32,100
375,builder_6,71976992,86400,60,44,61
376,builder_6,147370000,135900,52,37,100
377,builder_6,158760003,218400,55,42,100
378,builder_6,1500001,0,55,43,1
379,builder_6,106676997,19042740,56,36,94
380,builder_6,4400001,49100,62,48,4
381,builder_6,50036004,128000,55,36,49
382,builder_6,123330008,174800,49,38,100
383,builder_6,108994000,206200,62,36,84
384,builder_6,77715989,774630,64,37,53
385,builder_6,51531987,774630,53,38,44
386,builder_6,227450000,6792400,55,36,100
387,builder_6,179289997,6727700,48,35,100
388,builder_6,386400027,6141110,53,39,100
389,builder_6,186170002,1617980,57,40,100
390,builder_6,95923009,2251840,48,35,95
391,builder_6,98692002,4504460,58,46,85
392,builder_6,70610000,4415420,46,31,61
393,builder_6,239099992,71800,62,40,100
394,builder_6,290699976,5279000,49,32,100
395,builder_6,71976992,86400,60,44,61
396,builder_6,147370000,135900,52,37,100
397,builder_6,158760003,218400,55,42,100
398,builder_6,1500001,0,55,43,1
399,builder_6,106676997,19042740,56,36,94
400,builder_6,4400001,49100,62,48,4
401,builder_6,50036004,128000,55,36,49
402,builder_6,123330008,174800,49,38,100
403,builder_6,108994000,206200,62,36,84
404,builder_6,77715989,774630,64,37,53
405,builder_6,51531987,774630,53,38,44
406,builder_6,227450000,6792400,55,36,100
407,builder_6,179289997,6727700,48,35,100
408,builder_6,386400027,6141110,53,39,100
409,builder_6,186170002,1617980,57,40,100
410,builder_6,95923009,2251840,48,35,95
411,builder_6,98692002,4504460,58,46,85
412,builder_6,70610000,4415420,46,31,61
413,builder_6,239099992,71800,62,40,100
414,builder_6,290699976,5279000,49,32,100
415,builder_6,71976992,86400,60,44,61
416,builder_6,147370000,135900,52,37,100
417,builder_6,158760003,218400,55,42,100
418,builder_6,1500001,0,55,43,1
419,builder_6,106676997,19042740,56,36,94
420,builder_6,4400001,49100,62,48,4
421,builder_6,50036004,128000,55,36,49
422,builder_6,123330008,174800,49,38,100
423,builder_6,108994000,206200,62,36,84
424,builder_6,77715989,774630,64,37,53
425,builder_6,51531987,774630,53,38,44
426,builder_6,227450000,6792400,55,36,100
427,builder_6,179289997,6727700,48,35,100
428,builder_6,386400027,6141110,53,39,100
429,builder_6,186170002,1617980,57,40,100
430,builder_6,95923009,2251840,48,35,95
431,builder_6,98692002,4504460,58,46,85
432,builder_6,70610000,4415420,46,31,61
433,builder_6,239099992,71800,62,40,100
434,builder_6,290699976,5279000,49,32,100
435,builder_6,71976992,86400,60,44,61
436,builder_6,147370000,135900,52,37,100
437,builder_6,158760003,218400,55,42,100
438,builder_6,1500001,0,55,43,1
439,builder_6,106676997,19042740,56,36,94
440,builder_6,4400001,49100,62,48,4
441,builder_6,50036004,128000,55,36,49
442,builder_6,123330008,174800,49,38,100
443,builder_6,108994000,206200,62,36,84
444,builder_6,77715989,774630,64,37,53
445,builder_6,51531987,774630,53,38,44
446,builder_6,227450000,6792400,55,36,100
447,builder_6,179289997,6727700,48,35,100
448,builder_6,386400027,6141110,53,39,100
449,builder_6,186170002,1617980,57,40,100
450,builder_6,95923009,2251840,48,35,95
451,builder_6,98692002,4504460,58,46,85
452,builder_6,70610000,4415420,46,31,61
453,builder_6,239099992,71800,62,40,100
454,builder_6,290699976,5279000,49,32,100
455,builder_6,71976992,86400,60,44,61
456,builder_6,147370000,135900,52,37,100
457,builder_6,158760003,218400,55,42,100
458,builder_6,1500001,0,55,43,1
459,builder_6,106676997,19042740,56,36,94
460,builder_6,4400001,49100,62,48,4
461,builder_6,50036004,128000,55,36,49
462,builder_6,123330008,174800,49,38,100
463,builder_6,108994000,206200,62,36,84
464,builder_6,77715989,774630,64,37,53
465,builder_6,51531987,774630,53,38,44
466,builder_6,227450000,6792400,55,36,100
467,builder_6,179289997,6727700,48,35,100
468,builder_6,386400027,6141110,53,39,100
469,builder_6,186170002,1617980,57,40,100
470,builder_6,95923009,2251840,48,35,95
471,builder_6,98692002,4504460,58,46,85
472,builder_6,70610000,4415420,46,31,61
473,builder_6,239099992,71800,62,40,100
474,builder_6,290699976,5279000,49,32,100
475,builder_6,71976992,86400,60,44,61
476,builder_6,147370000,135900,52,37,100
477,builder_6,158760003,218400,55,42,100
478,builder_6,1500001,0,55,43,1
479,builder_6,106676997,19042740,56,36,94
480,builder_6,4400001,49100,62,48,4
481,builder_6,50036004,128000,55,36,49
482,builder_6,123330008,174800,49,38,100
483,builder_6,108994000,206200,62,36,84
484,builder_6,77715989,774630,64,37,53
485,builder_6,51531987,774630,53,38,44
486,builder_6,227450000,6792400,55,36,100
487,builder_6,179289997,6727700,48,35,100
488,builder_6,386400027,6141110,53,39,100
489,builder_6,186170002,1617980,57,40,100
490,builder_6,95923009,2251840,48,35,95
491,builder_6,98692002,4504460,58,46,85
492,builder_6,70610000,4415420,46,31,61
493,builder_6,239099992,71800,62,40,100
494,builder_6,290699976,5279000,49,32,100
495,builder_6,71976992,86400,60,44,61
496,builder_6,147370000,135900,52,37,100
497,builder_6,158760003,218400,55,42,100
498,builder_6,1500001,0,55,43,1
499,builder_6,106676997,19042740,56,36,94
500,builder_6,4400001,49100,62,48,4
501,builder_6,50036004,128000,55,36,49
502,builder_6,123330008,174800,49,38,100
503,builder_6,108994000,206200,62,36,84
504,builder_6,77715989,774630,64,37,53
505,builder_6,51531987,774630,53,38,44
506,builder_6,227450000,6792400,55,36,100
507,builder_6,179289997,6727700,48,35,100
508,builder_6,386400027,6141110,53,39,100
509,builder_6,186170002,1617980,57,40,100
510,builder_6,95923009,2251840,48,35,95
511,builder_6,98692002,4504460,58,46,85
512,builder_6,70610000,4415420,46,31,61
513,builder_6,239099992,71800,62,40,100
514,builder_6,290699976,5279000,49,32,100
515,builder_6,71976992,86400,60,44,61
516,builder_6,147370000,135900,52,37,100
517,builder_6,158760003,218400,55,42,100
518,builder_6,1500001,0,55,43,1
519,builder_6,106676997,19042740,56,36,94
520,builder_6,34919000,0,49,33,6
521,builder_6,76999007,283900,46,34,42
522,builder_6,190010002,283900,56,37,83
523,builder_6,147452002,4465800,55,37,87
524,builder_6,285920010,5027500,49,36,100
525,builder_6,243995989,7773600,49,35,65
526,builder_6,726800012,12107800,52,39,100
527,builder_6,509967006,200100,47,36,100
528,builder_6,388418995,0,40,24,75
529,builder_6,386743999,6390,52,39,81
530,builder_6,146042004,18380060,37,30,52
531,builder_6,516780021,18301650,49,31,100
532,builder_6,212251997,128000,43,26,50
533,builder_6,736855005,1254400,61,43,100
534,builder_6,1663760001,1363180,45,27,100
535,builder_6,1406788992,624500,46,34,58
536,builder_6,1194789996,372100,53,34,54
537,builder_6,1394912996,505600,48,37,69
538,builder_6,1884975997,462000,45,36,99
539,builder_6,3105299992,0,53,40,100
540,builder_6,34919000,0,49,33,6
541,builder_6,76999007,283900,46,34,42
542,builder_6,190010002,283900,56,37,83
543,builder_6,147452002,4465800,55,37,87
544,builder_6,285920010,5027500,49,36,100
545,builder_6,243995989,7773600,49,35,65
546,builder_6,726800012,12107800,52,39,100
547,builder_6,509967006,200100,47,36,100
548,builder_6,388418995,0,40,24,75
549,builder_6,386743999,6390,52,39,81
550,builder_6,146042004,18380060,37,30,52
551,builder_6,516780021,18301650,49,31,100
552,builder_6,212251997,128000,43,26,50
553,builder_6,736855005,1254400,61,43,100
554,builder_6,1663760001,1363180,45,27,100
555,builder_6,1406788992,624500,46,34,58
556,builder_6,1194789996,372100,53,34,54
557,builder_6,1394912996,505600,48,37,69
558,builder_6,1884975997,462000,45,36,99
559,builder_6,3105299992,0,53,40,100
560,builder_6,34919000,0,49,33,6
561,builder_6,76999007,283900,46,34,42
562,builder_6,190010002,283900,56,37,83
563,builder_6,147452002,4465800,55,37,87
564,builder_6,285920010,5027500,49,36,100
565,builder_6,243995989,7773600,49,35,65
566,builder_6,726800012,12107800,52,39,100
567,builder_6,509967006,200100,47,36,100
568,builder_6,388418995,0,40,24,75
569,builder_6,386743999,6390,52,39,81
570,builder_6,146042004,18380060,37,30,52
571,builder_6,516780021,18301650,49,31,100
572,builder_6,212251997,128000,43,26,50
573,builder_6,736855005,1254400,61,43,100
574,builder_6,1663760001,1363180,45,27,100
575,builder_6,1406788992,624500,46,34,58
576,builder_6,1194789996,372100,53,34,54
577,builder_6,1394912996,505600,48,37,69
578,builder_6,1884975997,462000,45,36,99
579,builder_6,3105299992,0,53,40,100
580,builder_6,34919000,0,49,33,6
581,builder_6,76999007,283900,46,34,42
582,builder_6,190010002,283900,56,37,83
583,builder_6,147452002,4465800,55,37,87
584,builder_6,285920010,5027500,49,36,100
585,builder_6,243995989,7773600,49,35,65
586,builder_6,726800012,12107800,52,39,100
587,builder_6,509967006,200100,47,36,100
588,builder_6,388418995,0,40,24,75
589,builder_6,386743999,6390,52,39,81
590,builder_6,146042004,18380060,37,30,52
591,builder_6,516780021,18301650,49,31,100
592,builder_6,212251997,128000,43,26,50
593,builder_6,736855005,1254400,61,43,100
594,builder_6,1663760001,1363180,45,27,100
595,builder_6,1406788992,624500,46,34,58
596,builder_6,1194789996,372100,53,34,54
597,builder_6,1394912996,505600,48,37,69
598,builder_6,1884975997,462000,45,36,99
599,builder_6,3105299992,0,53,40,100
600,builder_6,34919000,0,49,33,6
601,builder_6,76999007,283900,46,34,42
602,builder_6,190010002,283900,56,37,83
603,builder_6,147452002,4465800,55,37,87
604,builder_6,285920010,5027500,49,36,100
605,builder_6,243995989,7773600,49,35,65
606,builder_6,726800012,12107800,52,39,100
607,builder_6,509967006,200100,47,36,100
608,builder_6,388418995,0,40,24,75
609,builder_6,386743999,6390,52,39,81
610,builder_6,146042004,18380060,37,30,52
611,builder_6,516780021,18301650,49,31,100
612,builder_6,212251997,128000,43,26,50
613,builder_6,736855005,1254400,61,43,100
614,builder_6,1663760001,1363180,45,27,100
615,builder_6,1406788992,624500,46,34,58
616,builder_6,1194789996,372100,53,34,54
617,builder_6,1394912996,505600,48,37,69
618,builder_6,1884975997,462000,45,36,99
619,builder_6,3105299992,0,53,40,100
620,builder_6,34919000,0,49,33,6
621,builder_6,76999007,283900,46,34,42
622,builder_6,190010002,283900,56,37,83
623,builder_6,147452002,4465800,55,37,87
624,builder_6,285920010,5027500,49,36,100
625,builder_6,243995989,7773600,49,35,65
626,builder_6,726800012,12107800,52,39,100
627,builder_6,509967006,200100,47,36,100
628,builder_6,388418995,0,40,24,75
629,builder_6,386743999,6390,52,39,81
630,builder_6,146042004,18380060,37,30,52
631,builder_6,516780021,18301650,49,31,100
632,builder_6,212251997,128000,43,26,50
633,builder_6,736855005,1254400,61,43,100
634,builder_6,1663760001,1363180,45,27,100
635,builder_6,1406788992,624500,46,34,58
636,builder_6,1194789996,372100,53,34,54
637,builder_6,1394912996,505600,48,37,69
638,builder_6,1884975997,462000,45,36,99
639,builder_6,3105299992,0,53,40,100
640,builder_6,34919000,0,49,33,6
641,builder_6,76999007,283900,46,34,42
642,builder_6,190010002,283900,56,37,83
643,builder_6,147452002,4465800,55,37,87
644,builder_6,285920010,5027500,49,36,100
645,builder_6,243995989,7773600,49,35,65
646,builder_6,726800012,12107800,52,39,100
647,builder_6,509967006,200100,47,36,100
648,builder_6,388418995,0,40,24,75
649,builder_6,386743999,6390,52,39,81
650,builder_6,146042004,18380060,37,30,52
651,builder_6,516780021,18301650,49,31,100
652,builder_6,212251997,128000,43,26,50
653,builder_6,736855005,1254400,61,43,100
654,builder_6,1663760001,1363180,45,27,100
655,builder_6,1406788992,624500,46,34,58
656,builder_6,1194789996,372100,53,34,54
657,builder_6,1394912996,505600,48,37,69
658,builder_6,1884975997,462000,45,36,99
659,builder_6,3105299992,0,53,40,100
660,builder_6,34919000,0,49,33,6
661,builder_6,76999007,283900,46,34,42
662,builder_6,190010002,283900,56,37,83
663,builder_6,147452002,4465800,55,37,87
664,builder_6,285920010,5027500,49,36,100
665,builder_6,243995989,7773600,49,35,65
666,builder_6,726800012,12107800,52,39,100
667,builder_6,509967006,200100,47,36,100
668,builder_6,388418995,0,40,24,75
669,builder_6,386743999,6390,52,39,81
670,builder_6,146042004,18380060,37,30,52
671,builder_6,516780021,18301650,49,31,100
672,builder_6,212251997,128000,43,26,50
673,builder_6,736855005,1254400,61,43,100
674,builder_6,1663760001,1363180,45,27,100
675,builder_6,1406788992,624500,46,34,58
676,builder_6,1194789996,372100,53,34,54
677,builder_6,1394912996,505600,48,37,69
678,builder_6,1884975997,462000,45,36,99
679,builder_6,3105299992,0,53,40,100
680,builder_6,34919000,0,49,33,6
