block_num,builder_id,total_gas_fee,total_mev,total_created_txs,total_attack_txs,included_txs
0,builder_6,5849999,3130,60,35,8
1,builder_6,18398999,521160,54,26,43
2,builder_6,51926004,18182830,52,27,67
3,builder_6,43074997,430800,59,29,43
4,builder_6,164449999,583480,47,26,100
5,builder_6,85000,0,33,23,1
6,builder_6,113094997,1314900,52,30,97
7,builder_6,86783995,492900,49,22,59
8,builder_6,31850001,5180,50,28,15
9,builder_6,85964998,4357500,47,22,38
10,builder_6,284880016,4424700,57,25,100
11,builder_6,215340003,2002700,45,22,70
12,builder_6,161759005,1407290,60,33,48
13,builder_6,292410014,1503100,45,28,100
14,builder_6,160000,73100,44,22,1
15,builder_6,129411000,1207800,55,27,100
16,builder_6,159734999,408900,54,27,79
17,builder_6,155112002,196100,56,32,60
18,builder_6,197538999,1220800,56,35,96
19,builder_6,247200001,1484920,46,20,100
20,builder_6,5849999,3130,60,35,8
21,builder_6,18398999,521160,54,26,43
22,builder_6,51926004,18182830,52,27,67
23,builder_6,43074997,430800,59,29,43
24,builder_6,164449999,583480,47,26,100
25,builder_6,85000,0,33,23,1
26,builder_6,113094997,1314900,52,30,97
27,builder_6,86783995,492900,49,22,59
28,builder_6,31850001,5180,50,28,15
29,builder_6,85964998,4357500,47,22,38
30,builder_6,284880016,4424700,57,25,100
31,builder_6,215340003,2002700,45,22,70
32,builder_6,161759005,1407290,60,33,48
33,builder_6,292410014,1503100,45,28,100
34,builder_6,160000,73100,44,22,1
35,builder_6,129411000,1207800,55,27,100
36,builder_6,159734999,408900,54,27,79
37,builder_6,155112002,196100,56,32,60
38,builder_6,197538999,1220800,56,35,96
39,builder_6,247200001,1484920,46,20,100
40,builder_6,5849999,3130,60,35,8
41,builder_6,18398999,521160,54,26,43
42,builder_6,51926004,18182830,52,27,67
43,builder_6,43074997,430800,59,29,43
44,builder_6,164449999,583480,47,26,100
45,builder_6,85000,0,33,23,1
46,builder_6,113094997,1314900,52,30,97
47,builder_6,86783995,492900,49,22,59
48,builder_6,31850001,5180,50,28,15
49,builder_6,85964998,4357500,47,22,38
50,builder_6,284880016,4424700,57,25,100
51,builder_6,215340003,2002700,45,22,70
52,builder_6,161759005,1407290,60,33,48
53,builder_6,292410014,1503100,45,28,100
54,builder_6,160000,73100,44,22,1
55,builder_6,129411000,1207800,55,27,100
56,builder_6,159734999,408900,54,27,79
57,builder_6,155112002,196100,56,32,60
58,builder_6,197538999,1220800,56,35,96
59,builder_6,247200001,1484920,46,20,100
60,builder_6,5849999,3130,60,35,8
61,builder_6,18398999,521160,54,26,43
62,builder_6,51926004,18182830,52,27,67
63,builder_6,43074997,430800,59,29,43
64,builder_6,164449999,583480,47,26,100
65,builder_6,85000,0,33,23,1
66,builder_6,113094997,1314900,52,30,97
67,builder_6,86783995,492900,49,22,59
68,builder_6,31850001,5180,50,28,15
69,builder_6,85964998,4357500,47,22,38
70,builder_6,284880016,4424700,57,25,100
71,builder_6,215340003,2002700,45,22,70
72,builder_6,161759005,1407290,60,33,48
73,builder_6,292410014,1503100,45,28,100
74,builder_6,160000,73100,44,22,1
75,builder_6,129411000,1207800,55,27,100
76,builder_6,159734999,408900,54,27,79
77,builder_6,155112002,196100,56,32,60
78,builder_6,197538999,1220800,56,35,96
79,builder_6,247200001,1484920,46,20,100
80,builder_6,5849999,3130,60,35,8
81,builder_6,18398999,521160,54,26,43
82,builder_6,51926004,18182830,52,27,67
83,builder_6,43074997,430800,59,29,43
