block_num,builder_id,total_gas_fee,total_mev,included_txs
0,builder_6,5919998,3130,
1,builder_6,137820994,5180,
2,builder_6,346502005,801940,
3,builder_6,77929997,17714200,
4,builder_6,183513009,17748900,
5,builder_6,53005003,974200,
6,builder_6,15820000,19700,
7,builder_6,104604005,103000,
8,builder_6,296419998,807100,
9,builder_6,189418008,1178920,
10,builder_6,1800000,0,
11,builder_6,247279992,942830,
12,builder_6,69113012,1401100,
13,builder_6,159763009,1301000,
14,builder_6,158867002,89600,
15,builder_6,202435996,5491100,
16,builder_6,86388991,1584210,
17,builder_6,58797998,512400,
18,builder_6,28746003,974700,
19,builder_6,210134011,147100,
20,builder_6,5919998,3130,
21,builder_6,137820994,5180,
22,builder_6,346502005,801940,
23,builder_6,77929997,17714200,
24,builder_6,183513009,17748900,
25,builder_6,53005003,974200,
26,builder_6,15820000,19700,
27,builder_6,104604005,103000,
28,builder_6,296419998,807100,
29,builder_6,189418008,1178920,
30,builder_6,1800000,0,
31,builder_6,247279992,942830,
32,builder_6,69113012,1401100,
33,builder_6,159763009,1301000,
34,builder_6,158867002,89600,
35,builder_6,202435996,5491100,
36,builder_6,86388991,1584210,
37,builder_6,58797998,512400,
38,builder_6,28746003,974700,
39,builder_6,210134011,147100,
40,builder_6,5919998,3130,
41,builder_6,137820994,5180,
42,builder_6,346502005,801940,
43,builder_6,77929997,17714200,
44,builder_6,183513009,17748900,
45,builder_6,53005003,974200,
46,builder_6,15820000,19700,
47,builder_6,104604005,103000,
48,builder_6,296419998,807100,
49,builder_6,189418008,1178920,
50,builder_6,1800000,0,
51,builder_6,247279992,942830,
52,builder_6,69113012,1401100,
53,builder_6,159763009,1301000,
54,builder_6,158867002,89600,
55,builder_6,202435996,5491100,
56,builder_6,86388991,1584210,
57,builder_6,58797998,512400,
58,builder_6,28746003,974700,
59,builder_6,210134011,147100,
60,builder_6,5919998,3130,
61,builder_6,137820994,5180,
62,builder_6,346502005,801940,
63,builder_6,77929997,17714200,
64,builder_6,183513009,17748900,
65,builder_6,53005003,974200,
66,builder_6,15820000,19700,
67,builder_6,104604005,103000,
68,builder_6,296419998,807100,
69,builder_6,189418008,1178920,
70,builder_6,1800000,0,
71,builder_6,247279992,942830,
72,builder_6,69113012,1401100,
73,builder_6,159763009,1301000,
74,builder_6,158867002,89600,
75,builder_6,202435996,5491100,
76,builder_6,86388991,1584210,
77,builder_6,58797998,512400,
78,builder_6,28746003,974700,
79,builder_6,210134011,147100,
80,builder_6,5919998,3130,
81,builder_6,137820994,5180,
82,builder_6,346502005,801940,
83,builder_6,77929997,17714200,
84,builder_6,183513009,17748900,
85,builder_6,53005003,974200,
86,builder_6,15820000,19700,
87,builder_6,104604005,103000,
88,builder_6,296419998,807100,
89,builder_6,189418008,1178920,
90,builder_6,1800000,0,
91,builder_6,247279992,942830,
92,builder_6,69113012,1401100,
93,builder_6,159763009,1301000,
94,builder_6,158867002,89600,
95,builder_6,202435996,5491100,
96,builder_6,86388991,1584210,
97,builder_6,58797998,512400,
98,builder_6,28746003,974700,
99,builder_6,210134011,147100,
100,builder_6,5919998,3130,
101,builder_6,137820994,5180,
102,builder_6,346502005,801940,
103,builder_6,77929997,17714200,
104,builder_6,183513009,17748900,
105,builder_6,53005003,974200,
106,builder_6,15820000,19700,
107,builder_6,104604005,103000,
108,builder_6,296419998,807100,
109,builder_6,189418008,1178920,
110,builder_6,1800000,0,
111,builder_6,247279992,942830,
112,builder_6,69113012,1401100,
113,builder_6,159763009,1301000,
114,builder_6,158867002,89600,
115,builder_6,202435996,5491100,
116,builder_6,86388991,1584210,
117,builder_6,58797998,512400,
118,builder_6,28746003,974700,
119,builder_6,210134011,147100,
120,builder_6,5919998,3130,
121,builder_6,137820994,5180,
122,builder_6,346502005,801940,
123,builder_6,77929997,17714200,
124,builder_6,183513009,17748900,
125,builder_6,53005003,974200,
126,builder_6,15820000,19700,
127,builder_6,104604005,103000,
128,builder_6,296419998,807100,
129,builder_6,189418008,1178920,
130,builder_6,1800000,0,
131,builder_6,247279992,942830,
132,builder_6,69113012,1401100,
133,builder_6,159763009,1301000,
134,builder_6,158867002,89600,
135,builder_6,202435996,5491100,
136,builder_6,86388991,1584210,
137,builder_6,58797998,512400,
138,builder_6,28746003,974700,
139,builder_6,210134011,147100,
140,builder_6,5919998,3130,
141,builder_6,137820994,5180,
142,builder_6,346502005,801940,
143,builder_6,77929997,17714200,
144,builder_6,183513009,17748900,
145,builder_6,53005003,974200,
146,builder_6,15820000,19700,
147,builder_6,104604005,103000,
148,builder_6,296419998,807100,
149,builder_6,189418008,1178920,
150,builder_6,1800000,0,
151,builder_6,247279992,942830,
152,builder_6,69113012,1401100,
153,builder_6,159763009,1301000,
154,builder_6,158867002,89600,
155,builder_6,202435996,5491100,
156,builder_6,86388991,1584210,
157,builder_6,58797998,512400,
158,builder_6,28746003,974700,
159,builder_6,210134011,147100,
160,builder_6,5919998,3130,
161,builder_6,137820994,5180,
162,builder_6,346502005,801940,
163,builder_6,77929997,17714200,
164,builder_6,183513009,17748900,
165,builder_6,53005003,974200,
166,builder_6,15820000,19700,
167,builder_6,104604005,103000,
168,builder_6,296419998,807100,
169,builder_6,189418008,1178920,
170,builder_6,1800000,0,
171,builder_6,247279992,942830,
172,builder_6,69113012,1401100,
173,builder_6,159763009,1301000,
174,builder_6,158867002,89600,
175,builder_6,202435996,5491100,
176,builder_6,86388991,1584210,
177,builder_6,58797998,512400,
178,builder_6,28746003,974700,
179,builder_6,210134011,147100,
180,builder_6,5919998,3130,
181,builder_6,137820994,5180,
182,builder_6,346502005,801940,
183,builder_6,77929997,17714200,
184,builder_6,183513009,17748900,
185,builder_6,53005003,974200,
186,builder_6,15820000,19700,
187,builder_6,104604005,103000,
188,builder_6,296419998,807100,
189,builder_6,189418008,1178920,
190,builder_6,1800000,0,
191,builder_6,247279992,942830,
192,builder_6,69113012,1401100,
193,builder_6,159763009,1301000,
194,builder_6,158867002,89600,
195,builder_6,202435996,5491100,
196,builder_6,86388991,1584210,
197,builder_6,58797998,512400,
198,builder_6,28746003,974700,
199,builder_6,210134011,147100,
200,builder_6,5919998,3130,
201,builder_6,137820994,5180,
202,builder_6,346502005,801940,
203,builder_6,77929997,17714200,
204,builder_6,183513009,17748900,
205,builder_6,53005003,974200,
206,builder_6,15820000,19700,
207,builder_6,104604005,103000,
208,builder_6,296419998,807100,
209,builder_6,189418008,1178920,
210,builder_6,1800000,0,
211,builder_6,247279992,942830,
212,builder_6,69113012,1401100,
213,builder_6,159763009,1301000,
214,builder_6,158867002,89600,
215,builder_6,202435996,5491100,
216,builder_6,86388991,1584210,
217,builder_6,58797998,512400,
218,builder_6,28746003,974700,
219,builder_6,210134011,147100,
220,builder_6,5919998,3130,
221,builder_6,137820994,5180,
222,builder_6,346502005,801940,
223,builder_6,77929997,17714200,
224,builder_6,183513009,17748900,
225,builder_6,53005003,974200,
226,builder_6,15820000,19700,
227,builder_6,104604005,103000,
228,builder_6,296419998,807100,
229,builder_6,189418008,1178920,
230,builder_6,1800000,0,
231,builder_6,247279992,942830,
232,builder_6,69113012,1401100,
233,builder_6,159763009,1301000,
234,builder_6,158867002,89600,
235,builder_6,202435996,5491100,
236,builder_6,86388991,1584210,
237,builder_6,58797998,512400,
238,builder_6,28746003,974700,
239,builder_6,210134011,147100,
240,builder_6,5919998,3130,
241,builder_6,137820994,5180,
242,builder_6,346502005,801940,
243,builder_6,77929997,17714200,
244,builder_6,183513009,17748900,
245,builder_6,53005003,974200,
246,builder_6,15820000,19700,
247,builder_6,104604005,103000,
248,builder_6,296419998,807100,
249,builder_6,189418008,1178920,
250,builder_6,1800000,0,
