block_num,builder_id,total_gas_fee,total_mev,total_created_txs,total_attack_txs,included_txs
0,builder_6,5849999,3130,56,45,8
1,builder_6,5989999,3130,49,34,10
2,builder_6,314810001,17922610,52,38,94
3,builder_6,338506005,17965080,51,38,100
4,builder_6,118468992,180600,39,29,100
5,builder_6,59011980,124300,36,19,71
6,builder_6,37102994,17749300,44,36,79
7,builder_6,176727995,444000,53,42,40
8,builder_6,506303988,1877000,52,42,99
9,builder_6,386749994,1433000,39,27,65
10,builder_6,1034242001,1037500,55,43,89
11,builder_6,763089005,393900,59,46,97
12,builder_6,212759997,229900,53,40,100
13,builder_6,3420000,0,51,39,9
14,builder_6,96940030,836630,55,43,100
15,builder_6,144620007,846160,58,46,100
16,builder_6,64480004,283000,59,43,47
17,builder_6,100560005,806000,48,35,100
18,builder_6,62483001,1120600,60,46,94
19,builder_6,59281991,999700,59,45,65
20,builder_6,5849999,3130,56,45,8
21,builder_6,5989999,3130,49,34,10
22,builder_6,314810001,17922610,52,38,94
23,builder_6,338506005,17965080,51,38,100
24,builder_6,118468992,180600,39,29,100
25,builder_6,59011980,124300,36,19,71
26,builder_6,37102994,17749300,44,36,79
27,builder_6,176727995,444000,53,42,40
28,builder_6,506303988,1877000,52,42,99
29,builder_6,386749994,1433000,39,27,65
30,builder_6,1034242001,1037500,55,43,89
31,builder_6,763089005,393900,59,46,97
32,builder_6,212759997,229900,53,40,100
33,builder_6,3420000,0,51,39,9
34,builder_6,96940030,836630,55,43,100
35,builder_6,144620007,846160,58,46,100
36,builder_6,64480004,283000,59,43,47
37,builder_6,100560005,806000,48,35,100
38,builder_6,62483001,1120600,60,46,94
39,builder_6,59281991,999700,59,45,65
40,builder_6,5849999,3130,56,45,8
41,builder_6,5989999,3130,49,34,10
42,builder_6,314810001,17922610,52,38,94
43,builder_6,338506005,17965080,51,38,100
44,builder_6,118468992,180600,39,29,100
45,builder_6,59011980,124300,36,19,71
46,builder_6,37102994,17749300,44,36,79
47,builder_6,176727995,444000,53,42,40
48,builder_6,506303988,1877000,52,42,99
49,builder_6,386749994,1433000,39,27,65
50,builder_6,1034242001,1037500,55,43,89
51,builder_6,763089005,393900,59,46,97
52,builder_6,212759997,229900,53,40,100
53,builder_6,3420000,0,51,39,9
54,builder_6,96940030,836630,55,43,100
55,builder_6,144620007,846160,58,46,100
56,builder_6,64480004,283000,59,43,47
57,builder_6,100560005,806000,48,35,100
58,builder_6,62483001,1120600,60,46,94
59,builder_6,59281991,999700,59,45,65
60,builder_6,5849999,3130,56,45,8
61,builder_6,5989999,3130,49,34,10
62,builder_6,314810001,17922610,52,38,94
63,builder_6,338506005,17965080,51,38,100
