block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,991725000,72014100,2735972635.0,normal,145
2,793837000,75229100,6306277715.0,normal,138
3,1131000000,1928000,11516689205.0,attack,122
4,1113168000,142248400,16780256900.0,normal,137
5,1220020000,93075800,22569704070.0,normal,128
6,1056549000,45062200,28595288495.0,attack,116
7,1331510000,62731800,35267374650.0,normal,137
8,975560000,58818800,41946867795.0,attack,109
9,1064387000,37842800,49362331385.0,attack,115
10,704940000,63182270,56949083525.0,attack,125
11,1050750000,62502900,65151895910.0,attack,121
12,1068090000,33158790,73553895370.0,attack,118
13,802770000,7713890,82157657455.0,attack,102
14,1073900000,33101600,91481174080.0,attack,118
15,1076300000,54076330,101044743980.0,attack,107
16,973590000,87117400,110885802485.0,attack,107
17,1126350000,19612400,121240035605.0,attack,108
18,1091890000,102168980,131950972800.0,normal,130
19,1362764000,61017050,143160907875.0,normal,126
20,966470000,73142930,154516045485.0,attack,113
21,1046373000,38769670,166381599460.0,normal,139
22,1066490000,68676600,178605270965.0,normal,126
23,1038780000,32500040,191112328695.0,normal,147
24,1040040000,30884800,204046999820.0,attack,108
25,1174000000,19397340,217465281640.0,attack,106
26,987950000,71764700,230877638275.0,attack,117
27,1218732000,82970600,244884199230.0,normal,140
28,1253237000,80542680,259155353985.0,normal,128
29,991248000,53884490,273686342095.0,attack,124
30,888387000,85758900,288756962230.0,attack,106
31,1138920000,103509740,304371537250.0,normal,137
32,999790000,60529500,320073493535.0,normal,127
33,1160260000,26537400,336384339330.0,attack,106
34,845610000,71492780,352781368550.0,normal,130
35,1321103000,54365980,370027006320.0,normal,136
36,1104939000,98742700,387397155785.0,normal,126
37,999020000,58745040,405089798330.0,normal,139
38,1085350000,16375900,423303614965.0,normal,140
39,1039705000,44041600,442053924830.0,attack,117
40,976370000,47803120,461058998010.0,normal,149
41,1118110000,39389540,480537379435.0,attack,109
42,1272470000,78504320,500504947675.0,normal,144
43,1010300000,70387630,520585699575.0,normal,147
44,994770000,51854700,541184922080.0,normal,134
45,1132000000,8094500,562235044780.0,attack,120
46,1081310000,53385580,583545025405.0,attack,121
47,843667000,47822240,605085694815.0,attack,108
48,1137495000,55856940,627160996485.0,normal,141
49,790940000,26112090,649295058940.0,normal,126
50,1055330000,75444920,672057566410.0,normal,146
