block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,802583000,7743500,20734886231.383286,attack,303
2,488130000,61818580,55403520946.05325,attack,306
3,695920000,40983500,102023326342.5019,attack,304
4,571737000,33814740,166497588886.63312,attack,308
5,603400000,4635300,214631428088.8842,attack,305
6,664310000,25122080,306223661691.87396,attack,304
7,883400000,50664140,393087698495.4209,attack,309
8,477470000,60606870,502457781312.87177,attack,301
9,644787000,68321000,606139639403.6752,attack,305
10,606930000,52126880,709379014407.6725,attack,301
11,655989000,27386500,866025725371.4852,attack,309
12,842189000,78241690,923342446953.5872,attack,306
13,682980000,69433200,1105887579002.3071,attack,304
14,564270000,40489350,1296948956030.113,attack,308
15,749320000,12691830,1474435014635.179,attack,310
16,872200000,52583030,1619701311011.9075,attack,306
17,766478000,43776440,1845762938109.0444,attack,302
18,573380000,73087030,2066270655127.531,attack,304
19,725647000,55645300,2220907894811.1772,attack,310
20,659700000,23676600,2505828050207.461,attack,309
21,641450000,13689600,2724776463113.9844,attack,301
22,690560000,19853390,2797171437041.602,attack,304
23,568600000,18224500,3283594789928.4834,attack,304
24,633810000,17452000,3363739560244.6167,attack,308
25,866310000,22448200,3687491965520.761,attack,301
26,545848000,58714390,3900908944013.7925,attack,302
27,572670000,22899100,4465733660207.44,attack,302
28,827390000,50688500,4541502053852.296,attack,307
29,485150000,12573540,4723917579112.05,attack,303
30,541300000,15303840,5355667409883.892,attack,310
31,675810000,19731290,5634934458277.699,attack,304
32,712400000,24571500,5895116162673.289,attack,302
33,715420000,19106200,6215936992214.981,attack,310
34,747090000,61072700,6753851429064.133,attack,305
35,528560000,29954400,6824151188342.845,attack,302
36,737200000,2005860,7476656783531.138,attack,310
37,706600000,8827700,7557867033925.808,attack,310
38,809899000,56632820,8106575791015.948,attack,308
39,631760000,8059900,8888691512007.309,attack,310
40,738020000,44354300,9349442878052.436,attack,301
41,649877000,26237640,9044239486781.035,attack,306
42,673800000,18550480,9832542844242.521,attack,309
43,793780000,77332400,9873974418617.973,attack,306
44,656820000,37569000,9865778190765.947,attack,304
45,489210000,57354690,11495278570895.807,attack,305
46,582400000,17983900,11524312255948.328,attack,305
47,976530000,43912600,12057298918633.012,attack,303
48,734478000,25827100,12889330348738.197,attack,307
49,734698000,20820480,13302316652920.06,attack,308
50,979400000,32878000,13243792742205.88,attack,302
