block_id,total_gas,total_mev_captured,validator_type,validator_id
1,778710000,76363000,attack,20
2,1046440000,50883890,normal,46
3,1173369000,69132240,normal,49
4,1119670000,39501600,normal,32
5,1429249000,62363130,normal,33
6,1225403000,96503130,normal,34
7,1103700000,40187580,attack,6
8,977440000,61348700,attack,23
9,975068000,106366700,normal,49
10,1143177000,75618360,normal,46
11,1365313000,53371600,normal,38
12,948957000,57847300,attack,29
13,1025910000,36525000,attack,12
14,1200000000,926600,attack,21
15,877740000,86968600,attack,20
16,1225000000,7605540,attack,21
17,1142400000,20202020,attack,22
18,1240000000,19640120,attack,11
19,1116910000,17879060,attack,4
20,1043145000,157161800,normal,41
21,929710000,9474000,attack,25
22,879180000,50273000,attack,29
23,1135700000,25464530,attack,16
24,1412515000,72623800,normal,44
25,1208345000,115927400,normal,34
26,981200000,11865270,normal,50
27,947910000,47827620,normal,42
28,1063295000,106586710,normal,49
29,1206220000,25724900,attack,23
30,875770000,31951810,normal,33
31,1119500000,43340500,attack,12
32,1255730000,99803100,normal,31
33,1073960000,40195930,normal,33
34,1151500000,83924460,normal,46
35,1267610000,28142600,normal,48
36,1112410000,72723600,normal,42
37,1273680000,84447500,normal,37
38,1073685000,17187490,normal,47
39,1158500000,19464190,attack,22
40,891990000,56665900,normal,40
41,1107510000,53533500,attack,5
42,826190000,90683630,attack,21
43,1253360000,35478050,normal,35
44,1164284000,77332980,normal,43
45,960690000,66205700,attack,22
46,943700000,83829800,attack,24
47,893680000,89569040,attack,17
48,1002970000,85757630,attack,16
49,1189000000,18939140,attack,24
50,1205460000,22645500,attack,4
