block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,85340000,17700000,442340000,attack,2051
2,12080000,4716800,651810400,normal,2090
3,49934000,0,828602000,normal,2094
4,49911000,769000,955988800,normal,2091
5,67357000,0,1184191400,attack,2054
6,10090000,46500,1352225300,normal,2097
7,44970000,108000,1641221200,normal,2069
8,15862000,53130,1797427930,normal,2068
9,22243000,66100,2027662700,normal,2088
10,10960000,0,2339968000,normal,2075
11,5148000,380200,2748533000,attack,2059
12,60622000,54800,3186107400,normal,2091
13,37379000,60700,3656543100,normal,2096
14,23279000,46500,3987544100,normal,2086
15,39687000,298300,4837320500,normal,2087
16,4392000,5640,5625490840,normal,2071
17,68250000,0,6681833200,normal,2080
18,35500000,491600,7616498800,normal,2081
19,10617000,206000,8378556200,attack,2051
20,19250000,0,9423907200,normal,2072
21,53430000,219800,9991469000,normal,2068
22,34442000,30730,10750951930,normal,2084
23,4867000,1469000,11846539200,normal,2072
24,27530000,19700,13115242900,normal,2094
25,5932000,86400,14298635600,normal,2094
26,40160000,404500,15307407700,normal,2087
27,44510000,489000,16494400200,normal,2074
28,17970000,56200,17589019400,normal,2094
29,5830000,0,18727215200,attack,2059
30,35420000,34700,19737499900,normal,2070
31,9430000,5630,21424502830,normal,2086
32,52572000,3130,22397936330,normal,2085
33,9689000,0,23834374200,normal,2067
34,11274000,0,24916619200,normal,2067
35,13273000,0,26019278200,normal,2078
36,33540000,0,27842201200,normal,2067
37,7338000,0,29318357200,normal,2081
38,6615000,155000,30853947200,normal,2066
39,66669000,967520,32241039720,normal,2095
40,7083000,0,33654878200,normal,2068
41,14628000,0,34913083200,normal,2099
42,52216000,0,36735195200,normal,2085
43,7440000,245600,38646154800,normal,2078
44,31966000,0,40536159200,normal,2092
45,58010000,64600,42329825800,attack,2061
46,10509000,38040,43664958240,normal,2084
47,25315000,121000,45649171200,normal,2073
48,13732000,0,47212293200,normal,2067
49,19020000,18001630,48981174830,normal,2075
50,104150000,30200,50376427400,attack,2056
