block_id,total_gas,total_mev_captured,validator_type,validator_id
1,991725000,72014100,normal,129
2,710637000,69747100,attack,109
3,1321770000,55061100,normal,132
4,971748000,134491700,normal,141
5,1101000000,25595800,attack,107
6,1131600000,20172200,attack,116
7,1357240000,91711800,normal,150
8,1034949000,82467690,normal,138
9,1064387000,37842800,attack,103
10,727840000,57943870,attack,122
11,1050750000,62502900,attack,125
12,1137390000,33029790,normal,135
13,853170000,7446000,attack,122
14,1073900000,33101600,attack,120
15,1076300000,54076330,attack,121
16,1020810000,121474400,normal,149
17,1126350000,19612400,attack,117
18,1083680000,36913980,attack,109
19,1348490000,77576050,normal,148
20,1021634000,96279230,normal,130
21,966473000,29959570,attack,109
22,990890000,68495600,attack,121
23,1038780000,32693840,normal,128
24,1117740000,35219900,normal,144
25,1174000000,19397340,attack,112
26,987950000,71764700,attack,116
27,1218732000,82970600,normal,149
28,1201900000,36183680,attack,101
29,1029150000,36184490,attack,102
30,880862000,106778900,attack,111
31,1102670000,19359740,attack,109
32,938300000,170766300,normal,146
33,1211320000,43601400,normal,136
34,848150000,65045880,normal,137
35,1321103000,54365980,normal,136
36,1104939000,98742700,normal,148
37,999020000,58745040,normal,129
38,1085350000,16375900,normal,128
39,1039705000,44041600,attack,112
40,976370000,47803120,normal,137
41,1118110000,39389540,attack,108
42,1175500000,18214320,attack,105
43,1050570000,130677630,normal,137
44,994770000,51854700,normal,138
45,1285347000,40174500,normal,134
46,1022410000,82176920,normal,145
47,963710000,8902240,normal,145
48,1087005000,33427600,attack,102
49,727740000,26590090,attack,109
50,985500000,53843220,attack,114
