block_id,total_gas,total_mev_captured,validator_type,validator_id
1,56672000,40900,attack,4602
2,68633000,15033900,attack,4624
3,24620000,77900,normal,4647
4,53944000,98200,attack,4605
5,68126000,1266220,normal,4644
6,95047000,328000,attack,4632
7,32128000,0,attack,4622
8,46254000,929800,normal,4641
9,24970000,0,normal,4640
10,18662000,119100,attack,4633
11,82714000,388800,normal,4636
12,33719000,0,attack,4632
13,98833000,676800,attack,4616
14,23152000,3379000,attack,4603
15,50570000,496000,normal,4636
16,114835000,808780,attack,4603
17,22701000,98200,attack,4612
18,35277000,1606520,attack,4603
19,85683000,0,attack,4607
20,64029000,324640,attack,4610
21,113861000,101300,attack,4618
22,104032000,1108400,attack,4634
23,31105000,154100,attack,4625
24,27453000,187800,attack,4622
25,107148000,54048700,attack,4612
26,92525000,2230330,attack,4613
27,22168000,100000,normal,4647
28,70806000,94990,attack,4605
29,69980000,151800,normal,4637
30,76439000,21800,normal,4640
31,111703000,2519600,attack,4634
32,90963000,15351300,attack,4602
33,27344000,231000,normal,4648
34,72593000,1385300,normal,4639
35,46067000,641400,attack,4631
36,83570000,318400,attack,4635
37,60247000,234400,normal,4649
38,24662000,11200,normal,4637
39,23238000,594000,normal,4644
40,36424000,128200,attack,4628
41,23887000,125400,attack,4603
42,78343000,365640,normal,4643
43,102430000,4356300,attack,4602
44,67965000,516430,attack,4620
45,116292000,1986100,attack,4634
46,80526000,42000,normal,4647
47,84800000,133700,attack,4628
48,63858000,250800,attack,4616
49,27460000,0,normal,4644
50,37055000,0,normal,4636
