block_id,total_gas,total_mev_captured,validator_type,validator_id
1,73927000,478100,attack,1956
2,125170000,167300,attack,1970
3,74946000,288700,attack,1970
4,20603000,182300,attack,1975
5,107249000,228900,normal,1993
6,27337000,14380000,attack,1956
7,55110000,0,normal,1983
8,78015000,0,normal,1987
9,101492000,2553320,normal,1986
10,25970000,1281000,normal,1995
11,24145000,1189700,normal,1981
12,55869000,521500,normal,1989
13,84252000,91200,attack,1975
14,19601000,0,attack,1952
15,44693000,114200,attack,1962
16,13290000,1879000,normal,1982
17,28369000,0,normal,1988
18,34553000,959000,normal,2000
19,94460000,412800,attack,1970
20,54357000,0,attack,1954
21,127675000,422500,attack,1960
22,41323000,122200,attack,1975
23,19381000,889700,attack,1952
24,57323000,0,normal,1983
25,151867000,1188000,attack,1955
26,61523000,388900,normal,1997
27,43048000,1052730,attack,1964
28,102048000,1388700,normal,1990
29,48939000,0,attack,1963
30,101170000,477000,attack,1964
31,93035000,11260,attack,1975
32,36760000,1037000,attack,1951
33,48068000,598700,normal,1990
34,109270000,0,attack,1974
35,17782000,1142000,normal,1990
36,28343000,38360,normal,1991
37,132090000,0,attack,1959
38,31430000,44000,normal,1998
39,86953000,54280,normal,1978
40,61104000,890630,attack,1951
41,48424000,644000,attack,1958
42,83787000,15300,normal,1979
43,65060000,993900,attack,1965
44,28736000,260400,normal,1997
45,101642000,0,attack,1964
46,107980000,937190,attack,1969
47,50940000,209800,attack,1970
48,71038000,73120,normal,1988
49,90318000,202800,attack,1958
50,57422000,188700,normal,2000
